"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70","Age71","Age72","Age73","Age74","Age75","Age76","Age77","Age78","Age79","Age80","Age81","Age82","Age83","Age84","Age85","Age86","Age87","Age88","Age89","Age90","Age91","Age92","Age93","Age94","Age95","Age96","Age97","Age98","Age99","Age100"
1901,5680.87,5468.65,5366.85,5156.41,4954.22,4759.97,4573.33,4394,4221.71,4056.18,3897.13,3744.32,3597.51,3456.45,3320.92,3190.7,3065.59,2945.39,2829.9,2718.94,2612.33,2509.89,2411.48,2316.92,2226.08,2138.79,2054.93,1974.35,1896.94,1822.56,1751.09,1682.43,1616.46,1553.08,1492.18,1433.67,1377.46,1323.45,1271.56,1221.7,1173.79,1127.77,1083.55,1041.06,1000.24,961.021,923.339,887.134,852.349,818.928,786.817,755.966,726.324,697.844,670.481,644.191,618.932,594.664,571.347,548.944,527.419,506.739,486.869,467.779,449.437,431.814,414.883,398.615,382.985,367.968,353.54,339.677,326.358,313.562,301.267,289.454,278.104,267.2,256.723,246.656,236.985,227.692,218.765,210.187,201.945,194.027,186.419,179.109,172.086,165.339,158.856,152.627,146.642,140.892,135.368,130.06,124.96,120.061,115.353,110.83,2715.7
1902,5667.9,5458.12,5254.22,5156.41,4954.22,4759.97,4573.33,4394,4221.71,4056.18,3897.13,3744.32,3597.51,3456.45,3320.92,3190.7,3065.59,2945.39,2829.9,2718.94,2612.32,2509.89,2411.48,2316.92,2226.08,2138.79,2054.93,1974.35,1896.94,1822.56,1751.09,1682.43,1616.46,1553.08,1492.18,1433.67,1377.46,1323.45,1271.55,1221.7,1173.79,1127.77,1083.55,1041.06,1000.24,961.02,923.338,887.133,852.348,818.927,786.816,755.965,726.323,697.844,670.481,644.191,618.932,594.663,571.346,548.943,527.419,506.739,486.869,467.779,449.437,431.814,414.883,398.615,382.985,367.968,353.54,339.677,326.358,313.562,301.267,289.454,278.104,267.2,256.722,246.656,236.985,227.692,218.764,210.187,201.945,194.027,186.419,179.109,172.086,165.339,158.856,152.627,146.642,140.892,135.368,130.06,124.96,120.061,115.353,110.83,2715.7
1903,5651.22,5445.66,5244.11,5048.2,4954.22,4759.97,4573.33,4394,4221.71,4056.18,3897.13,3744.32,3597.51,3456.45,3320.92,3190.7,3065.59,2945.39,2829.9,2718.94,2612.32,2509.89,2411.48,2316.92,2226.07,2138.79,2054.93,1974.35,1896.94,1822.55,1751.09,1682.43,1616.46,1553.08,1492.18,1433.67,1377.46,1323.45,1271.55,1221.69,1173.79,1127.77,1083.55,1041.06,1000.24,961.018,923.336,887.132,852.347,818.926,786.815,755.964,726.322,697.843,670.48,644.19,618.931,594.662,571.345,548.943,527.418,506.738,486.869,467.778,449.436,431.814,414.882,398.614,382.985,367.968,353.539,339.677,326.358,313.561,301.266,289.454,278.104,267.199,256.722,246.656,236.985,227.692,218.764,210.187,201.945,194.027,186.419,179.109,172.086,165.339,158.856,152.627,146.642,140.892,135.368,130.06,124.96,120.061,115.353,110.83,2715.7
1904,5630.91,5429.63,5232.13,5038.48,4850.26,4759.97,4573.33,4394,4221.71,4056.18,3897.13,3744.32,3597.51,3456.44,3320.92,3190.7,3065.59,2945.39,2829.9,2718.93,2612.32,2509.89,2411.48,2316.92,2226.07,2138.79,2054.92,1974.35,1896.93,1822.55,1751.09,1682.43,1616.46,1553.08,1492.18,1433.67,1377.45,1323.44,1271.55,1221.69,1173.79,1127.76,1083.54,1041.06,1000.24,961.017,923.335,887.13,852.345,818.924,786.814,755.963,726.321,697.841,670.479,644.189,618.93,594.662,571.345,548.942,527.418,506.737,486.868,467.778,449.436,431.813,414.882,398.614,382.984,367.967,353.539,339.677,326.358,313.561,301.266,289.453,278.104,267.199,256.722,246.656,236.985,227.692,218.764,210.186,201.945,194.027,186.419,179.109,172.086,165.339,158.856,152.627,146.642,140.892,135.368,130.06,124.96,120.06,115.353,110.83,2715.7
1905,5610.79,5410.12,5216.73,5026.98,4840.92,4660.08,4573.33,4394,4221.71,4056.18,3897.13,3744.32,3597.51,3456.44,3320.92,3190.7,3065.59,2945.39,2829.9,2718.93,2612.32,2509.89,2411.48,2316.92,2226.07,2138.79,2054.92,1974.35,1896.93,1822.55,1751.09,1682.43,1616.46,1553.07,1492.18,1433.67,1377.45,1323.44,1271.55,1221.69,1173.79,1127.76,1083.54,1041.05,1000.23,961.015,923.333,887.128,852.344,818.923,786.812,755.961,726.319,697.84,670.478,644.188,618.929,594.661,571.344,548.941,527.417,506.737,486.867,467.777,449.435,431.813,414.881,398.614,382.984,367.967,353.539,339.676,326.357,313.561,301.266,289.453,278.104,267.199,256.722,246.656,236.984,227.692,218.764,210.186,201.945,194.027,186.419,179.109,172.086,165.339,158.856,152.627,146.642,140.892,135.368,130.06,124.96,120.06,115.353,110.83,2715.7
1906,5593.85,5390.79,5197.99,5012.18,4829.87,4651.11,4477.35,4394,4221.71,4056.18,3897.13,3744.32,3597.51,3456.44,3320.92,3190.7,3065.59,2945.39,2829.9,2718.93,2612.32,2509.89,2411.48,2316.92,2226.07,2138.79,2054.92,1974.35,1896.93,1822.55,1751.09,1682.42,1616.45,1553.07,1492.17,1433.67,1377.45,1323.44,1271.55,1221.69,1173.78,1127.76,1083.54,1041.05,1000.23,961.013,923.331,887.126,852.342,818.921,786.811,755.959,726.318,697.839,670.476,644.186,618.928,594.659,571.343,548.94,527.416,506.736,486.866,467.776,449.435,431.812,414.881,398.613,382.983,367.966,353.538,339.676,326.357,313.561,301.266,289.453,278.103,267.199,256.722,246.656,236.984,227.692,218.764,210.186,201.945,194.026,186.419,179.109,172.086,165.338,158.855,152.627,146.642,140.892,135.368,130.06,124.96,120.06,115.353,110.83,2715.7
1907,5577.53,5374.51,5179.41,4994.17,4815.65,4640.49,4468.73,4301.79,4221.71,4056.18,3897.13,3744.32,3597.5,3456.44,3320.92,3190.7,3065.59,2945.39,2829.9,2718.93,2612.32,2509.89,2411.48,2316.92,2226.07,2138.78,2054.92,1974.34,1896.93,1822.55,1751.08,1682.42,1616.45,1553.07,1492.17,1433.66,1377.45,1323.44,1271.54,1221.68,1173.78,1127.76,1083.54,1041.05,1000.23,961.01,923.328,887.124,852.339,818.919,786.809,755.957,726.316,697.837,670.474,644.185,618.926,594.658,571.341,548.939,527.415,506.735,486.866,467.775,449.434,431.811,414.88,398.612,382.983,367.966,353.538,339.676,326.357,313.56,301.265,289.453,278.103,267.199,256.722,246.656,236.984,227.692,218.764,210.186,201.945,194.026,186.418,179.109,172.086,165.338,158.855,152.627,146.642,140.892,135.368,130.06,124.96,120.06,115.353,110.83,2715.7
1908,5556.93,5358.83,5163.77,4976.33,4798.35,4626.83,4458.53,4293.51,4133.12,4056.18,3897.13,3744.32,3597.5,3456.44,3320.91,3190.7,3065.59,2945.39,2829.9,2718.93,2612.32,2509.89,2411.47,2316.92,2226.07,2138.78,2054.92,1974.34,1896.93,1822.55,1751.08,1682.42,1616.45,1553.07,1492.17,1433.66,1377.44,1323.43,1271.54,1221.68,1173.78,1127.75,1083.53,1041.05,1000.23,961.008,923.326,887.122,852.337,818.917,786.806,755.955,726.314,697.835,670.473,644.183,618.925,594.656,571.34,548.938,527.414,506.734,486.864,467.774,449.433,431.811,414.879,398.612,382.982,367.965,353.537,339.675,326.356,313.56,301.265,289.452,278.103,267.198,256.721,246.655,236.984,227.692,218.764,210.186,201.945,194.026,186.418,179.109,172.086,165.338,158.855,152.627,146.642,140.892,135.368,130.06,124.96,120.06,115.353,110.83,2715.7
1909,5537.14,5339.04,5148.71,4961.3,4781.2,4610.2,4445.4,4283.71,4125.16,3971.06,3897.13,3744.32,3597.5,3456.44,3320.91,3190.7,3065.59,2945.39,2829.89,2718.93,2612.32,2509.89,2411.47,2316.92,2226.07,2138.78,2054.92,1974.34,1896.93,1822.54,1751.08,1682.42,1616.45,1553.07,1492.17,1433.66,1377.44,1323.43,1271.54,1221.68,1173.78,1127.75,1083.53,1041.04,1000.22,961.005,923.323,887.119,852.335,818.914,786.804,755.953,726.312,697.833,670.471,644.181,618.923,594.655,571.338,548.936,527.412,506.732,486.863,467.773,449.432,431.81,414.878,398.611,382.981,367.965,353.537,339.674,326.356,313.559,301.265,289.452,278.103,267.198,256.721,246.655,236.984,227.691,218.764,210.186,201.944,194.026,186.418,179.109,172.086,165.338,158.855,152.626,146.642,140.892,135.368,130.06,124.96,120.06,115.353,110.83,2715.7
1910,5514.15,5320.02,5129.69,4946.82,4766.76,4593.73,4429.43,4271.1,4115.74,3963.41,3815.35,3744.32,3597.5,3456.44,3320.91,3190.7,3065.59,2945.39,2829.89,2718.93,2612.32,2509.89,2411.47,2316.92,2226.07,2138.78,2054.92,1974.34,1896.92,1822.54,1751.08,1682.42,1616.45,1553.06,1492.16,1433.65,1377.44,1323.43,1271.53,1221.68,1173.77,1127.75,1083.53,1041.04,1000.22,961.002,923.32,887.116,852.332,818.911,786.801,755.951,726.309,697.831,670.469,644.179,618.921,594.653,571.337,548.934,527.411,506.731,486.862,467.772,449.431,431.809,414.877,398.61,382.981,367.964,353.536,339.674,326.355,313.559,301.264,289.452,278.102,267.198,256.721,246.655,236.983,227.691,218.763,210.186,201.944,194.026,186.418,179.109,172.086,165.338,158.855,152.626,146.642,140.892,135.368,130.06,124.96,120.06,115.353,110.83,2715.7
