"Year","Season","Fleet","Value","seLogB"
"1998",NA,8,7029.22437523693,0.0629505262630668
"1999",NA,8,7256.82617859347,0.080542524643441
"2000",NA,8,7017.9849952667,0.105682447950673
"2001",NA,8,6833.06538022971,0.0648219475252239
"2002",NA,8,9179.62693077914,0.0708227346861635
