"Year","Season","Fleet","Value","seLogB"
"1997",NA,7,4348.44489742057,0.088813526770792
"1999",NA,7,4347.18524503954,0.0837277732862477
"2000",NA,7,5558.61076896828,0.0972108071441685
"2001",NA,7,5468.90176461846,0.100457161339324
