"caption","alt_caption","label","filein"
"Retrospective patterns for spawning stock biomass (\emph{SSB}) when up to five years of data were removed from the base model. Mohn's rho (Mohn, 1999) values were recalculated for each peel given the removal of another year of data. See Table \ref{tab:RetroMohnsrho} for other derivations of Mohn's rho.","Each successive peel of data led to a Mohn's rho of -0.05, -0.14, -0.19, -0.25, and -0.34 for SSB.","RetroSsb","..//Users/jzahner/Desktop/shortspine_thornyhead_2023/model/Sensitivity_Anal/Base_Model/5.23_Official_Base//1_23.base.official_retro/compare2_spawnbio_uncertainty.png"
"Retrospective patterns for fraction unfished when up to five years of data were removed from the base model. Mohn's rho (Mohn, 1999) values were recalculated for each peel given the removal of another year of data. See Table \ref{tab:RetroMohnsrho} for other derivations of Mohn's rho.","Each successive peel of data led to a Mohn's rho of -0.03, -0.07, -0.09, -0.12, and -0.16 for fraction unfished.","RetroFractionunfished","..//Users/jzahner/Desktop/shortspine_thornyhead_2023/model/Sensitivity_Anal/Base_Model/5.23_Official_Base//1_23.base.official_retro/compare4_Bratio_uncertainty.png"
