Strata,L50_strat,strataN,totN,wt,L50,kmat
1_South_shallow,44.49453432466392,7735364.143059612,127949611.89166728,0.0604563314315405,32.87086858009672,0.1863950215969452
2_South_deep,48.808209536254076,15904561.595040321,127949611.89166728,0.12430332034540627,32.87086858009672,0.1863950215969452
3_Central_shallow,36.961357556404735,9750912.456445418,127949611.89166728,0.07620900378112398,32.87086858009672,0.1863950215969452
4_Central_deep,38.394476772111474,11412343.380390832,127949611.89166728,0.08919404452788389,32.87086858009672,0.1863950215969452
5_North_shallow,27.90096817522072,1012970.188323344,127949611.89166728,0.007916946158312762,32.87086858009672,0.1863950215969452
6_North_mid,26.020651978145036,70702386.61973988,127949611.89166728,0.5525799224745,32.87086858009672,0.1863950215969452
7_North_deep,36.63674429848277,11431073.508667871,127949611.89166728,0.08934043128123252,32.87086858009672,0.1863950215969452
