Strata,L50_strat,strataN,totN,wt,L50,kmat
1_South_shallow,40.79195559215748,7735364.143059612,127949611.89166728,0.0604563314315405,32.161609012479936,0.14
2_South_deep,45.857468322182754,15904561.595040321,127949611.89166728,0.12430332034540627,32.161609012479936,0.14
3_Central_shallow,38.41337832401519,9750912.456445418,127949611.89166728,0.07620900378112398,32.161609012479936,0.14
4_Central_deep,41.96706470238613,11412343.380390832,127949611.89166728,0.08919404452788389,32.161609012479936,0.14
5_North_shallow,27.10449190812449,1012970.188323344,127949611.89166728,0.007916946158312762,32.161609012479936,0.14
6_North_mid,25.59581974534659,70702386.61973988,127949611.89166728,0.5525799224745,32.161609012479936,0.14
7_North_deep,33.20179881033907,11431073.508667871,127949611.89166728,0.08934043128123252,32.161609012479936,0.14
