

 Females then males 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","F6","F8","F10","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","M6","M8","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72"
2022,7,"WA_NONTWL",2,2,5,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0.0594,0.1154,0,0.1154,0.1641,0,0,0.0691,0.1851,0,0.1064,0,0.116,0.0691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0594,0.1154,0,0.1154,0.1641,0,0,0.0691,0.1851,0,0.1064,0,0.116,0.0691,0,0,0,0,0,0,0,0
1998,7,"WA_TWL",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,7,"WA_TWL",2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,7,"WA_TWL",2,2,8,181,33,0,0,0,0,0,0,0,0.199,0.0178,0.0912,0.1109,0.1088,0.1785,0.0377,0.0343,0.0524,0.066,0.0224,0.0186,0.0179,0.0179,0.0093,0,0.0086,0,0,0,0.0086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0.0178,0.0912,0.1109,0.1088,0.1785,0.0377,0.0343,0.0524,0.066,0.0224,0.0186,0.0179,0.0179,0.0093,0,0.0086,0,0,0,0.0086,0,0,0,0,0,0
2002,7,"WA_TWL",2,2,15,479,81,0,0,0,0,0,0,0.0064,0.07,0.1491,0.1665,0.1954,0.1613,0.0989,0.0719,0.0379,0.0174,0.0088,0.0069,0.0023,6e-04,0.0044,0.0011,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0064,0.07,0.1491,0.1665,0.1954,0.1613,0.0989,0.0719,0.0379,0.0174,0.0088,0.0069,0.0023,6e-04,0.0044,0.0011,0,0.0011,0,0,0,0,0,0,0,0,0,0
2003,7,"WA_TWL",2,2,17,511,88,0,0,0,0,0,0,0.0012,0.0276,0.0807,0.2249,0.1847,0.1347,0.0888,0.0441,0.0413,0.0326,0.0237,0.0135,0.0232,0.0566,0.0038,0.0025,0.0031,0.0011,0.0087,0,0,0.0017,0.0017,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0276,0.0807,0.2249,0.1847,0.1347,0.0888,0.0441,0.0413,0.0326,0.0237,0.0135,0.0232,0.0566,0.0038,0.0025,0.0031,0.0011,0.0087,0,0,0.0017,0.0017,0,0,0,0,0
2004,7,"WA_TWL",2,2,6,93,19,0,0,0,0,0,0,0,0.0461,0.0761,0.0191,0.4046,0.0389,0.1439,0.1524,0.032,0.0193,0.0224,0.0033,0.013,0.0031,0.0046,0.0066,0.0143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461,0.0761,0.0191,0.4046,0.0389,0.1439,0.1524,0.032,0.0193,0.0224,0.0033,0.013,0.0031,0.0046,0.0066,0.0143,0,0,0,0,0,0,0,0,0,0,0
2005,7,"WA_TWL",2,2,7,155,28,0,0,0,0,0,0,0,0.0712,0.0723,0.0979,0.1054,0.1385,0.1097,0.1037,0.126,0.0625,0.0268,0.0092,0.0127,0.0184,0.0182,0.0138,0,0,0.0046,0,0.0046,0,0,0.0046,0,0,0,0,0,0,0,0,0,0,0,0.0712,0.0723,0.0979,0.1054,0.1385,0.1097,0.1037,0.126,0.0625,0.0268,0.0092,0.0127,0.0184,0.0182,0.0138,0,0,0.0046,0,0.0046,0,0,0.0046,0,0,0,0
2006,7,"WA_TWL",2,2,2,56,10,0,0,0,0,0,0,0,0,0.0233,0.2334,0.1167,0.1777,0.1893,0.1021,0.1108,0,0,0,0.0233,0,0,0,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233,0.2334,0.1167,0.1777,0.1893,0.1021,0.1108,0,0,0,0.0233,0,0,0,0.0233,0,0,0,0,0,0,0,0,0,0,0
2007,7,"WA_TWL",2,2,13,356,62,0,0,0,0,0,0,0.0201,0.0503,0.0988,0.1513,0.1716,0.0934,0.1058,0.0486,0.0372,0.0499,0.0344,0.0323,0.0503,0.013,0.014,0.0054,0.0057,0.0068,0.0044,0,0.0063,0,2e-04,0,0,0,0,0,0,0,0,0,0,0,0.0201,0.0503,0.0988,0.1513,0.1716,0.0934,0.1058,0.0486,0.0372,0.0499,0.0344,0.0323,0.0503,0.013,0.014,0.0054,0.0057,0.0068,0.0044,0,0.0063,0,2e-04,0,0,0,0,0
2008,7,"WA_TWL",2,2,6,140,25,0,0,0,0,0,0,0.0312,0.0312,0.0599,0.1629,0.201,0.1083,0.0887,0.1061,0.0363,0.0484,0.0241,0.0025,0.0419,0.0141,0.0212,0.0097,0.011,0,0,0,0.0016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312,0.0312,0.0599,0.1629,0.201,0.1083,0.0887,0.1061,0.0363,0.0484,0.0241,0.0025,0.0419,0.0141,0.0212,0.0097,0.011,0,0,0,0.0016,0,0,0,0,0,0,0
2009,7,"WA_TWL",2,2,15,400,70,0,0,0,0,0,0,0.014,0.0238,0.0665,0.1067,0.1649,0.1105,0.1602,0.0786,0.0864,0.0397,0.0377,0.0397,0.0218,0.011,0.0097,0.0032,0.0082,0.004,0.0067,0.0022,0.0018,0,0.0028,0,0,0,0,0,0,0,0,0,0,0,0.014,0.0238,0.0665,0.1067,0.1649,0.1105,0.1602,0.0786,0.0864,0.0397,0.0377,0.0397,0.0218,0.011,0.0097,0.0032,0.0082,0.004,0.0067,0.0022,0.0018,0,0.0028,0,0,0,0,0
2010,7,"WA_TWL",2,2,8,363,56,0,0,0,0,0,0,0.0115,0.0261,0.0767,0.1052,0.2703,0.1293,0.1031,0.0728,0.038,0.0372,0.0322,0.0329,0.0158,0.0174,0.0164,0.0013,0.0056,0.0019,0,8e-04,8e-04,0,0,0.0048,0,0,0,0,0,0,0,0,0,0,0.0115,0.0261,0.0767,0.1052,0.2703,0.1293,0.1031,0.0728,0.038,0.0372,0.0322,0.0329,0.0158,0.0174,0.0164,0.0013,0.0056,0.0019,0,8e-04,8e-04,0,0,0.0048,0,0,0,0
2011,7,"WA_TWL",2,2,7,327,49,0,0,0,0,0,0.0261,0.0103,0.0349,0.1065,0.1277,0.1311,0.1149,0.0982,0.063,0.0584,0.0479,0.0354,0.0107,0.0332,0.0237,0.0134,0.0124,0.0133,0.0157,0.001,0.006,0.0026,0.0129,8e-04,0,0,0,0,0,0,0,0,0,0,0.0261,0.0103,0.0349,0.1065,0.1277,0.1311,0.1149,0.0982,0.063,0.0584,0.0479,0.0354,0.0107,0.0332,0.0237,0.0134,0.0124,0.0133,0.0157,0.001,0.006,0.0026,0.0129,8e-04,0,0,0,0,0
2012,7,"WA_TWL",2,2,8,269,45,0,0,0,0,0,0.0015,0,0.0212,0.0544,0.0757,0.1876,0.128,0.1128,0.0892,0.0755,0.0666,0.0436,0.0388,0.0184,0.0169,0.013,0.0044,0.0067,0.0092,0.0057,0.0057,0.0019,0.0019,0.0174,0,0.0019,0,0.0019,0,0,0,0,0,0,0.0015,0,0.0212,0.0544,0.0757,0.1876,0.128,0.1128,0.0892,0.0755,0.0666,0.0436,0.0388,0.0184,0.0169,0.013,0.0044,0.0067,0.0092,0.0057,0.0057,0.0019,0.0019,0.0174,0,0.0019,0,0.0019,0
2013,7,"WA_TWL",2,2,11,297,52,0,0,0,0,0,0.0013,0.0193,0.0194,0.0884,0.1261,0.1001,0.1091,0.0968,0.0983,0.0617,0.045,0.0571,0.0693,0.0311,0.0151,0.0107,0.0169,0.0123,0.0053,0,0.0013,0.0155,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0193,0.0194,0.0884,0.1261,0.1001,0.1091,0.0968,0.0983,0.0617,0.045,0.0571,0.0693,0.0311,0.0151,0.0107,0.0169,0.0123,0.0053,0,0.0013,0.0155,0,0,0,0,0,0,0
2014,7,"WA_TWL",2,2,5,173,29,0,0,0,0,0,0,0,0.0089,0.0223,0.1292,0.1225,0.173,0.1584,0.0937,0.0559,0.0502,0.0405,0.0513,0.0195,0.0358,0.0127,0.0143,0,0,0,0.0119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0089,0.0223,0.1292,0.1225,0.173,0.1584,0.0937,0.0559,0.0502,0.0405,0.0513,0.0195,0.0358,0.0127,0.0143,0,0,0,0.0119,0,0,0,0,0,0,0,0
2015,7,"WA_TWL",2,2,3,137,21,0,0,0,0,0.0124,0,0.0124,0.0494,0.136,0.0927,0.0307,0.1574,0.1095,0.1559,0.0692,0.0958,0.0243,0.0236,0.0057,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0124,0,0.0124,0.0494,0.136,0.0927,0.0307,0.1574,0.1095,0.1559,0.0692,0.0958,0.0243,0.0236,0.0057,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,7,"WA_TWL",2,2,9,264,45,0,0,0,0,0,0.0021,0.0193,0.0363,0.0588,0.1194,0.1719,0.1097,0.1265,0.1308,0.1008,0.0489,0.0386,0.0222,0.0058,0.0031,0.0021,0.0015,0,0.0021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0.0193,0.0363,0.0588,0.1194,0.1719,0.1097,0.1265,0.1308,0.1008,0.0489,0.0386,0.0222,0.0058,0.0031,0.0021,0.0015,0,0.0021,0,0,0,0,0,0,0,0,0,0
2018,7,"WA_TWL",2,2,8,213,37,0,0,0,0,0.017,0.0231,0.0548,0.1011,0.1103,0.1717,0.1584,0.1031,0.1089,0.0369,0.0332,0.0244,0.015,0.0141,0.0085,0.0141,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017,0.0231,0.0548,0.1011,0.1103,0.1717,0.1584,0.1031,0.1089,0.0369,0.0332,0.0244,0.015,0.0141,0.0085,0.0141,0,0,0,0.0055,0,0,0,0,0,0,0,0,0,0
2019,7,"WA_TWL",2,2,8,182,33,0,0,0,0,0,0,0.0071,0.0095,0.0446,0.184,0.1795,0.1326,0.128,0.1051,0.0405,0.0815,0.0282,0.0435,0.0079,4e-04,4e-04,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0.0095,0.0446,0.184,0.1795,0.1326,0.128,0.1051,0.0405,0.0815,0.0282,0.0435,0.0079,4e-04,4e-04,0.0071,0,0,0,0,0,0,0,0,0,0,0,0
2020,7,"WA_TWL",2,2,2,10,3,0,0,0,0,0,0,0,0,0.2205,0.4411,0.0075,0.1103,0.1103,0,0,0.1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2205,0.4411,0.0075,0.1103,0.1103,0,0,0.1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,7,"WA_TWL",2,2,5,88,17,0,0,0,0,0,0.0376,0.0383,0.0753,0.1185,0.1549,0.0821,0.0796,0.0796,0.1056,0.0939,0.1253,0.0031,0.0031,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376,0.0383,0.0753,0.1185,0.1549,0.0821,0.0796,0.0796,0.1056,0.0939,0.1253,0.0031,0.0031,0,0,0,0,0.0031,0,0,0,0,0,0,0,0,0,0,0
2022,7,"WA_TWL",2,2,2,15,4,0,0,0,0,0,0,0,0,0,0,0,0.2291,0.2519,0.2443,0.2595,0.0076,0,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2291,0.2519,0.2443,0.2595,0.0076,0,0.0076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0


 Usexed only 
"year","month","fleet","sex","partition","Ntows","Nsamps","InputN","U6","U8","U10","U12","U14","U16","U18","U20","U22","U24","U26","U28","U30","U32","U34","U36","U38","U40","U42","U44","U46","U48","U50","U52","U54","U56","U58","U60","U62","U64","U66","U68","U70","U72","U.6","U.8","U.10","U.12","U.14","U.16","U.18","U.20","U.22","U.24","U.26","U.28","U.30","U.32","U.34","U.36","U.38","U.40","U.42","U.44","U.46","U.48","U.50","U.52","U.54","U.56","U.58","U.60","U.62","U.64","U.66","U.68","U.70","U.72"
1986,7,"CA_NONTWL",0,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1987,7,"CA_NONTWL",0,2,4,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0.1476,0.1476,0,0,0.2618,0,0.4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1476,0.1476,0,0,0.2618,0,0.4429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1988,7,"CA_NONTWL",0,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0.2616,0,0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.679,0.2616,0,0.0595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,7,"CA_NONTWL",0,2,6,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2374,0,0.0656,0.341,0.1187,0.1187,0.1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2374,0,0.0656,0.341,0.1187,0.1187,0.1187,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,7,"CA_NONTWL",0,2,12,21,15,0,0,0,0,0,0,0,0,0,0,0.1132,0,0,0,0.0522,0.3898,0.2234,0.1971,0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1132,0,0,0,0.0522,0.3898,0.2234,0.1971,0,0.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,"CA_NONTWL",0,2,3,74,13,0,0,0,0,0,0,0,0,0,0,0.0391,0.055,0.0731,0.0115,0.1003,0.1093,0.0536,0.1123,0.0765,0.0283,0.0905,0.0973,0.026,0.0335,0.0168,0.0602,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391,0.055,0.0731,0.0115,0.1003,0.1093,0.0536,0.1123,0.0765,0.0283,0.0905,0.0973,0.026,0.0335,0.0168,0.0602,0.0168,0,0,0,0,0,0,0
1993,7,"CA_NONTWL",0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4412,0,0.5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4412,0,0.5588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1994,7,"CA_NONTWL",0,2,12,46,18,0,0,0,0,0,0,0,0,0,0,0.078,0.156,0.0641,0.0727,0.0035,0.2533,0.1246,0.065,0.0224,0.0211,0.0504,0.0105,0.0538,0.0105,0.007,0,0,0.0035,0.0036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0.156,0.0641,0.0727,0.0035,0.2533,0.1246,0.065,0.0224,0.0211,0.0504,0.0105,0.0538,0.0105,0.007,0,0,0.0035,0.0036,0,0,0,0,0
1995,7,"CA_NONTWL",0,2,6,36,11,0,0,0,0,0,0,0,0,0,0,0,0,0.2004,0.0032,0.006,0.5659,0.0211,0.1445,0.0124,0.0092,0.006,0.0126,0.0032,0.0064,0.0092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2004,0.0032,0.006,0.5659,0.0211,0.1445,0.0124,0.0092,0.006,0.0126,0.0032,0.0064,0.0092,0,0,0,0,0,0,0,0,0
1996,7,"CA_NONTWL",0,2,1,26,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0.0377,0.1161,0,0,0.0377,0,0.0392,0.193,0.1901,0.1161,0,0.1553,0,0,0.0377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769,0.0377,0.1161,0,0,0.0377,0,0.0392,0.193,0.1901,0.1161,0,0.1553,0,0,0.0377,0,0,0,0,0
1997,7,"CA_NONTWL",0,2,2,36,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0.0445,0.0763,0.1224,0.1209,0.0835,0.0891,0.1224,0.0445,0.0143,0.0374,0.1168,0.0374,0,0.0763,0,0,0,0.0071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071,0,0.0445,0.0763,0.1224,0.1209,0.0835,0.0891,0.1224,0.0445,0.0143,0.0374,0.1168,0.0374,0,0.0763,0,0,0,0.0071
1998,7,"CA_NONTWL",0,2,7,130,25,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.1069,0.1268,0.1246,0.0404,0.0539,0.0673,0.1154,0.0408,0.0452,0.1396,0.0734,0.0242,0.0067,0,0,0.0188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0.1069,0.1268,0.1246,0.0404,0.0539,0.0673,0.1154,0.0408,0.0452,0.1396,0.0734,0.0242,0.0067,0,0,0.0188,0,0,0,0,0
1999,7,"CA_NONTWL",0,2,73,1852,329,0,0,0,0,0,8e-04,0.0031,0.0091,0.0152,0.0429,0.0689,0.0912,0.123,0.1063,0.0902,0.0886,0.0899,0.0561,0.0465,0.0391,0.0253,0.0283,0.0235,0.0156,0.0077,0.0118,0.0117,0.0036,0.0012,6e-04,0,0,0,0,0,0,0,0,0,8e-04,0.0031,0.0091,0.0152,0.0429,0.0689,0.0912,0.123,0.1063,0.0902,0.0886,0.0899,0.0561,0.0465,0.0391,0.0253,0.0283,0.0235,0.0156,0.0077,0.0118,0.0117,0.0036,0.0012,6e-04,0,0,0,0
2000,7,"CA_NONTWL",0,2,17,442,78,0,0,0,0,0,0,0,5e-04,0.0043,0.0198,0.0557,0.0373,0.0662,0.1091,0.1169,0.0629,0.0602,0.071,0.0809,0.0207,0.0369,0.0237,0.0324,0.0589,0.0578,0.0326,0.0107,0.0307,0,0,0,0.0107,0,0,0,0,0,0,0,0,0,5e-04,0.0043,0.0198,0.0557,0.0373,0.0662,0.1091,0.1169,0.0629,0.0602,0.071,0.0809,0.0207,0.0369,0.0237,0.0324,0.0589,0.0578,0.0326,0.0107,0.0307,0,0,0,0.0107,0,0
2001,7,"CA_NONTWL",0,2,5,63,14,0,0,0,0,0,0,0,0,0,0.0056,0.024,0.0396,0.1487,0.2214,0.2644,0.1202,0.0761,0.028,0,0.024,0.0481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0056,0.024,0.0396,0.1487,0.2214,0.2644,0.1202,0.0761,0.028,0,0.024,0.0481,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,7,"CA_NONTWL",0,2,36,930,164,0,0,0,0,0,0,0,5e-04,0.0175,0.0479,0.0815,0.1314,0.1375,0.1289,0.1384,0.1068,0.0586,0.0273,0.0381,0.0147,0.0196,0.0131,0.0047,0.0092,0.0053,0.0063,0.004,0.0069,0.0013,2e-04,0,0,0,0,0,0,0,0,0,0,0,5e-04,0.0175,0.0479,0.0815,0.1314,0.1375,0.1289,0.1384,0.1068,0.0586,0.0273,0.0381,0.0147,0.0196,0.0131,0.0047,0.0092,0.0053,0.0063,0.004,0.0069,0.0013,2e-04,0,0,0,0
2003,7,"CA_NONTWL",0,2,29,833,144,0,0,0,0,0,0,0,0,0.005,0.0129,0.0494,0.078,0.1299,0.1306,0.153,0.1173,0.0827,0.0396,0.0403,0.0413,0.0298,0.0333,0.0248,0.0151,0.011,0.0024,0,0.0038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0.0129,0.0494,0.078,0.1299,0.1306,0.153,0.1173,0.0827,0.0396,0.0403,0.0413,0.0298,0.0333,0.0248,0.0151,0.011,0.0024,0,0.0038,0,0,0,0,0,0
2004,7,"CA_NONTWL",0,2,7,108,22,0,0,0,0,0,0,0,0,0,0,0.0096,0.0548,0.0829,0.0767,0.0859,0.0571,0.0723,0.0409,0.1028,0.0472,0.1744,0.066,0.0188,0.0472,0.0125,0,0.0284,0.0099,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096,0.0548,0.0829,0.0767,0.0859,0.0571,0.0723,0.0409,0.1028,0.0472,0.1744,0.066,0.0188,0.0472,0.0125,0,0.0284,0.0099,0.0125,0,0,0,0,0
2005,7,"CA_NONTWL",0,2,28,569,107,0,0,0,0,0,0,0,0.0019,0.0165,0.0406,0.0653,0.0583,0.0695,0.1699,0.1817,0.1186,0.1109,0.0541,0.0435,0.027,0.0054,0.0113,0.0035,0.0153,0.0052,9e-04,5e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0165,0.0406,0.0653,0.0583,0.0695,0.1699,0.1817,0.1186,0.1109,0.0541,0.0435,0.027,0.0054,0.0113,0.0035,0.0153,0.0052,9e-04,5e-04,0,0,0,0,0,0,0
2006,7,"CA_NONTWL",0,2,22,540,97,0,0,0,0,0,0,0,3e-04,0,0.0272,0.0581,0.0991,0.138,0.1856,0.1696,0.0938,0.0754,0.0376,0.0278,0.0474,0.019,0.0078,0.0078,0.0016,0.0031,7e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,0,0.0272,0.0581,0.0991,0.138,0.1856,0.1696,0.0938,0.0754,0.0376,0.0278,0.0474,0.019,0.0078,0.0078,0.0016,0.0031,7e-04,0,0,0,0,0,0,0,0
2007,7,"CA_NONTWL",0,2,11,251,46,0,0,0,0,0,0,0,0.0133,0.0197,0.0184,0.0738,0.0976,0.1221,0.1166,0.1463,0.1678,0.0492,0.0666,0.0595,0.0151,0.0076,0.0108,0.0024,0,0.0124,0,0,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0.0197,0.0184,0.0738,0.0976,0.1221,0.1166,0.1463,0.1678,0.0492,0.0666,0.0595,0.0151,0.0076,0.0108,0.0024,0,0.0124,0,0,8e-04,0,0,0,0,0,0
2008,7,"CA_NONTWL",0,2,64,1727,302,0,0,0,0,0,0,0,9e-04,0.0117,0.0342,0.0517,0.1321,0.1846,0.1853,0.1374,0.0616,0.0611,0.043,0.0251,0.0187,0.0176,0.0085,0.0107,0.0056,0.0023,0.002,0.0036,3e-04,0.001,6e-04,0,0,3e-04,0,0,0,0,0,0,0,0,9e-04,0.0117,0.0342,0.0517,0.1321,0.1846,0.1853,0.1374,0.0616,0.0611,0.043,0.0251,0.0187,0.0176,0.0085,0.0107,0.0056,0.0023,0.002,0.0036,3e-04,0.001,6e-04,0,0,3e-04,0
2009,7,"CA_NONTWL",0,2,46,1126,201,0,0,0,0,0,0,0,7e-04,0.0049,0.0178,0.077,0.2506,0.1916,0.1188,0.1316,0.0688,0.0345,0.0184,0.0199,0.0193,0.0139,0.007,0.0091,0.0042,0.0038,5e-04,0.0038,0.0019,7e-04,0,0.0013,0,0,0,0,0,0,0,0,0,0,7e-04,0.0049,0.0178,0.077,0.2506,0.1916,0.1188,0.1316,0.0688,0.0345,0.0184,0.0199,0.0193,0.0139,0.007,0.0091,0.0042,0.0038,5e-04,0.0038,0.0019,7e-04,0,0.0013,0,0,0
2010,7,"CA_NONTWL",0,2,55,1085,205,0,0,0,0,0,0,0,4e-04,0.0128,0.031,0.0727,0.1338,0.0825,0.083,0.0734,0.0847,0.0665,0.0484,0.0721,0.0412,0.0535,0.0335,0.0336,0.0343,0.0169,0.0111,8e-04,0.0029,0.0025,4e-04,0,0.0021,0,0.006,0,0,0,0,0,0,0,4e-04,0.0128,0.031,0.0727,0.1338,0.0825,0.083,0.0734,0.0847,0.0665,0.0484,0.0721,0.0412,0.0535,0.0335,0.0336,0.0343,0.0169,0.0111,8e-04,0.0029,0.0025,4e-04,0,0.0021,0,0.006
2011,7,"CA_NONTWL",0,2,144,2750,524,0,0,0,0,0,0,6e-04,5e-04,0.0124,0.0267,0.0722,0.0716,0.0707,0.0656,0.0781,0.0716,0.0678,0.0662,0.069,0.0616,0.0632,0.048,0.0428,0.0336,0.0299,0.0216,0.011,0.008,0.002,0.0014,0.0022,9e-04,3e-04,5e-04,0,0,0,0,0,0,6e-04,5e-04,0.0124,0.0267,0.0722,0.0716,0.0707,0.0656,0.0781,0.0716,0.0678,0.0662,0.069,0.0616,0.0632,0.048,0.0428,0.0336,0.0299,0.0216,0.011,0.008,0.002,0.0014,0.0022,9e-04,3e-04,5e-04
2012,7,"CA_NONTWL",0,2,109,1881,369,0,0,0,0,0,1e-04,1e-04,0.0024,0.0201,0.0372,0.0789,0.0829,0.046,0.0599,0.0594,0.0899,0.0905,0.0999,0.0564,0.0539,0.0511,0.0327,0.0412,0.0221,0.0224,0.0185,0.0118,0.0042,0.0016,0.0071,0.0078,0.0019,0,1e-04,0,0,0,0,0,1e-04,1e-04,0.0024,0.0201,0.0372,0.0789,0.0829,0.046,0.0599,0.0594,0.0899,0.0905,0.0999,0.0564,0.0539,0.0511,0.0327,0.0412,0.0221,0.0224,0.0185,0.0118,0.0042,0.0016,0.0071,0.0078,0.0019,0,1e-04
2013,7,"CA_NONTWL",0,2,93,1577,311,0,0,0,0,0,0,0,0,0.0017,0.0128,0.0273,0.034,0.0209,0.0263,0.0416,0.0741,0.0889,0.1117,0.0855,0.0792,0.0898,0.0755,0.0652,0.0532,0.0536,0.0241,0.0163,0.0079,0.0053,0.0028,0.0013,5e-04,0,6e-04,0,0,0,0,0,0,0,0,0.0017,0.0128,0.0273,0.034,0.0209,0.0263,0.0416,0.0741,0.0889,0.1117,0.0855,0.0792,0.0898,0.0755,0.0652,0.0532,0.0536,0.0241,0.0163,0.0079,0.0053,0.0028,0.0013,5e-04,0,6e-04
2014,7,"CA_NONTWL",0,2,118,2597,476,0,0,0,0,0,0,0,0.0018,0.0085,0.0223,0.0358,0.037,0.0408,0.0424,0.0648,0.0915,0.0923,0.1067,0.0897,0.0865,0.0753,0.07,0.0483,0.0318,0.0209,0.014,0.0068,0.0082,0.0024,0,0.0019,1e-04,4e-04,0,0,0,0,0,0,0,0,0.0018,0.0085,0.0223,0.0358,0.037,0.0408,0.0424,0.0648,0.0915,0.0923,0.1067,0.0897,0.0865,0.0753,0.07,0.0483,0.0318,0.0209,0.014,0.0068,0.0082,0.0024,0,0.0019,1e-04,4e-04,0
2015,7,"CA_NONTWL",0,2,119,2460,458,0,0,0,0,0,0.0041,4e-04,0.0039,0.0079,0.0073,0.0147,0.0267,0.0212,0.0488,0.0818,0.0986,0.1171,0.0904,0.095,0.0944,0.0743,0.072,0.0513,0.035,0.0318,0.0123,0.0037,0.0013,0.0022,0.0035,0,0,0,0,0,0,0,0,0,0.0041,4e-04,0.0039,0.0079,0.0073,0.0147,0.0267,0.0212,0.0488,0.0818,0.0986,0.1171,0.0904,0.095,0.0944,0.0743,0.072,0.0513,0.035,0.0318,0.0123,0.0037,0.0013,0.0022,0.0035,0,0,0,0
