"Year","Season","Fleet","Value","seLogB"
"1980",NA,NA,2396517.33288477,0.170380511503775
"1983",NA,NA,3103063.2165215,0.132203903857698
"1986",NA,NA,1449269.67697249,0.18186731916163
"1989",NA,NA,1916293.47384027,0.142737758650371
"1992",NA,NA,2000259.00184552,0.179714372991675
"1995",NA,NA,3048472.78060421,0.175768399751954
"1998",NA,NA,2705233.19678113,0.208775316723324
"2001",NA,NA,3069732.06357642,0.152851633823834
"2004",NA,NA,3556231.65356565,0.197405380128368
