"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","F.999","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","F41","F42","F43","F44","F45","F46","F47","F48","F49","F50","F51","F52","F53","F54","F55","F56","F57","F58","F59","F60","F61","F62","F63","F64","F65","F66","F67","F68","F69","F70","M.999","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M36","M37","M38","M39","M40","M41","M42","M43","M44","M45","M46","M47","M48","M49","M50","M51","M52","M53","M54","M55","M56","M57","M58","M59","M60","M61","M62","M63","M64","M65","M66","M67","M68","M69","M70"
1988,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",345,0,0,0,0,0,0,0,0.162029192168941,0.345384396283597,0.576844144709459,0.291536999686781,2.20168111644758,1.79772336597326,0.536986381736391,0.551181667098441,1.21486711549908,0.135079466645186,3.66696331532788,0.430531180972465,1.42618600718409,3.51467508718035,0.534791113581637,0.788512571033453,0.142113782520878,0.639378036120514,1.22286187264812,0.94349663319786,1.75235681245238,10.7189150189666,0.55993176365349,0.0690724069729275,3.13519722517665,3.035624575904,0.664360323356456,0.0536213996330685,0.163724077751893,0.0518004103104097,6.37655125447735,2.50543753185391,0.150444327534954,0.155634376217431,2.9622197356528,0.0669466058492036,0.192492409824155,0.115217211189732,0.17236053430895,0.167949102903036,0.0894240475810232,0.0740058492083263,0.0704304049489295,0.135852035341211,0.122380013579283,0.0974268695041165,0.040682202829467,0.00515943919914697,0.00869510945924662,0.0812749599830952,0.08592833461054,0.0278022087990127,0.0402890450944792,0.0473358247118867,0.16149783353317,0.037678074495458,0.0788009072526222,0.343308816707373,0.00516933687639142,0.0139901834947064,0.0173156197585212,0.152126199505233,0.0325408134249513,0.614514521011505,0,0,0,0,0,0,0.345384396283597,0.820179822796422,3.47087933169622,0.572592175881373,1.11224579834482,1.16286545241803,1.28511991212857,0.502938921886452,1.10357323359486,0.622991148410096,0.12526225385093,0.575951520854266,0.205943719779997,0.258552806979342,0.437556698912829,0.229404697365404,0.584850082567982,0.146917088629545,0.247270554662589,0.704462595615526,3.11649886324902,0.240614916586656,0.383267939227037,0.802323313305524,0.277079242587434,0.33167849607419,12.0906066147266,0.205515187013376,0.318565540047852,0.0401358143875096,0.0980236627838928,0.292960615597107,0.222705252903149,0.043474447554317,1.18409945262344,0.209375647719349,0.312025191582786,1.20785369471979,2.98415133881362,0.0329735618689169,0.0611933060153898,0.0454983392604871,0.0880999583140994,0.0883941392766427,0.0265419045632198,0.0520225581774517,0.0521618588201513,0.275246156103698,1.31767135639204,0.0564735802923433,0.018277527354426,0.0649683534325496,0.156872135743945,0.00516933687639142,0.0406125525081171,0.023541075454959,0,0.59363940325137,0.0279290456999971,0.0281555925347033,1.17333921113617,0.0270593331347212,0,0,0.291953068711686
1990,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",221,0,0,0,0,0.339232273689448,1.21739957372768,1.54811681975105,4.79731892729937,4.13090232664749,1.54450354409971,3.18626904267619,3.43497546089839,8.37239471811144,2.33800270701957,3.09745007202583,2.37635773889523,1.49621754601669,1.84738138792291,0.260274996323686,0.702385873067566,0.412329061789424,0.758596693514727,0.31938973769309,0.26462810679014,0.43319129520886,0.4932620029124,1.3485941766909,1.36521967815412,0.624935974501136,0.29221535555145,0.417751746183346,0.270801709666817,0.35202836798231,0.115428085742255,0.115428085742255,0.4351475625477,0.149285919472112,0.252111875105243,0.078815960603325,0.078815960603325,0.078815960603325,0.078815960603325,0.0922853877054472,0,0,0.0907502997370095,0,0,0,0,0,0,0.0358944576591011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413152024111854,1.57869111694192,0.826304048223708,1.06420666141172,2.03120678668487,1.98244141997632,3.59492941047607,1.23404170069237,1.12643314247165,2.34283795702845,1.96343570088695,1.86630675042188,0.224158865311742,2.33165730729444,0.0526307957987469,0.620541300281024,1.21126199277084,1.42612166093082,5.57703554950621,0.157429644272181,1.82244867756189,0.593538714987837,0.484830102753635,3.01671109508659,1.11336826923847,0.980125958678369,2.15004864206091,2.36038340290598,1.65951322138847,0.14876498709293,0.479789804893367,0.320960847581365,1.0279409008866,0.808775227847648,0.192091043906093,0.404387613923824,0.125054251089462,0.867222178241613,0,0,0,0,0,0.0847484937087856,0,0,0,0,0.0907502997370095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
