"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","F.999","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28","F29","F30","F31","F32","F33","F34","F35","F36","F37","F38","F39","F40","M.999","M1","M2","M3","M4","M5","M6","M7","M8","M9","M10","M11","M12","M13","M14","M15","M16","M17","M18","M19","M20","M21","M22","M23","M24","M25","M26","M27","M28","M29","M30","M31","M32","M33","M34","M35","M36","M37","M38","M39","M40"
1988,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",345,0,0,0,0,0,0,0,0.162029192168941,0.345384396283597,0.576844144709459,0.291536999686781,2.20168111644758,1.79772336597326,0.536986381736391,0.551181667098441,1.21486711549908,0.135079466645186,3.66696331532788,0.430531180972465,1.42618600718409,3.51467508718035,0.534791113581637,0.788512571033453,0.142113782520878,0.639378036120514,1.22286187264812,0.94349663319786,1.75235681245238,10.7189150189666,0.55993176365349,0.0690724069729275,3.13519722517665,3.035624575904,0.664360323356456,0.0536213996330685,0.163724077751893,0.0518004103104097,6.37655125447735,2.50543753185391,0.150444327534954,6.216448626855,0,0,0,0,0,0,0.345384396283597,0.820179822796422,3.47087933169622,0.572592175881373,1.11224579834482,1.16286545241803,1.28511991212857,0.502938921886452,1.10357323359486,0.622991148410096,0.12526225385093,0.575951520854266,0.205943719779997,0.258552806979342,0.437556698912829,0.229404697365404,0.584850082567982,0.146917088629545,0.247270554662589,0.704462595615526,3.11649886324902,0.240614916586656,0.383267939227037,0.802323313305524,0.277079242587434,0.33167849607419,12.0906066147266,0.205515187013376,0.318565540047852,0.0401358143875096,0.0980236627838928,0.292960615597107,0.222705252903149,0.043474447554317,10.4452986803825
1990,"Enter Month","Enter Fleet",3,0,"Enter","Enter","Enter",221,0,0,0,0,0.339232273689448,1.21739957372768,1.54811681975105,4.79731892729937,4.13090232664749,1.54450354409971,3.18626904267619,3.43497546089839,8.37239471811144,2.33800270701957,3.09745007202583,2.37635773889523,1.49621754601669,1.84738138792291,0.260274996323686,0.702385873067566,0.412329061789424,0.758596693514727,0.31938973769309,0.26462810679014,0.43319129520886,0.4932620029124,1.3485941766909,1.36521967815412,0.624935974501136,0.29221535555145,0.417751746183346,0.270801709666817,0.35202836798231,0.115428085742255,0.115428085742255,0.4351475625477,0.149285919472112,0.252111875105243,0.078815960603325,0.078815960603325,0.376562066308208,0,0,0.413152024111854,1.57869111694192,0.826304048223708,1.06420666141172,2.03120678668487,1.98244141997632,3.59492941047607,1.23404170069237,1.12643314247165,2.34283795702845,1.96343570088695,1.86630675042188,0.224158865311742,2.33165730729444,0.0526307957987469,0.620541300281024,1.21126199277084,1.42612166093082,5.57703554950621,0.157429644272181,1.82244867756189,0.593538714987837,0.484830102753635,3.01671109508659,1.11336826923847,0.980125958678369,2.15004864206091,2.36038340290598,1.65951322138847,0.14876498709293,0.479789804893367,0.320960847581365,1.0279409008866,0.808775227847648,0.192091043906093,0.404387613923824,0.125054251089462,0.867222178241613,0.175498793445795
