"","area","year","est","lwr","upr","log_est","se","method","survey"
"77","Total",2007,52366.4156032602,46129.5182008186,59446.566755703,10.8660207412279,0.0647013976324966,"delta-gamma","WCGBTS"
"78","Total",2008,47120.8011512952,41377.1595276675,53661.7285112386,10.7604698205429,0.0663203590620605,"delta-gamma","WCGBTS"
"79","Total",2009,47353.0759464661,41579.3654177922,53928.5238978726,10.7653870584149,0.0663419123322326,"delta-gamma","WCGBTS"
"80","Total",2010,44829.4623511796,39403.9852547766,51001.9654535377,10.7106208440189,0.0658168243228828,"delta-gamma","WCGBTS"
"81","Total",2011,50098.1216650707,44012.9860677348,57024.5743041765,10.821738794655,0.0660720239849308,"delta-gamma","WCGBTS"
"82","Total",2012,51413.4700584309,45150.1998994568,58545.5858298644,10.8476554805042,0.0662795312779279,"delta-gamma","WCGBTS"
"83","Total",2013,51808.1467017709,44708.9694983797,60034.5768374171,10.8553026881166,0.0751918243844552,"delta-gamma","WCGBTS"
"84","Total",2014,51333.2590458622,44960.335457872,58609.515641597,10.8460941455681,0.0676329773518003,"delta-gamma","WCGBTS"
"85","Total",2015,52880.5736591587,46504.7158655765,60130.5699534791,10.8757913227867,0.0655534085845293,"delta-gamma","WCGBTS"
"86","Total",2016,57348.8062253741,50512.1034906577,65110.8417229901,10.9569073067415,0.0647660100460853,"delta-gamma","WCGBTS"
"87","Total",2017,59170.601900916,52201.6831190364,67069.8705505899,10.9881801080191,0.0639348947210004,"delta-gamma","WCGBTS"
"88","Total",2018,59656.6167902371,52663.6136565636,67578.1945019197,10.9963603482851,0.0636135644093623,"delta-gamma","WCGBTS"
"89","Total",2019,60574.7771667471,51073.6849768629,71843.3304834633,11.011633867044,0.0870471069568952,"delta-gamma","WCGBTS"
"90","Total",2021,70483.9281440477,61775.4359563053,80420.0577415465,11.1631399932234,0.0672863921315475,"delta-gamma","WCGBTS"
"91","Total",2022,76809.6732594565,67080.6253823787,87949.7749550536,11.2490858651034,0.0691009260091135,"delta-gamma","WCGBTS"
"92","Washington",2003,5324.29237121927,4296.36241137146,6598.16061587192,8.58003509371329,0.10944645033575,"delta-gamma","WCGBTS"
"93","Washington",2004,5357.68691496885,4074.76086087769,7044.53833215763,8.58628761520743,0.139655768096114,"delta-gamma","WCGBTS"
"94","Washington",2005,5662.66211463159,4509.31554792702,7110.99985877566,8.64164939889699,0.116200472520415,"delta-gamma","WCGBTS"
"95","Washington",2006,4369.98457326855,3409.04446324457,5601.79410286415,8.38251475793891,0.126700003135408,"delta-gamma","WCGBTS"
"96","Washington",2007,6342.34840947745,5123.53983354131,7851.09214607161,8.75500439043534,0.108881356614341,"delta-gamma","WCGBTS"
"97","Washington",2008,4712.78954414823,3754.02293064246,5916.42238147753,8.45803527159787,0.11604904372822,"delta-gamma","WCGBTS"
"98","Washington",2009,4429.14164888747,3465.25798427782,5661.13571772001,8.39596108554939,0.125215934729296,"delta-gamma","WCGBTS"
"99","Washington",2010,4649.11781336685,3696.56530597129,5847.12960640788,8.44443276302723,0.116978369510921,"delta-gamma","WCGBTS"
"100","Washington",2011,5027.56132122254,4014.1345545725,6296.84244387388,8.52269031873255,0.114855818982005,"delta-gamma","WCGBTS"
"101","Washington",2012,4864.38577668354,3884.03479278413,6092.18254902391,8.48969573314145,0.114831674239055,"delta-gamma","WCGBTS"
"102","Washington",2013,5553.02576296952,4369.69001080938,7056.81525415381,8.62209824069951,0.122273109484578,"delta-gamma","WCGBTS"
"103","Washington",2014,5593.20372404477,4478.22698027137,6985.78433752649,8.62930751898296,0.113433224791303,"delta-gamma","WCGBTS"
"104","Washington",2015,5076.3917584763,3908.59491088761,6593.09902229648,8.532356004437,0.133381417175728,"delta-gamma","WCGBTS"
"105","Washington",2016,7435.7672462781,5916.57693035551,9345.03771211846,8.91405704742059,0.11660607531738,"delta-gamma","WCGBTS"
"106","Washington",2017,5975.06955559786,4721.71709369837,7561.11717109858,8.6953510178362,0.120116092046442,"delta-gamma","WCGBTS"
"107","Washington",2018,6703.17800858703,5312.41739817324,8458.03182375232,8.81033702256017,0.118642362748365,"delta-gamma","WCGBTS"
"108","Washington",2019,6822.95833005167,5243.00638468074,8879.02034787552,8.82804842952016,0.134389244533413,"delta-gamma","WCGBTS"
"109","Washington",2021,8171.96956768343,6502.16634162219,10270.5903089036,9.00846523195645,0.116621810439249,"delta-gamma","WCGBTS"
"110","Washington",2022,8970.4814698895,6941.54943850625,11592.4461122828,9.10169462918532,0.130826046087425,"delta-gamma","WCGBTS"
"111","Oregon",2003,10602.9450305552,8788.45885962477,12792.0543427082,9.26888707458294,0.0957632025800002,"delta-gamma","WCGBTS"
"112","Oregon",2004,10342.3511692073,8577.39995251212,12470.4722059598,9.2440025080176,0.0954693039126882,"delta-gamma","WCGBTS"
"113","Oregon",2005,11803.1637941295,9927.67993606109,14032.9539679263,9.37612289266308,0.0882877472108698,"delta-gamma","WCGBTS"
"114","Oregon",2006,10110.5202059228,8533.24011616564,11979.3440056515,9.22133176528255,0.0865359510518305,"delta-gamma","WCGBTS"
"115","Oregon",2007,11670.2626563887,9898.39381081575,13759.3061129052,9.3647992320015,0.0840175899516624,"delta-gamma","WCGBTS"
"116","Oregon",2008,10425.7822706798,8834.22081113207,12304.0773237919,9.25203708180669,0.0845162950283931,"delta-gamma","WCGBTS"
"117","Oregon",2009,10545.7102402084,9040.6235849974,12301.3643278975,9.26347444391249,0.0785682867025528,"delta-gamma","WCGBTS"
"118","Oregon",2010,9904.04049184697,8364.4832350279,11726.9669037501,9.20069808334968,0.0861996701029019,"delta-gamma","WCGBTS"
"119","Oregon",2011,10655.6347680448,9102.65262893022,12473.5675344901,9.27384411742221,0.0803703389206861,"delta-gamma","WCGBTS"
"120","Oregon",2012,12327.0388509786,10484.1110237532,14493.9219442888,9.41955040924434,0.0826210360530973,"delta-gamma","WCGBTS"
"121","Oregon",2013,13164.5714756205,11059.4407776586,15670.4073579217,9.48528452112494,0.0889020468233355,"delta-gamma","WCGBTS"
"122","Oregon",2014,12071.972852456,10273.550693174,14185.2153070374,9.39864175164264,0.0823044582750436,"delta-gamma","WCGBTS"
"123","Oregon",2015,14019.3047956991,11971.2158928438,16417.7898647874,9.54819057274708,0.0805781138071948,"delta-gamma","WCGBTS"
"124","Oregon",2016,15255.8711690523,13139.2211512457,17713.5008572905,9.63271970263607,0.0762068520896869,"delta-gamma","WCGBTS"
"125","Oregon",2017,14591.4345254754,12503.4148464199,17028.1450408883,9.58818995919722,0.0787937363749291,"delta-gamma","WCGBTS"
"126","Oregon",2018,15230.9656145455,13112.8083509049,17691.2761434098,9.63108584601631,0.0763999129428484,"delta-gamma","WCGBTS"
"127","Oregon",2019,15218.9921599847,12422.6868218456,18644.7364960028,9.63029941108812,0.103583407826238,"delta-gamma","WCGBTS"
"128","Oregon",2021,17394.0500589838,14857.4417170522,20363.7330851642,9.76388347609106,0.080423585789177,"delta-gamma","WCGBTS"
"129","Oregon",2022,20952.6265191253,17794.2900779381,24671.5410464311,9.95001928833332,0.0833619326384667,"delta-gamma","WCGBTS"
"130","California",2003,32446.2336373032,26888.9066921126,39152.1339748362,10.3873396487489,0.0958540872817473,"delta-gamma","WCGBTS"
"131","California",2004,32339.5583295647,26707.9218395878,39158.6825524221,10.3840464759434,0.097619639421182,"delta-gamma","WCGBTS"
"132","California",2005,36914.8163447935,31053.5869441564,43882.3272886439,10.5163682763974,0.088215230239311,"delta-gamma","WCGBTS"
"133","California",2006,34753.4735475441,29533.7072206074,40895.7776481609,10.4560348042002,0.0830358607601868,"delta-gamma","WCGBTS"
"134","California",2007,34393.4240889517,29177.6709140223,40541.5368501534,10.4456206648832,0.0839105540598964,"delta-gamma","WCGBTS"
"135","California",2008,32018.0866682274,27115.3686793327,37807.2629591608,10.3740562304939,0.0847976165606331,"delta-gamma","WCGBTS"
"136","California",2009,32404.8852650092,27485.4420688113,38204.8280835174,10.3860644701985,0.0840080263358292,"delta-gamma","WCGBTS"
"137","California",2010,30303.563295649,25703.4203064855,35726.9942079148,10.3190205850995,0.0840021747922713,"delta-gamma","WCGBTS"
"138","California",2011,34449.8631921747,29232.6536661948,40598.1984226078,10.4472603052343,0.0837865730385226,"delta-gamma","WCGBTS"
"139","California",2012,34257.103445541,28988.6729319929,40483.0238083554,10.4416492220558,0.085199921659747,"delta-gamma","WCGBTS"
"140","California",2013,33127.3358792991,27416.3966352757,40027.8853949716,10.4081140779132,0.0965413388531733,"delta-gamma","WCGBTS"
"141","California",2014,33704.9244216035,28367.4423634771,40046.6815340611,10.4253992309353,0.0879617489975641,"delta-gamma","WCGBTS"
"142","California",2015,33819.6832048697,28698.4521656435,39854.796540108,10.4287982553144,0.0837769407126233,"delta-gamma","WCGBTS"
"143","California",2016,34695.5930416569,29188.0989147975,41242.294677232,10.4543679561882,0.0881912238113064,"delta-gamma","WCGBTS"
"144","California",2017,38642.3475712349,32849.5087118074,45456.723231888,10.5621040414301,0.0828647742564603,"delta-gamma","WCGBTS"
"145","California",2018,37770.8800468819,32033.0747527557,44536.4483593074,10.5392937155908,0.0840676067862713,"delta-gamma","WCGBTS"
"146","California",2019,38578.8822669518,31206.858463,47692.4057809903,10.560460314214,0.108199509641282,"delta-gamma","WCGBTS"
"147","California",2021,44981.2703773368,37828.9504963608,53485.8794180325,10.7140014682745,0.0883544264214908,"delta-gamma","WCGBTS"
"148","California",2022,46939.6865015204,39290.8757869153,56077.5020849693,10.7566187906763,0.0907522737402621,"delta-gamma","WCGBTS"
"149","Total",2003,57578.5540019725,47817.9861319826,69331.440931191,10.9609054509987,0.0947712947011626,"delta-lognormal","WCGBTS"
"150","Total",2004,62829.5927485714,51851.8262964743,76131.507931472,11.048181463577,0.0979793656232751,"delta-lognormal","WCGBTS"
"151","Total",2005,71828.2510250754,60370.9094708846,85459.9953941303,11.1820331459638,0.0886600522815155,"delta-lognormal","WCGBTS"
"152","Total",2006,67912.8909887506,57413.1698212943,80332.8012859391,11.125981148086,0.0856914484270825,"delta-lognormal","WCGBTS"
"153","Total",2007,66289.993715778,56644.1791516551,77578.373147093,11.1017942404365,0.0802309285139955,"delta-lognormal","WCGBTS"
"154","Total",2008,64147.550644361,54245.6874823069,75856.8735074657,11.0689411876213,0.0855436192269807,"delta-lognormal","WCGBTS"
"155","Total",2009,59528.3179320692,50591.5317533844,70043.7506635577,10.9942074099456,0.0829953645124687,"delta-lognormal","WCGBTS"
"156","Total",2010,55805.3946320808,47347.7662007165,65773.7908234232,10.9296258216907,0.0838540411032472,"delta-lognormal","WCGBTS"
"157","Total",2011,63603.6237528463,53983.2912622133,74938.3903779373,11.0604257249511,0.0836728989149549,"delta-lognormal","WCGBTS"
"158","Total",2012,64336.1861747432,54743.3749012181,75609.9684935414,11.0718775229208,0.0823820693686347,"delta-lognormal","WCGBTS"
"159","Total",2013,64359.3293185923,53805.5804946382,76983.1536480084,11.0722371802719,0.0913816346871149,"delta-lognormal","WCGBTS"
"160","Total",2014,62634.9748057558,53082.8984409603,73905.9129049074,11.0450791040391,0.0844245165965136,"delta-lognormal","WCGBTS"
"161","Total",2015,64150.2312218026,55280.2477248747,74443.4465325121,11.0689829744302,0.07592590266841,"delta-lognormal","WCGBTS"
"162","Total",2016,71089.832147325,61019.461917737,82822.1697783577,11.1716995977915,0.0779358492779239,"delta-lognormal","WCGBTS"
"163","Total",2017,76467.1597313734,65420.3274148575,89379.352694212,11.2446166430884,0.0796077572988279,"delta-lognormal","WCGBTS"
"164","Total",2018,77792.8515764203,66591.2580613816,90878.7118995813,11.2618048238939,0.0793260680026886,"delta-lognormal","WCGBTS"
"165","Total",2019,78079.4088066234,63614.4913425904,95833.4170552462,11.2654816494218,0.104535122260048,"delta-lognormal","WCGBTS"
"166","Total",2021,87491.4093410249,74500.221338132,102747.972703818,11.3792958885661,0.082010952491541,"delta-lognormal","WCGBTS"
"167","Total",2022,95502.5363606267,81048.3776362272,112534.448156998,11.4669080848662,0.0837293827965438,"delta-lognormal","WCGBTS"
"168","Washington",2003,5823.45251674152,4532.33481551944,7482.36849109667,8.66964858077743,0.127888106741807,"delta-lognormal","WCGBTS"
"169","Washington",2004,6066.39007881936,4377.16809830558,8407.51092073523,8.71051899195406,0.166514156975126,"delta-lognormal","WCGBTS"
"170","Washington",2005,6030.58972872988,4614.80097370853,7880.73260005325,8.70460008406523,0.13652090861149,"delta-lognormal","WCGBTS"
"171","Washington",2006,5242.97926962987,3949.40496751031,6960.2463783544,8.5646451786509,0.144556214029803,"delta-lognormal","WCGBTS"
"172","Washington",2007,6582.30855429197,5095.439815958,8503.05125147656,8.79214080690528,0.130634819792658,"delta-lognormal","WCGBTS"
"173","Washington",2008,4843.20637410491,3722.00412529311,6302.15528853644,8.48533225436027,0.134346707838413,"delta-lognormal","WCGBTS"
"174","Washington",2009,4806.693561699,3578.28321180728,6456.81228356693,8.47776471751558,0.150577411240217,"delta-lognormal","WCGBTS"
"175","Washington",2010,4532.88395092124,3461.49612223973,5935.88326750011,8.41911364966923,0.137582869855313,"delta-lognormal","WCGBTS"
"176","Washington",2011,5161.48216250118,3965.3600914742,6718.40576877183,8.54897905802467,0.134506099416609,"delta-lognormal","WCGBTS"
"177","Washington",2012,5694.25016493406,4410.42359573171,7351.78475197512,8.64721220170499,0.130352489350967,"delta-lognormal","WCGBTS"
"178","Washington",2013,5536.88780431024,4153.7201528263,7380.64323776352,8.61918785371542,0.14664974557526,"delta-lognormal","WCGBTS"
"179","Washington",2014,6153.43552705464,4755.44374180678,7962.40494924495,8.72476582711453,0.13149248528393,"delta-lognormal","WCGBTS"
"180","Washington",2015,5334.02230837844,3911.39811819721,7274.07262735825,8.58186088703138,0.158273685346811,"delta-lognormal","WCGBTS"
"181","Washington",2016,8043.19629918079,6043.22506200042,10705.0467330669,8.99258183282044,0.145864279132292,"delta-lognormal","WCGBTS"
"182","Washington",2017,6687.95458865065,5087.77353114326,8791.41658056512,8.808063364767,0.139526936863763,"delta-lognormal","WCGBTS"
"183","Washington",2018,7564.72092653464,5669.24516536526,10093.9368517615,8.93125073546066,0.147165701858742,"delta-lognormal","WCGBTS"
"184","Washington",2019,7519.21996628577,5502.5696422126,10274.9574430931,8.92521768367625,0.159312730412984,"delta-lognormal","WCGBTS"
"185","Washington",2021,8863.07147953427,6787.98579085562,11572.5103840313,9.08964865164261,0.136093887779958,"delta-lognormal","WCGBTS"
"186","Washington",2022,10151.720196572,7424.20360503628,13881.2764886428,9.22539844760502,0.159644641807607,"delta-lognormal","WCGBTS"
"187","Oregon",2003,12512.4768952079,9893.06147984018,15825.4427481472,9.43448157708494,0.119845389586179,"delta-lognormal","WCGBTS"
"188","Oregon",2004,12750.8559044615,10245.3365641484,15869.105448939,9.45335367809516,0.111622340071357,"delta-lognormal","WCGBTS"
"189","Oregon",2005,15119.2597537487,12231.5664625391,18688.6950417529,9.62372469044963,0.108139429108478,"delta-lognormal","WCGBTS"
"190","Oregon",2006,13742.5889108032,11244.8779036034,16795.0912042194,9.52825496948308,0.102342167799794,"delta-lognormal","WCGBTS"
"191","Oregon",2007,15119.8065453679,12367.5697307237,18484.5167601066,9.62376085503315,0.102516105045301,"delta-lognormal","WCGBTS"
"192","Oregon",2008,13747.2449273508,11247.5884985059,16802.4233032419,9.52859371409824,0.102392026952778,"delta-lognormal","WCGBTS"
"193","Oregon",2009,13490.661592279,11207.9888673034,16238.2343837196,9.50975299116298,0.0945787258797045,"delta-lognormal","WCGBTS"
"194","Oregon",2010,12238.432112958,9959.48909081295,15038.8457899557,9.41233645251484,0.105132237622908,"delta-lognormal","WCGBTS"
"195","Oregon",2011,12710.5625934967,10535.0572369506,15335.3131178585,9.45018862705099,0.0957797537506561,"delta-lognormal","WCGBTS"
"196","Oregon",2012,15931.2366592835,13118.6866410979,19346.776734417,9.67603703073112,0.0991059419207545,"delta-lognormal","WCGBTS"
"197","Oregon",2013,16223.4951866754,13068.502093764,20140.1655816144,9.69421579068711,0.110336515766337,"delta-lognormal","WCGBTS"
"198","Oregon",2014,14666.3027476227,12088.6469084906,17793.5907892097,9.59330781126236,0.0986170121902467,"delta-lognormal","WCGBTS"
"199","Oregon",2015,17618.3156701266,14512.2222042909,21389.2154270108,9.77669430298718,0.0989547871885752,"delta-lognormal","WCGBTS"
"200","Oregon",2016,19292.6746822615,16082.6836525388,23143.3574418916,9.8674807527037,0.0928498337300143,"delta-lognormal","WCGBTS"
"201","Oregon",2017,18919.305390142,15698.1020716359,22801.4899388506,9.84793812893732,0.0952277866009411,"delta-lognormal","WCGBTS"
"202","Oregon",2018,19912.1858580436,16582.7770325167,23910.0570952497,9.89908717797552,0.09335236353355,"delta-lognormal","WCGBTS"
"203","Oregon",2019,18980.1843580926,14783.7830462655,24367.7411349853,9.85115078539876,0.127484315271476,"delta-lognormal","WCGBTS"
"204","Oregon",2021,22062.0924978632,18209.2251413858,26730.1832782561,10.0016161431533,0.0979265558552062,"delta-lognormal","WCGBTS"
"205","Oregon",2022,26845.6137891433,21975.3268913716,32795.2791454862,10.1978577267839,0.102135615918135,"delta-lognormal","WCGBTS"
"206","California",2003,39269.5487648557,30781.9079967318,50097.5267796625,10.5782046569243,0.124248335773305,"delta-lognormal","WCGBTS"
"207","California",2004,44039.0845601436,34634.888950598,55996.7428121923,10.6928328040662,0.122561435713274,"delta-lognormal","WCGBTS"
"208","California",2005,50719.3256052078,40571.7607644559,63404.9383457068,10.8340622925954,0.113897366709516,"delta-lognormal","WCGBTS"
"209","California",2006,48956.62165731,39537.6417366098,60619.4679000729,10.798689912708,0.109023156507361,"delta-lognormal","WCGBTS"
"210","California",2007,44620.6330026986,36281.7342585873,54876.1223863018,10.7059516544098,0.105553954511019,"delta-lognormal","WCGBTS"
"211","California",2008,45592.0356133537,36702.5681206412,56634.5576837254,10.7274883226462,0.110658316542151,"delta-lognormal","WCGBTS"
"212","California",2009,41255.4878908158,33388.4539220369,50976.1633492676,10.6275394226912,0.1079478991028,"delta-lognormal","WCGBTS"
"213","California",2010,39052.0725378698,31566.8403669379,48312.2273808673,10.5726512278126,0.108567675912218,"delta-lognormal","WCGBTS"
