"Var1","Freq"
"Retain_L_asymptote_logit_Trawl_N(1)",100
"Retain_L_asymptote_logit_Trawl_S(2)",100
"Size_DblN_descend_se_Trawl_S(2)",1
"SzSel_Male_Ascend_Triennial1(4)",2
"SzSel_Male_Ascend_Triennial2(5)",1
