"year","month","fleet","sex","partition","InputN","F6","F8","F10","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","M6","M8","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72"
1989,7,5,3,0,352,0.0328969754418564,0.0166905750299852,0.182372439489605,0.397682202305909,0.894337766131286,1.80917225776273,3.19189427132661,4.89076886122399,7.96788684946769,8.9549978521476,9.16287015485787,6.57580412662027,2.38228706336528,1.6713976803194,1.04373253440935,0.239168812053366,0.223755920043404,0.0622702356074388,0.036783821681716,0.0433605269110977,0,0.036783821681716,0,0,0,0,0,0,0,0,0,0,0,0,0.0328969754418564,0.0605756244440398,0.291769004593472,0.596530028106337,1.61760050052896,3.46564122069029,3.65578735265961,7.48254214269325,9.616461076261,9.17938588905354,6.90250095019269,4.17592538546352,1.8769298057088,0.681771659484295,0.335264024454046,0.0587734189210599,0.0961086616956279,0.0132610048183444,0.0433605269110977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,7,5,3,0,158,0.0339562783498678,0.216387224286472,1.02039036692322,1.63242286661171,3.50121589111802,4.14978921261988,4.94181520262085,6.22093307902546,6.24793420382718,7.31621216874505,5.6969641700327,3.16152703232844,1.99150630765187,1.31086783716368,0.881392358702694,0.206490313950588,0.448743985420653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339562783498678,0.216387224286472,1.15447143879854,1.79400936445236,3.72705876222221,5.13777822978104,6.17165865283088,6.89820954175624,6.23879374523672,6.81300365765431,5.14582603585035,4.02079317747766,1.98368963961588,0.766873969465825,0.771475717583784,0.0737330326297562,0,0.0737330326297562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,7,5,3,0,884,0.0867419329529716,0.640065492135865,1.84478066467832,3.76572047150007,4.38821457792109,4.41940223000843,5.27557922411257,6.59580923202625,6.88454153743244,5.4312381985555,3.26400681560946,2.10937191845502,1.16626393626367,0.754265534982633,0.427013245976112,0.490948255008221,0.234883817456268,0.105166215125665,0.0436996646075984,0.0401548808406972,0.00914769047240323,0.0629811399457429,0.0163446756961117,0.0163210438043324,0.0141490581144311,0,0,0.027958676328759,0,0.0112874508553327,0,0,0,0,0.0867419329529716,0.640065492135865,1.84935021320693,3.76626185665719,4.81838160727285,6.31890361427872,7.05223988656005,7.93434321429992,7.06947612908238,4.93059657121015,3.61756140016639,1.84038728116116,0.829694236834695,0.474027820494212,0.215913853418852,0.107931146463848,0.0885272149592109,0.112517881822839,0.0312370642246931,0.0179473476295107,0.0112874508553327,0.016965549943769,0,0.0112874508553327,0.0136420466180743,0,0.0120393746846754,0.00661478134441746,0,0,0,0,0,0
1998,7,5,3,0,1015,0.102960491448954,0.576549257803319,1.43459866999092,2.97092966989414,3.98004525533317,4.74836974805407,6.25838859676208,7.02762326548106,6.77172555543778,5.776610550668,2.93612177463581,1.83954173214557,1.0731251526561,0.720396237631975,0.573215018134393,0.381345309252457,0.159672520980133,0.105926052232581,0.086796226571609,0.0790816208967192,0.0617767557179791,0.0400638736168781,0.0191736062786014,0.0432736841620159,0.00577212879796858,0.0273214096437179,0.0197197118774511,0.00557396389712016,0,0,0.00557396389712016,0,0,0,0.102960491448954,0.559007055592167,1.46969689987142,3.16294224184413,5.01274476821619,6.79142452912794,7.11423054412395,8.2323921268624,7.65733141005848,5.18686719725703,3.11540340382781,1.59310293975326,1.1158135590877,0.461447709812849,0.229742247374315,0.121949758284906,0.0519975482854128,0.0779824969699204,0.0242360282223687,0.0502025429626114,0.00577212879796858,0.0109474586503588,0,0.00557396389712016,0,0,0.0093851818739026,0,0,0,0,0,0.00557396389712016,0
2001,7,5,3,0,1312,0.0304233699190736,0.196416367252241,0.589519989023396,1.50633269332542,3.11950626448853,5.40642686549876,6.90864375229178,7.45844620827753,7.39295658668269,6.12702269317129,4.29996157600616,2.74861539858457,1.45963508839303,0.761657297537072,0.424114964052,0.473147659221131,0.249860955035948,0.236568579857335,0.168920259734271,0.1066287878072,0.0773309649806601,0.0500553470983543,0.0350347531563931,0.0320927914462453,0.00530015086110862,0.0169021054996289,0.00650339430144747,0.0247914346538227,0,0,0,0,0,0,0.0149449974954477,0.176017926101366,0.55548058907943,1.46623087835133,2.91981195131942,5.02398654248858,7.3483693825488,8.36709869615869,7.66248731712117,6.67383488971717,4.35509658432996,2.6968780305513,1.18864282665529,0.605036159670279,0.264675758651289,0.208341706689735,0.186721122986893,0.0763314119656491,0.131636512294103,0.0445767046274223,0.0453830667235656,0.0342577896783384,0.0218221742268783,0.0117027499005382,0,0,0.00781793251026442,0,0,0,0,0,0,0
2004,7,5,3,0,946,0.319224236474977,0.947493390284971,1.31582972147049,2.31160754833846,2.56161285257607,2.6277532469105,2.84360780031438,5.94611932452324,7.20489099534451,8.21994143289649,5.1765045549333,3.73127333166619,2.28123161922927,1.41078488024499,0.886840062796042,0.517087078677948,0.349070289216812,0.173389998574808,0.0952879736829239,0.110093857964363,0.0691225910796715,0.08639612274135,0.0465502957443636,0.00903417310636145,0.0324976241504161,0.0519891920110146,0,0,0.0245100663481847,0,0,0,0,0.00903417310636145,0.319224236474977,0.947493390284971,1.31582972147049,2.30493811273934,2.52444049270532,3.13352023955842,4.30718106626496,6.12485406777876,8.11405155272278,8.53046431117353,5.823422291474,3.20705481774651,1.80725063990782,0.936690043191712,0.515510587006455,0.147382265138705,0.215642164942587,0.078384479649693,0.0865384449061375,0.0215738506100289,0.0315429708604564,0.0344704283115483,0.0299533417583676,0,0.00140789464551391,0.0755993443633887,0,0.00680080990507965,0,0,0,0,0,0
