"Year","Season","Fleet","Value","seLogB"
"1980",NA,NA,386.444469009605,0.219064870749741
"1983",NA,NA,451.610568118273,0.115168374638692
"1986",NA,NA,456.243496039384,0.185430355629658
"1989",NA,NA,504.909075090829,0.141314906714505
"1992",NA,NA,450.608378073389,0.139810170108513
"1995",NA,NA,799.518883378833,0.096858740692588
"1998",NA,NA,686.561317067864,0.1193623423169
"2001",NA,NA,816.211124690662,0.0911834979337764
"2004",NA,NA,837.567715161781,0.122015714370506
