Model,Label,Value,Phase,Min,Max,Init,Gradient,Pr_type,Prior,Pr_SD,Pr_Like,LCI95,UCI95
23.base.official,NatM_break_1_Fem_GP_1,0.04,-3,0.01,0.15,0.04,NA,Log_Norm,-3.129,0.5361,0.0140528,0.04,0.04
23.base.official,NatM_break_2_Fem_GP_1,0.04,-3,-3,3,0.04,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,L_at_Amin_Fem_GP_1,11.3832,-2,3,25,11.3832,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,L_at_Amax_Fem_GP_1,73.6079,-2,55,95,73.6079,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,VonBert_K_Fem_GP_1,0.00989856,-3,0.001,0.03,0.00989856,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,CV_young_Fem_GP_1,0.109034,-3,0.05,0.25,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,CV_old_Fem_GP_1,0.109034,-3,-3,3,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Wtlen_1_Fem_GP_1,4.86e-6,-3,0,100,4.86e-6,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Wtlen_2_Fem_GP_1,3.26,-3,0,100,3.26,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Mat50%_Fem_GP_1,31.4247,-3,0,100,31.4247,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Mat_slope_Fem_GP_1,-0.177291,-3,-3,100,-0.177291,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Eggs_scalar_Fem_GP_1,5.44e-8,-3,0,100,5.44e-8,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Eggs_exp_len_Fem_GP_1,3.978,-3,0,100,3.978,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,NatM_break_1_Mal_GP_1,0.04,-3,-3,3,0.04,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,NatM_break_2_Mal_GP_1,0.04,-3,-3,3,0.04,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,L_at_Amin_Mal_GP_1,9.1733,-3,-3,25,9.1733,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,L_at_Amax_Mal_GP_1,66.0728,-2,-3,75,66.0728,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,VonBert_K_Mal_GP_1,0.0167854,-3,-3,3,0.0167854,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,CV_young_Mal_GP_1,0.109034,-3,-3,3,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,CV_old_Mal_GP_1,0.109034,-3,-3,3,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Wtlen_1_Mal_GP_1,4.96e-6,-3,0,100,4.96e-6,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Wtlen_2_Mal_GP_1,3.25,-3,0,100,3.25,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,CohortGrowDev,1,-1,0.1,10,1,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,FracFemale_GP_1,0.5,-99,1e-8,1,0.5,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,SR_LN(R0),9.43988,4,7,13,9.33,-1.18646e-4,No_prior,NA,NA,NA,NA,NA
23.base.official,SR_BH_steep,0.72,-2,0.2,1,0.72,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,SR_sigmaR,0.5,-4,0,2,0.5,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,SR_regime,0,-4,-5,5,0,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,SR_autocorr,0,-1,-1,1,0,NA,No_prior,NA,NA,NA,NA,NA
23.base.official,Early_InitAge_1,0.0129677,6,-5,5,0,-1.10314e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1901,0.0125347,6,-5,5,0,1.32658e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1902,0.012811,6,-5,5,0,2.53851e-8,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1903,0.0127326,6,-5,5,0,2.32804e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1904,0.0113808,6,-5,5,0,1.72816e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1905,0.00987637,6,-5,5,0,-2.39286e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1906,0.00929017,6,-5,5,0,-1.03759e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1907,0.00871134,6,-5,5,0,-1.74485e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1908,0.00733788,6,-5,5,0,-1.13749e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1909,0.00637541,6,-5,5,0,-5.29206e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1910,0.00441964,6,-5,5,0,-5.11622e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1911,0.00378189,6,-5,5,0,-3.15073e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1912,0.00631183,6,-5,5,0,-3.52083e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1913,0.00970464,6,-5,5,0,-6.80602e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1914,0.0105388,6,-5,5,0,-9.43969e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1915,0.00589441,6,-5,5,0,-8.18174e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1916,0.0047044,6,-5,5,0,-9.12846e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1917,0.00410381,6,-5,5,0,-7.82885e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1918,0.00290721,6,-5,5,0,-9.98315e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1919,0.00459673,6,-5,5,0,-1.09207e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1920,0.00151465,6,-5,5,0,-9.88455e-7,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1921,-0.00462153,6,-5,5,0,-1.45791e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1922,-0.00230827,6,-5,5,0,-1.18225e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1923,-0.00310577,6,-5,5,0,-1.45365e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1924,-0.0046543,6,-5,5,0,-1.61538e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1925,-0.00624999,6,-5,5,0,-1.53059e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1926,-0.00785388,6,-5,5,0,-2.06529e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1927,-0.00941871,6,-5,5,0,-2.00809e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1928,-0.0108896,6,-5,5,0,-1.73393e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1929,-0.0122054,6,-5,5,0,-2.15385e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1930,-0.0133009,6,-5,5,0,-1.56496e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1931,-0.0141111,6,-5,5,0,-2.16574e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1932,-0.0145756,6,-5,5,0,-3.1159e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1933,-0.0146462,6,-5,5,0,-2.16286e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1934,-0.0142952,6,-5,5,0,-2.77991e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1935,-0.0135258,6,-5,5,0,-2.82277e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1936,-0.0123849,6,-5,5,0,-2.76046e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1937,-0.0109755,6,-5,5,0,-3.17635e-6,dev,NA,NA,NA,NA,NA
23.base.official,Main_RecrDev_1938,-0.00947015,6,-5,5,0,-3.11789e-6,dev,NA,NA,NA,NA,NA
