"year","month","fleet","sex","partition","InputN","U6","U8","U10","U12","U14","U16","U18","U20","U22","U24","U26","U28","U30","U32","U34","U36","U38","U40","U42","U44","U46","U48","U50","U52","U54","U56","U58","U60","U62","U64","U66","U68","U70","U72","U6.1","U8.1","U10.1","U12.1","U14.1","U16.1","U18.1","U20.1","U22.1","U24.1","U26.1","U28.1","U30.1","U32.1","U34.1","U36.1","U38.1","U40.1","U42.1","U44.1","U46.1","U48.1","U50.1","U52.1","U54.1","U56.1","U58.1","U60.1","U62.1","U64.1","U66.1","U68.1","U70.1","U72.1"
1980,"Enter Month",5,0,0,"Enter Samps",0,3.44827586206897,3.44827586206897,13.7931034482759,10.3448275862069,24.1379310344828,17.2413793103448,24.1379310344828,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.44827586206897,3.44827586206897,13.7931034482759,10.3448275862069,24.1379310344828,17.2413793103448,24.1379310344828,3.44827586206897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1983,"Enter Month",5,0,0,"Enter Samps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1986,"Enter Month",5,0,0,"Enter Samps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1989,"Enter Month",5,0,0,"Enter Samps",0.267802445751987,0.135924281956273,1.48441960015502,2.70128963694308,5.88482598214777,10.9481003159133,9.69784980430064,15.4421996215615,13.2920671428021,13.6601374542204,11.0844671420434,8.09754685120337,4.54568731219532,0.999075082676735,1.34710446508105,0,0.262112592088701,0.149390268959383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267802445751987,0.135924281956273,1.48441960015502,2.70128963694308,5.88482598214777,10.9481003159133,9.69784980430064,15.4421996215615,13.2920671428021,13.6601374542204,11.0844671420434,8.09754685120337,4.54568731219532,0.999075082676735,1.34710446508105,0,0.262112592088701,0.149390268959383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1992,"Enter Month",5,0,0,"Enter Samps",0.31918188458729,2.03441928414901,9.59298758217677,15.3469101533966,30.7016508400292,28.8065449233017,6.94509861212564,3.59187728268809,2.25320672023375,0.408122717311907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31918188458729,2.03441928414901,9.59298758217677,15.3469101533966,30.7016508400292,28.8065449233017,6.94509861212564,3.59187728268809,2.25320672023375,0.408122717311907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1995,"Enter Month",5,0,0,"Enter Samps",0.288961219381381,5.9867669747546,12.1172965267835,26.3232244775378,32.3405234393878,19.5398785838403,3.17847975679305,0.224869021521617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288961219381381,5.9867669747546,12.1172965267835,26.3232244775378,32.3405234393878,19.5398785838403,3.17847975679305,0.224869021521617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998,"Enter Month",5,0,0,"Enter Samps",0.555077165859309,4.42251257874665,12.4761530742943,30.6003120141667,26.0410230173499,17.5374209831329,6.6482256446101,1.44995613426697,0.269319387573117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555077165859309,4.42251257874665,12.4761530742943,30.6003120141667,26.0410230173499,17.5374209831329,6.6482256446101,1.44995613426697,0.269319387573117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,"Enter Month",5,0,0,"Enter Samps",0,2.75426601395876,6.61988549061111,26.0438639411245,29.2137301688304,25.111615618523,5.80931769784183,2.65214314124408,0.358730430639497,0.508776498631484,0.418894499963763,0.203517534791997,0.10174142904749,0.203517534791997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75426601395876,6.61988549061111,26.0438639411245,29.2137301688304,25.111615618523,5.80931769784183,2.65214314124408,0.358730430639497,0.508776498631484,0.418894499963763,0.203517534791997,0.10174142904749,0.203517534791997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Enter Month",5,0,0,"Enter Samps",0.18657771433042,2.81683139496575,5.80355943905581,12.3226364890628,16.3019879993081,18.2917054570937,15.0394315359875,8.36271841978268,7.28852454476956,5.00675499735522,2.63799369489097,2.13095603688584,1.43802458822374,0.954640680680874,0.591360442622057,0.22287571221893,0.169029233733584,0.195952472976257,0.0710446567128526,0,0,0.0563486382662635,0,0,0,0.111045851077121,0,0,0,0,0,0,0,0,0.18657771433042,2.81683139496575,5.80355943905581,12.3226364890628,16.3019879993081,18.2917054570937,15.0394315359875,8.36271841978268,7.28852454476956,5.00675499735522,2.63799369489097,2.13095603688584,1.43802458822374,0.954640680680874,0.591360442622057,0.22287571221893,0.169029233733584,0.195952472976257,0.0710446567128526,0,0,0.0563486382662635,0,0,0,0.111045851077121,0,0,0,0,0,0,0,0
