"Year","Season","Fleet","Value","seLogB"
"1995",NA,6,2420.40356884992,0.137343524169628
"1998",NA,6,1871.6505100757,0.136342538398113
"2001",NA,6,2256.07200467862,0.116021038737362
"2004",NA,6,2484.17245589344,0.183743645757554
