"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70","Age71","Age72","Age73","Age74","Age75","Age76","Age77","Age78","Age79","Age80","Age81","Age82","Age83","Age84","Age85","Age86","Age87","Age88","Age89","Age90","Age91","Age92","Age93","Age94","Age95","Age96","Age97","Age98","Age99","Age100"
1901,5.9205,18.9505,69.8897,100.746,124.272,150.268,178.611,209.157,241.745,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.373,637.755,680.067,722.143,763.824,804.961,845.416,885.061,923.777,961.456,998,1033.32,1067.34,1099.99,1131.2,1160.94,1189.15,1215.8,1240.87,1264.33,1286.17,1306.38,1324.97,1341.94,1357.3,1371.06,1383.25,1393.88,1402.99,1410.59,1416.74,1421.46,1424.78,1426.76,1427.42,1426.82,1425,1422,1417.87,1412.66,1406.4,1399.16,1390.96,1381.87,1371.93,1361.19,1349.68,1337.46,1324.56,1311.04,1296.93,1282.28,1267.12,1251.51,1235.46,1219.03,1202.24,1185.14,1167.75,1150.12,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.806,966.162,947.54,928.957,910.43,891.974,873.603,855.331,837.17,819.133,801.229,783.469,765.862,748.418,731.144,19575.2
1902,5.92214,18.9423,70.8019,100.746,124.272,150.268,178.611,209.157,241.745,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.373,637.755,680.067,722.143,763.823,804.961,845.416,885.061,923.777,961.456,997.999,1033.32,1067.34,1099.99,1131.2,1160.94,1189.15,1215.8,1240.87,1264.33,1286.17,1306.38,1324.97,1341.94,1357.3,1371.06,1383.25,1393.88,1402.98,1410.59,1416.74,1421.45,1424.78,1426.76,1427.42,1426.82,1425,1422,1417.87,1412.66,1406.4,1399.15,1390.96,1381.87,1371.93,1361.19,1349.68,1337.46,1324.56,1311.04,1296.93,1282.28,1267.12,1251.5,1235.46,1219.03,1202.24,1185.14,1167.75,1150.12,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.806,966.162,947.54,928.957,910.43,891.974,873.603,855.331,837.17,819.133,801.229,783.469,765.862,748.418,731.144,19575.2
1903,5.92167,18.9475,70.7713,102.061,124.272,150.268,178.611,209.157,241.745,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.755,680.067,722.143,763.823,804.961,845.416,885.06,923.776,961.455,997.999,1033.32,1067.34,1099.98,1131.2,1160.94,1189.15,1215.8,1240.86,1264.32,1286.16,1306.38,1324.97,1341.94,1357.3,1371.06,1383.24,1393.88,1402.98,1410.59,1416.74,1421.45,1424.78,1426.75,1427.42,1426.82,1425,1422,1417.87,1412.65,1406.4,1399.15,1390.96,1381.87,1371.93,1361.18,1349.68,1337.45,1324.56,1311.04,1296.93,1282.28,1267.12,1251.5,1235.46,1219.03,1202.24,1185.14,1167.75,1150.12,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.806,966.162,947.54,928.957,910.43,891.974,873.603,855.331,837.17,819.132,801.229,783.469,765.862,748.418,731.144,19575.2
1904,5.91367,18.946,70.7908,102.017,125.894,150.268,178.611,209.157,241.745,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.755,680.067,722.143,763.823,804.96,845.415,885.06,923.776,961.455,997.998,1033.32,1067.34,1099.98,1131.2,1160.94,1189.15,1215.8,1240.86,1264.32,1286.16,1306.38,1324.97,1341.94,1357.29,1371.06,1383.24,1393.87,1402.98,1410.59,1416.73,1421.45,1424.78,1426.75,1427.42,1426.82,1425,1422,1417.87,1412.65,1406.4,1399.15,1390.96,1381.87,1371.93,1361.18,1349.68,1337.45,1324.56,1311.04,1296.93,1282.28,1267.12,1251.5,1235.46,1219.03,1202.24,1185.14,1167.75,1150.12,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.806,966.162,947.54,928.957,910.429,891.973,873.603,855.331,837.17,819.132,801.228,783.469,765.862,748.418,731.144,19575.2
1905,5.90478,18.9204,70.7853,102.045,125.839,152.229,178.611,209.157,241.745,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.754,680.067,722.142,763.823,804.96,845.415,885.06,923.775,961.454,997.997,1033.32,1067.34,1099.98,1131.2,1160.93,1189.14,1215.8,1240.86,1264.32,1286.16,1306.38,1324.97,1341.93,1357.29,1371.05,1383.24,1393.87,1402.98,1410.59,1416.73,1421.45,1424.77,1426.75,1427.42,1426.82,1424.99,1422,1417.87,1412.65,1406.39,1399.15,1390.96,1381.87,1371.93,1361.18,1349.67,1337.45,1324.56,1311.04,1296.93,1282.28,1267.12,1251.5,1235.46,1219.02,1202.24,1185.14,1167.75,1150.11,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.806,966.161,947.539,928.956,910.429,891.973,873.602,855.331,837.17,819.132,801.228,783.468,765.862,748.418,731.144,19575.2
1906,5.90132,18.892,70.6896,102.037,125.874,152.163,180.942,209.157,241.745,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.754,680.067,722.142,763.823,804.96,845.415,885.059,923.775,961.453,997.997,1033.32,1067.33,1099.98,1131.2,1160.93,1189.14,1215.79,1240.86,1264.32,1286.16,1306.37,1324.96,1341.93,1357.29,1371.05,1383.24,1393.87,1402.97,1410.58,1416.73,1421.44,1424.77,1426.75,1427.41,1426.81,1424.99,1421.99,1417.86,1412.65,1406.39,1399.15,1390.96,1381.87,1371.93,1361.18,1349.67,1337.45,1324.56,1311.03,1296.93,1282.27,1267.12,1251.5,1235.46,1219.02,1202.24,1185.14,1167.75,1150.11,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.805,966.161,947.539,928.956,910.429,891.973,873.602,855.33,837.17,819.132,801.228,783.468,765.862,748.418,731.144,19575.2
1907,5.89791,18.8809,70.5834,101.899,125.864,152.205,180.864,211.887,241.745,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.754,680.067,722.142,763.823,804.96,845.415,885.059,923.774,961.453,997.996,1033.32,1067.33,1099.98,1131.2,1160.93,1189.14,1215.79,1240.86,1264.32,1286.16,1306.37,1324.96,1341.93,1357.29,1371.05,1383.23,1393.87,1402.97,1410.58,1416.72,1421.44,1424.77,1426.74,1427.41,1426.81,1424.99,1421.99,1417.86,1412.64,1406.39,1399.14,1390.95,1381.86,1371.92,1361.18,1349.67,1337.45,1324.55,1311.03,1296.92,1282.27,1267.12,1251.5,1235.45,1219.02,1202.24,1185.14,1167.75,1150.11,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.805,966.161,947.539,928.956,910.429,891.973,873.602,855.33,837.169,819.132,801.228,783.468,765.862,748.418,731.144,19575.2
1908,5.88981,18.87,70.542,101.746,125.694,152.193,180.914,211.796,244.9,276.196,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.754,680.067,722.142,763.822,804.959,845.414,885.059,923.774,961.452,997.995,1033.31,1067.33,1099.98,1131.2,1160.93,1189.14,1215.79,1240.85,1264.31,1286.15,1306.37,1324.96,1341.93,1357.28,1371.05,1383.23,1393.86,1402.97,1410.58,1416.72,1421.44,1424.76,1426.74,1427.41,1426.81,1424.99,1421.99,1417.86,1412.64,1406.39,1399.14,1390.95,1381.86,1371.92,1361.17,1349.67,1337.44,1324.55,1311.03,1296.92,1282.27,1267.12,1251.5,1235.45,1219.02,1202.24,1185.13,1167.75,1150.11,1132.26,1114.21,1096,1077.66,1059.21,1040.68,1022.08,1003.45,984.804,966.16,947.538,928.955,910.428,891.972,873.602,855.33,837.169,819.132,801.228,783.468,765.861,748.417,731.144,19575.2
1909,5.88415,18.8441,70.5012,101.686,125.505,151.987,180.899,211.854,244.794,279.8,312.321,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.754,680.066,722.142,763.822,804.959,845.414,885.058,923.773,961.452,997.994,1033.31,1067.33,1099.98,1131.19,1160.93,1189.14,1215.79,1240.85,1264.31,1286.15,1306.37,1324.95,1341.92,1357.28,1371.04,1383.23,1393.86,1402.96,1410.57,1416.72,1421.43,1424.76,1426.74,1427.4,1426.8,1424.98,1421.98,1417.85,1412.64,1406.38,1399.14,1390.95,1381.86,1371.92,1361.17,1349.66,1337.44,1324.55,1311.03,1296.92,1282.27,1267.11,1251.5,1235.45,1219.02,1202.23,1185.13,1167.75,1150.11,1132.25,1114.21,1096,1077.66,1059.21,1040.67,1022.08,1003.45,984.804,966.16,947.538,928.955,910.428,891.972,873.601,855.33,837.169,819.131,801.228,783.468,765.861,748.417,731.144,19575.1
1910,5.87265,18.826,70.4044,101.627,125.432,151.759,180.655,211.838,244.862,279.679,316.397,349.925,388.808,428.767,469.601,511.109,553.096,595.372,637.754,680.066,722.142,763.822,804.959,845.414,885.058,923.773,961.451,997.994,1033.31,1067.33,1099.98,1131.19,1160.93,1189.14,1215.79,1240.85,1264.31,1286.15,1306.36,1324.95,1341.92,1357.28,1371.04,1383.22,1393.85,1402.96,1410.57,1416.71,1421.43,1424.76,1426.73,1427.4,1426.8,1424.98,1421.98,1417.85,1412.63,1406.38,1399.13,1390.94,1381.85,1371.91,1361.17,1349.66,1337.44,1324.55,1311.02,1296.92,1282.27,1267.11,1251.49,1235.45,1219.02,1202.23,1185.13,1167.75,1150.11,1132.25,1114.21,1096,1077.66,1059.21,1040.67,1022.08,1003.45,984.803,966.159,947.537,928.954,910.427,891.972,873.601,855.329,837.169,819.131,801.227,783.467,765.861,748.417,731.143,19575.1
