"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70","Age71","Age72","Age73","Age74","Age75","Age76","Age77","Age78","Age79","Age80","Age81","Age82","Age83","Age84","Age85","Age86","Age87","Age88","Age89","Age90","Age91","Age92","Age93","Age94","Age95","Age96","Age97","Age98","Age99","Age100"
1901,5.94585,12.4718,35.6067,55.3556,75.295,98.5755,125.073,154.627,187.032,222.044,259.396,298.801,339.964,382.583,426.354,470.982,516.176,561.658,607.16,652.433,697.24,741.364,784.603,826.774,867.713,907.271,945.32,981.745,1016.45,1049.35,1080.39,1109.5,1136.65,1161.82,1184.98,1206.14,1225.29,1242.45,1257.65,1270.9,1282.25,1291.73,1299.4,1305.3,1309.48,1312.01,1312.95,1312.35,1310.28,1306.8,1301.99,1295.9,1288.6,1280.17,1270.66,1260.14,1248.68,1236.34,1223.17,1209.25,1194.63,1179.37,1163.52,1147.14,1130.28,1112.99,1095.32,1077.32,1059.02,1040.48,1021.73,1002.81,983.761,964.613,945.401,926.156,906.907,887.681,868.506,849.404,830.398,811.51,792.759,774.163,755.739,737.502,719.466,701.645,684.049,666.69,649.577,632.719,616.123,599.795,583.742,567.968,552.478,537.275,522.362,507.74,12968.8
1902,5.94749,12.4664,36.0715,55.3556,75.295,98.5755,125.073,154.627,187.032,222.044,259.396,298.801,339.964,382.583,426.354,470.982,516.176,561.658,607.16,652.433,697.24,741.364,784.602,826.774,867.712,907.271,945.319,981.744,1016.45,1049.35,1080.39,1109.5,1136.65,1161.82,1184.98,1206.14,1225.29,1242.45,1257.65,1270.9,1282.25,1291.73,1299.4,1305.3,1309.48,1312.01,1312.95,1312.35,1310.28,1306.8,1301.98,1295.9,1288.6,1280.17,1270.66,1260.14,1248.68,1236.34,1223.17,1209.25,1194.63,1179.37,1163.52,1147.14,1130.28,1112.99,1095.32,1077.32,1059.02,1040.48,1021.73,1002.81,983.76,964.612,945.4,926.155,906.906,887.681,868.505,849.403,830.398,811.51,792.759,774.163,755.738,737.502,719.466,701.644,684.049,666.69,649.577,632.719,616.122,599.795,583.742,567.968,552.478,537.275,522.362,507.74,12968.8
1903,5.94702,12.4699,36.0559,56.0781,75.295,98.5755,125.073,154.627,187.032,222.044,259.396,298.801,339.964,382.583,426.354,470.982,516.176,561.658,607.16,652.433,697.24,741.363,784.602,826.773,867.712,907.27,945.319,981.744,1016.45,1049.35,1080.39,1109.5,1136.65,1161.82,1184.98,1206.14,1225.29,1242.45,1257.64,1270.9,1282.24,1291.73,1299.4,1305.3,1309.48,1312.01,1312.94,1312.34,1310.27,1306.8,1301.98,1295.89,1288.6,1280.17,1270.66,1260.14,1248.68,1236.33,1223.17,1209.25,1194.63,1179.37,1163.52,1147.14,1130.28,1112.99,1095.32,1077.32,1059.02,1040.48,1021.73,1002.81,983.759,964.612,945.4,926.155,906.906,887.68,868.505,849.403,830.397,811.509,792.758,774.162,755.738,737.501,719.466,701.644,684.049,666.69,649.577,632.718,616.122,599.795,583.742,567.968,552.478,537.275,522.361,507.74,12968.8
1904,5.93899,12.4689,36.0658,56.0539,76.2777,98.5755,125.073,154.627,187.032,222.044,259.396,298.801,339.964,382.583,426.354,470.982,516.176,561.658,607.16,652.433,697.24,741.363,784.602,826.773,867.712,907.27,945.318,981.743,1016.45,1049.35,1080.38,1109.5,1136.65,1161.82,1184.98,1206.14,1225.29,1242.45,1257.64,1270.89,1282.24,1291.73,1299.39,1305.29,1309.48,1312.01,1312.94,1312.34,1310.27,1306.8,1301.98,1295.89,1288.6,1280.16,1270.66,1260.14,1248.68,1236.33,1223.17,1209.25,1194.63,1179.37,1163.52,1147.14,1130.28,1112.99,1095.32,1077.32,1059.02,1040.48,1021.73,1002.81,983.758,964.611,945.399,926.154,906.905,887.68,868.504,849.402,830.397,811.509,792.758,774.162,755.738,737.501,719.465,701.644,684.048,666.689,649.577,632.718,616.122,599.794,583.741,567.968,552.478,537.275,522.361,507.74,12968.8
1905,5.93006,12.4521,36.063,56.0694,76.2447,99.8622,125.073,154.627,187.032,222.044,259.396,298.801,339.964,382.583,426.354,470.982,516.176,561.658,607.16,652.433,697.24,741.363,784.602,826.773,867.711,907.27,945.318,981.742,1016.45,1049.35,1080.38,1109.5,1136.65,1161.82,1184.98,1206.13,1225.29,1242.45,1257.64,1270.89,1282.24,1291.73,1299.39,1305.29,1309.48,1312.01,1312.94,1312.34,1310.27,1306.79,1301.98,1295.89,1288.6,1280.16,1270.65,1260.14,1248.67,1236.33,1223.17,1209.25,1194.63,1179.37,1163.52,1147.14,1130.28,1112.99,1095.32,1077.31,1059.02,1040.48,1021.73,1002.81,983.757,964.61,945.398,926.153,906.904,887.679,868.503,849.402,830.396,811.508,792.757,774.161,755.737,737.5,719.465,701.643,684.048,666.689,649.576,632.718,616.122,599.794,583.741,567.967,552.477,537.274,522.361,507.74,12968.8
1906,5.92659,12.4333,36.0143,56.065,76.2658,99.819,126.705,154.627,187.032,222.044,259.396,298.801,339.964,382.583,426.354,470.982,516.176,561.657,607.16,652.433,697.24,741.363,784.602,826.773,867.711,907.269,945.317,981.742,1016.45,1049.35,1080.38,1109.5,1136.65,1161.81,1184.98,1206.13,1225.28,1242.45,1257.64,1270.89,1282.24,1291.72,1299.39,1305.29,1309.47,1312,1312.94,1312.34,1310.27,1306.79,1301.98,1295.89,1288.59,1280.16,1270.65,1260.13,1248.67,1236.33,1223.17,1209.25,1194.63,1179.36,1163.52,1147.14,1130.28,1112.99,1095.32,1077.31,1059.02,1040.48,1021.73,1002.81,983.756,964.609,945.397,926.152,906.903,887.678,868.502,849.401,830.395,811.507,792.756,774.161,755.737,737.5,719.464,701.643,684.048,666.689,649.576,632.718,616.121,599.794,583.741,567.967,552.477,537.274,522.361,507.739,12968.8
1907,5.92316,12.4261,35.9602,55.9892,76.2598,99.8466,126.65,156.645,187.032,222.044,259.396,298.801,339.964,382.582,426.354,470.982,516.176,561.657,607.16,652.432,697.239,741.363,784.601,826.772,867.711,907.269,945.317,981.741,1016.45,1049.35,1080.38,1109.49,1136.65,1161.81,1184.98,1206.13,1225.28,1242.44,1257.64,1270.89,1282.24,1291.72,1299.39,1305.29,1309.47,1312,1312.93,1312.33,1310.26,1306.79,1301.97,1295.88,1288.59,1280.16,1270.65,1260.13,1248.67,1236.33,1223.16,1209.24,1194.62,1179.36,1163.51,1147.13,1130.27,1112.99,1095.32,1077.31,1059.02,1040.47,1021.72,1002.81,983.755,964.607,945.396,926.151,906.902,887.677,868.501,849.4,830.394,811.507,792.756,774.16,755.736,737.499,719.464,701.642,684.047,666.688,649.575,632.717,616.121,599.793,583.74,567.967,552.477,537.274,522.361,507.739,12968.8
1908,5.91503,12.4189,35.9391,55.9051,76.1568,99.8387,126.685,156.578,189.473,222.044,259.396,298.801,339.964,382.582,426.354,470.982,516.176,561.657,607.16,652.432,697.239,741.363,784.601,826.772,867.71,907.268,945.316,981.74,1016.44,1049.35,1080.38,1109.49,1136.65,1161.81,1184.97,1206.13,1225.28,1242.44,1257.63,1270.89,1282.23,1291.72,1299.38,1305.28,1309.47,1312,1312.93,1312.33,1310.26,1306.78,1301.97,1295.88,1288.59,1280.15,1270.64,1260.13,1248.67,1236.32,1223.16,1209.24,1194.62,1179.36,1163.51,1147.13,1130.27,1112.98,1095.31,1077.31,1059.01,1040.47,1021.72,1002.8,983.753,964.606,945.394,926.149,906.901,887.676,868.5,849.399,830.394,811.506,792.755,774.159,755.735,737.498,719.463,701.642,684.046,666.688,649.575,632.717,616.12,599.793,583.74,567.966,552.476,537.273,522.36,507.739,12968.8
1909,5.90934,12.4018,35.9183,55.8723,76.0423,99.7039,126.675,156.621,189.391,224.942,259.396,298.801,339.964,382.582,426.354,470.982,516.176,561.657,607.16,652.432,697.239,741.362,784.601,826.772,867.71,907.268,945.315,981.74,1016.44,1049.35,1080.38,1109.49,1136.64,1161.81,1184.97,1206.13,1225.28,1242.44,1257.63,1270.88,1282.23,1291.71,1299.38,1305.28,1309.46,1311.99,1312.93,1312.33,1310.26,1306.78,1301.97,1295.88,1288.58,1280.15,1270.64,1260.12,1248.66,1236.32,1223.16,1209.24,1194.62,1179.36,1163.51,1147.13,1130.27,1112.98,1095.31,1077.31,1059.01,1040.47,1021.72,1002.8,983.751,964.604,945.393,926.148,906.899,887.674,868.499,849.398,830.392,811.505,792.754,774.158,755.734,737.498,719.462,701.641,684.046,666.687,649.574,632.716,616.12,599.792,583.74,567.966,552.476,537.273,522.36,507.739,12968.8
1910,5.89779,12.3899,35.869,55.84,75.9977,99.554,126.504,156.609,189.443,224.845,262.781,298.801,339.964,382.582,426.354,470.982,516.176,561.657,607.16,652.432,697.239,741.362,784.601,826.771,867.709,907.267,945.315,981.739,1016.44,1049.34,1080.38,1109.49,1136.64,1161.81,1184.97,1206.12,1225.27,1242.44,1257.63,1270.88,1282.23,1291.71,1299.38,1305.28,1309.46,1311.99,1312.92,1312.32,1310.25,1306.78,1301.96,1295.87,1288.58,1280.14,1270.64,1260.12,1248.66,1236.32,1223.15,1209.23,1194.61,1179.35,1163.5,1147.13,1130.27,1112.98,1095.31,1077.3,1059.01,1040.47,1021.72,1002.8,983.749,964.602,945.391,926.146,906.898,887.673,868.498,849.396,830.391,811.503,792.753,774.157,755.733,737.497,719.461,701.64,684.045,666.686,649.574,632.715,616.119,599.792,583.739,567.966,552.476,537.273,522.36,507.738,12968.8
