"Year","Age0","Age1","Age2","Age3","Age4","Age5","Age6","Age7","Age8","Age9","Age10","Age11","Age12","Age13","Age14","Age15","Age16","Age17","Age18","Age19","Age20","Age21","Age22","Age23","Age24","Age25","Age26","Age27","Age28","Age29","Age30","Age31","Age32","Age33","Age34","Age35","Age36","Age37","Age38","Age39","Age40","Age41","Age42","Age43","Age44","Age45","Age46","Age47","Age48","Age49","Age50","Age51","Age52","Age53","Age54","Age55","Age56","Age57","Age58","Age59","Age60","Age61","Age62","Age63","Age64","Age65","Age66","Age67","Age68","Age69","Age70","Age71","Age72","Age73","Age74","Age75","Age76","Age77","Age78","Age79","Age80","Age81","Age82","Age83","Age84","Age85","Age86","Age87","Age88","Age89","Age90","Age91","Age92","Age93","Age94","Age95","Age96","Age97","Age98","Age99","Age100"
1911,5.89403,12.3657,35.8345,55.7633,75.9538,99.4956,126.314,156.397,189.428,224.907,262.668,302.701,339.964,382.582,426.354,470.982,516.176,561.657,607.16,652.432,697.239,741.362,784.6,826.771,867.709,907.267,945.314,981.738,1016.44,1049.34,1080.38,1109.49,1136.64,1161.81,1184.97,1206.12,1225.27,1242.43,1257.62,1270.88,1282.22,1291.71,1299.37,1305.27,1309.46,1311.99,1312.92,1312.32,1310.25,1306.77,1301.96,1295.87,1288.57,1280.14,1270.63,1260.12,1248.65,1236.31,1223.15,1209.23,1194.61,1179.35,1163.5,1147.12,1130.26,1112.97,1095.31,1077.3,1059.01,1040.46,1021.72,1002.8,983.747,964.6,945.389,926.144,906.896,887.671,868.496,849.395,830.39,811.502,792.752,774.156,755.732,737.496,719.46,701.639,684.044,666.686,649.573,632.715,616.119,599.791,583.738,567.965,552.475,537.272,522.359,507.738,12968.8
1912,5.90896,12.3578,35.7645,55.7097,75.8495,99.438,126.24,156.162,189.172,224.889,262.74,302.57,344.402,382.582,426.354,470.982,516.176,561.657,607.16,652.432,697.239,741.362,784.6,826.771,867.709,907.266,945.314,981.737,1016.44,1049.34,1080.38,1109.49,1136.64,1161.8,1184.97,1206.12,1225.27,1242.43,1257.62,1270.87,1282.22,1291.7,1299.37,1305.27,1309.45,1311.98,1312.91,1312.31,1310.24,1306.77,1301.95,1295.86,1288.57,1280.14,1270.63,1260.11,1248.65,1236.31,1223.15,1209.23,1194.61,1179.34,1163.5,1147.12,1130.26,1112.97,1095.3,1077.3,1059,1040.46,1021.71,1002.79,983.745,964.598,945.387,926.142,906.894,887.67,868.494,849.393,830.388,811.501,792.75,774.155,755.731,737.495,719.459,701.638,684.043,666.685,649.572,632.714,616.118,599.791,583.738,567.964,552.475,537.272,522.359,507.737,12968.8
1913,5.92905,12.3891,35.7417,55.6008,75.7766,99.3016,126.167,156.07,188.888,224.585,262.72,302.654,344.253,387.576,426.354,470.982,516.176,561.657,607.16,652.432,697.239,741.362,784.6,826.771,867.708,907.266,945.313,981.737,1016.44,1049.34,1080.37,1109.49,1136.64,1161.8,1184.96,1206.12,1225.27,1242.43,1257.62,1270.87,1282.22,1291.7,1299.36,1305.26,1309.45,1311.98,1312.91,1312.31,1310.24,1306.76,1301.95,1295.86,1288.57,1280.13,1270.62,1260.11,1248.64,1236.3,1223.14,1209.22,1194.6,1179.34,1163.49,1147.11,1130.26,1112.97,1095.3,1077.29,1059,1040.46,1021.71,1002.79,983.742,964.596,945.384,926.14,906.892,887.668,868.493,849.391,830.387,811.499,792.749,774.153,755.73,737.493,719.458,701.637,684.042,666.684,649.571,632.713,616.117,599.79,583.737,567.964,552.474,537.271,522.358,507.737,12968.8
1914,5.934,12.4312,35.8322,55.5654,75.6285,99.206,125.994,155.98,188.777,224.248,262.365,302.63,344.348,387.408,431.919,470.982,516.176,561.657,607.16,652.432,697.239,741.361,784.6,826.77,867.708,907.265,945.312,981.736,1016.44,1049.34,1080.37,1109.48,1136.64,1161.8,1184.96,1206.11,1225.26,1242.42,1257.61,1270.87,1282.21,1291.7,1299.36,1305.26,1309.44,1311.97,1312.9,1312.3,1310.23,1306.76,1301.94,1295.85,1288.56,1280.13,1270.62,1260.1,1248.64,1236.3,1223.14,1209.22,1194.6,1179.34,1163.49,1147.11,1130.25,1112.96,1095.29,1077.29,1059,1040.46,1021.71,1002.79,983.74,964.593,945.382,926.138,906.89,887.665,868.491,849.39,830.385,811.498,792.747,774.152,755.728,737.492,719.457,701.636,684.041,666.683,649.57,632.712,616.116,599.789,583.736,567.963,552.473,537.271,522.358,507.736,12968.8
1915,5.9065,12.4416,35.954,55.7062,75.5803,99.0122,125.873,155.766,188.668,224.116,261.97,302.221,344.321,387.515,431.732,477.129,516.176,561.657,607.159,652.432,697.238,741.361,784.599,826.77,867.708,907.265,945.312,981.735,1016.44,1049.34,1080.37,1109.48,1136.63,1161.8,1184.96,1206.11,1225.26,1242.42,1257.61,1270.86,1282.21,1291.69,1299.36,1305.25,1309.44,1311.97,1312.9,1312.3,1310.23,1306.75,1301.94,1295.85,1288.55,1280.12,1270.61,1260.1,1248.63,1236.29,1223.13,1209.21,1194.59,1179.33,1163.48,1147.11,1130.25,1112.96,1095.29,1077.29,1058.99,1040.45,1021.7,1002.79,983.737,964.59,945.379,926.135,906.887,887.663,868.488,849.388,830.383,811.496,792.745,774.15,755.727,737.491,719.456,701.635,684.04,666.682,649.569,632.711,616.116,599.788,583.736,567.962,552.473,537.27,522.357,507.736,12968.8
1916,5.89948,12.384,35.984,55.8955,75.7718,98.9491,125.627,155.616,188.409,223.987,261.817,301.767,343.855,387.485,431.851,476.923,522.913,561.657,607.159,652.432,697.238,741.361,784.599,826.77,867.707,907.264,945.311,981.735,1016.44,1049.34,1080.37,1109.48,1136.63,1161.8,1184.96,1206.11,1225.26,1242.42,1257.61,1270.86,1282.2,1291.69,1299.35,1305.25,1309.43,1311.96,1312.89,1312.29,1310.22,1306.75,1301.93,1295.84,1288.55,1280.11,1270.61,1260.09,1248.63,1236.29,1223.13,1209.21,1194.59,1179.33,1163.48,1147.1,1130.24,1112.96,1095.29,1077.28,1058.99,1040.45,1021.7,1002.78,983.733,964.587,945.376,926.132,906.885,887.661,868.486,849.385,830.381,811.494,792.744,774.149,755.725,737.489,719.454,701.634,684.039,666.68,649.568,632.71,616.115,599.787,583.735,567.962,552.472,537.269,522.356,507.735,12968.8
1917,5.89595,12.3692,35.8173,55.9422,76.0293,99.1998,125.547,155.312,188.228,223.679,261.665,301.59,343.339,386.962,431.818,477.055,522.687,568.988,607.159,652.432,697.238,741.361,784.599,826.769,867.707,907.264,945.311,981.734,1016.44,1049.34,1080.37,1109.48,1136.63,1161.79,1184.96,1206.11,1225.26,1242.41,1257.6,1270.86,1282.2,1291.68,1299.35,1305.24,1309.43,1311.96,1312.89,1312.29,1310.22,1306.74,1301.93,1295.84,1288.54,1280.11,1270.6,1260.08,1248.62,1236.28,1223.12,1209.2,1194.58,1179.32,1163.47,1147.1,1130.24,1112.95,1095.28,1077.28,1058.99,1040.44,1021.7,1002.78,983.73,964.584,945.373,926.129,906.882,887.658,868.484,849.383,830.379,811.492,792.742,774.147,755.724,737.487,719.453,701.632,684.037,666.679,649.567,632.709,616.114,599.786,583.734,567.961,552.471,537.268,522.356,507.735,12968.7
1918,5.8889,12.3618,35.7747,55.683,76.0928,99.5369,125.865,155.213,187.86,223.464,261.306,301.416,343.137,386.38,431.234,477.017,522.831,568.742,615.084,652.431,697.238,741.361,784.599,826.769,867.706,907.263,945.31,981.733,1016.44,1049.34,1080.37,1109.48,1136.63,1161.79,1184.95,1206.1,1225.25,1242.41,1257.6,1270.85,1282.2,1291.68,1299.34,1305.24,1309.42,1311.95,1312.88,1312.28,1310.21,1306.73,1301.92,1295.83,1288.54,1280.1,1270.59,1260.08,1248.62,1236.27,1223.11,1209.19,1194.58,1179.32,1163.47,1147.09,1130.23,1112.95,1095.28,1077.27,1058.98,1040.44,1021.69,1002.77,983.726,964.58,945.37,926.126,906.879,887.655,868.481,849.38,830.376,811.489,792.74,774.145,755.722,737.486,719.451,701.631,684.036,666.678,649.566,632.708,616.112,599.785,583.733,567.96,552.47,537.268,522.355,507.734,12968.7
1919,5.89887,12.347,35.7533,55.6168,75.7402,99.62,126.292,155.606,187.74,223.027,261.055,301.002,342.939,386.153,430.586,476.373,522.79,568.899,614.818,660.947,697.238,741.361,784.599,826.769,867.706,907.263,945.31,981.732,1016.43,1049.33,1080.37,1109.48,1136.63,1161.79,1184.95,1206.1,1225.25,1242.41,1257.6,1270.85,1282.19,1291.67,1299.34,1305.23,1309.42,1311.95,1312.88,1312.28,1310.2,1306.73,1301.91,1295.82,1288.53,1280.1,1270.59,1260.07,1248.61,1236.27,1223.11,1209.19,1194.57,1179.31,1163.46,1147.09,1130.23,1112.94,1095.27,1077.27,1058.98,1040.44,1021.69,1002.77,983.722,964.576,945.366,926.123,906.876,887.652,868.478,849.378,830.374,811.487,792.737,774.143,755.72,737.484,719.449,701.629,684.034,666.676,649.564,632.707,616.111,599.784,583.732,567.959,552.469,537.267,522.354,507.733,12968.7
1920,5.88072,12.3679,35.7106,55.5834,75.6502,99.1585,126.398,156.135,188.216,222.885,260.545,300.712,342.468,385.93,430.334,475.657,522.084,568.854,614.988,660.661,706.338,741.36,784.598,826.768,867.706,907.263,945.309,981.732,1016.43,1049.33,1080.37,1109.48,1136.63,1161.79,1184.95,1206.1,1225.25,1242.41,1257.59,1270.84,1282.19,1291.67,1299.33,1305.23,1309.41,1311.94,1312.87,1312.27,1310.2,1306.72,1301.91,1295.82,1288.52,1280.09,1270.58,1260.06,1248.6,1236.26,1223.1,1209.18,1194.56,1179.3,1163.46,1147.08,1130.22,1112.93,1095.27,1077.26,1058.97,1040.43,1021.68,1002.77,983.718,964.572,945.362,926.119,906.872,887.649,868.475,849.375,830.371,811.484,792.735,774.14,755.717,737.482,719.447,701.627,684.033,666.675,649.563,632.705,616.11,599.783,583.731,567.958,552.468,537.266,522.353,507.732,12968.7
1921,5.84476,12.3299,35.771,55.517,75.6048,99.0406,125.812,156.266,188.856,223.45,260.379,300.125,342.139,385.4,430.084,475.378,521.299,568.086,614.939,660.844,706.033,751.037,784.598,826.768,867.705,907.262,945.308,981.731,1016.43,1049.33,1080.36,1109.47,1136.62,1161.79,1184.95,1206.1,1225.24,1242.4,1257.59,1270.84,1282.18,1291.67,1299.33,1305.22,1309.41,1311.93,1312.87,1312.26,1310.19,1306.72,1301.9,1295.81,1288.52,1280.08,1270.57,1260.06,1248.6,1236.25,1223.09,1209.17,1194.56,1179.3,1163.45,1147.07,1130.22,1112.93,1095.26,1077.26,1058.97,1040.43,1021.68,1002.76,983.713,964.568,945.358,926.115,906.869,887.645,868.472,849.372,830.368,811.482,792.732,774.138,755.715,737.48,719.445,701.625,684.031,666.673,649.561,632.704,616.108,599.782,583.73,567.957,552.467,537.265,522.352,507.731,12968.7
1922,5.8583,12.2545,35.661,55.611,75.5145,98.9812,125.663,155.542,189.013,224.209,261.038,299.934,341.47,385.029,429.494,475.103,520.993,567.232,614.109,660.792,706.228,750.712,794.839,826.768,867.705,907.262,945.308,981.73,1016.43,1049.33,1080.36,1109.47,1136.62,1161.78,1184.94,1206.09,1225.24,1242.4,1257.59,1270.84,1282.18,1291.66,1299.32,1305.22,1309.4,1311.93,1312.86,1312.26,1310.19,1306.71,1301.89,1295.8,1288.51,1280.08,1270.57,1260.05,1248.59,1236.25,1223.09,1209.17,1194.55,1179.29,1163.44,1147.07,1130.21,1112.92,1095.26,1077.25,1058.96,1040.42,1021.67,1002.76,983.709,964.564,945.354,926.111,906.865,887.642,868.468,849.368,830.365,811.479,792.729,774.135,755.713,737.477,719.443,701.623,684.029,666.671,649.56,632.702,616.107,599.78,583.728,567.955,552.466,537.264,522.351,507.731,12968.7
1923,5.85365,12.2829,35.4429,55.4399,75.6423,98.8629,125.587,155.357,188.138,224.396,261.925,300.693,341.252,384.277,429.081,474.45,520.692,566.899,613.185,659.899,706.172,750.919,794.495,837.559,867.705,907.261,945.307,981.73,1016.43,1049.33,1080.36,1109.47,1136.62,1161.78,1184.94,1206.09,1225.24,1242.4,1257.58,1270.83,1282.18,1291.66,1299.32,1305.21,1309.4,1311.92,1312.85,1312.25,1310.18,1306.7,1301.89,1295.8,1288.5,1280.07,1270.56,1260.04,1248.58,1236.24,1223.08,1209.16,1194.54,1179.28,1163.44,1147.06,1130.2,1112.92,1095.25,1077.25,1058.95,1040.41,1021.67,1002.75,983.704,964.559,945.349,926.107,906.861,887.638,868.464,849.365,830.362,811.476,792.726,774.132,755.71,737.475,719.441,701.621,684.027,666.669,649.558,632.701,616.105,599.779,583.727,567.954,552.465,537.263,522.35,507.73,12968.7
1924,5.84461,12.2731,35.525,55.1009,75.4096,99.0302,125.437,155.264,187.914,223.357,262.144,301.715,342.117,384.032,428.243,473.994,519.977,566.571,612.826,658.907,705.218,750.86,794.714,837.196,879.03,907.261,945.307,981.729,1016.43,1049.33,1080.36,1109.47,1136.62,1161.78,1184.94,1206.09,1225.24,1242.39,1257.58,1270.83,1282.17,1291.65,1299.31,1305.21,1309.39,1311.92,1312.85,1312.25,1310.17,1306.69,1301.88,1295.79,1288.49,1280.06,1270.55,1260.04,1248.57,1236.23,1223.07,1209.15,1194.53,1179.28,1163.43,1147.05,1130.2,1112.91,1095.24,1077.24,1058.95,1040.41,1021.66,1002.75,983.699,964.554,945.345,926.102,906.856,887.634,868.461,849.361,830.358,811.472,792.723,774.129,755.707,737.472,719.438,701.619,684.025,666.667,649.556,632.699,616.104,599.777,583.725,567.953,552.464,537.261,522.349,507.728,12968.6
1925,5.8353,12.2542,35.4968,55.2286,74.9484,98.7256,125.65,155.078,187.801,223.091,260.929,301.967,343.28,385.005,427.97,473.068,519.477,565.793,612.471,658.52,704.158,749.845,794.651,837.427,878.649,919.102,945.306,981.728,1016.43,1049.33,1080.36,1109.47,1136.62,1161.78,1184.94,1206.09,1225.23,1242.39,1257.58,1270.83,1282.17,1291.65,1299.31,1305.2,1309.39,1311.91,1312.84,1312.24,1310.17,1306.69,1301.87,1295.78,1288.49,1280.05,1270.54,1260.03,1248.57,1236.22,1223.06,1209.14,1194.53,1179.27,1163.42,1147.05,1130.19,1112.9,1095.24,1077.23,1058.94,1040.4,1021.66,1002.74,983.693,964.549,945.34,926.098,906.852,887.629,868.456,849.357,830.354,811.469,792.72,774.126,755.704,737.469,719.436,701.616,684.023,666.665,649.554,632.697,616.102,599.776,583.724,567.951,552.462,537.26,522.348,507.727,12968.6
1926,5.82597,12.2347,35.442,55.1847,75.1222,98.1219,125.263,155.34,187.577,222.958,260.619,300.568,343.566,386.314,429.054,472.766,518.462,565.249,611.631,658.139,703.745,748.718,793.578,837.361,878.891,918.704,957.644,981.727,1016.43,1049.33,1080.36,1109.47,1136.62,1161.78,1184.94,1206.08,1225.23,1242.39,1257.57,1270.82,1282.16,1291.64,1299.3,1305.2,1309.38,1311.91,1312.84,1312.23,1310.16,1306.68,1301.86,1295.78,1288.48,1280.04,1270.54,1260.02,1248.56,1236.22,1223.06,1209.14,1194.52,1179.26,1163.41,1147.04,1130.18,1112.9,1095.23,1077.23,1058.94,1040.4,1021.65,1002.73,983.687,964.543,945.334,926.093,906.847,887.625,868.452,849.353,830.351,811.465,792.717,774.123,755.701,737.467,719.433,701.614,684.02,666.663,649.552,632.695,616.1,599.774,583.722,567.95,552.461,537.259,522.347,507.726,12968.6
1927,5.81688,12.2151,35.3855,55.0994,75.0624,98.3493,124.497,154.863,187.894,222.691,260.463,300.211,341.975,386.636,430.512,473.964,518.131,564.145,611.042,657.236,703.338,748.279,792.384,836.23,878.822,918.957,957.229,994.54,1016.43,1049.33,1080.36,1109.47,1136.61,1161.78,1184.93,1206.08,1225.23,1242.38,1257.57,1270.82,1282.16,1291.64,1299.3,1305.19,1309.38,1311.9,1312.83,1312.23,1310.15,1306.67,1301.86,1295.77,1288.47,1280.04,1270.53,1260.01,1248.55,1236.21,1223.05,1209.13,1194.51,1179.25,1163.41,1147.03,1130.17,1112.89,1095.22,1077.22,1058.93,1040.39,1021.64,1002.73,983.681,964.537,945.329,926.087,906.842,887.62,868.448,849.349,830.346,811.461,792.713,774.12,755.698,737.463,719.43,701.611,684.018,666.661,649.549,632.693,616.098,599.772,583.72,567.948,552.459,537.257,522.345,507.725,12968.6
1928,5.80835,12.196,35.3289,55.0118,74.9465,98.2711,124.786,153.916,187.316,223.068,260.152,300.031,341.568,384.845,430.871,475.575,519.444,563.785,609.848,656.604,702.372,747.846,791.92,834.972,877.635,918.885,957.493,994.109,1029.69,1049.33,1080.36,1109.46,1136.61,1161.77,1184.93,1206.08,1225.23,1242.38,1257.57,1270.81,1282.16,1291.63,1299.3,1305.19,1309.37,1311.89,1312.82,1312.22,1310.15,1306.67,1301.85,1295.76,1288.46,1280.03,1270.52,1260,1248.54,1236.2,1223.04,1209.12,1194.5,1179.24,1163.4,1147.02,1130.17,1112.88,1095.21,1077.21,1058.92,1040.38,1021.64,1002.72,983.675,964.531,945.323,926.082,906.837,887.615,868.443,849.344,830.342,811.457,792.709,774.116,755.695,737.46,719.427,701.608,684.015,666.658,649.547,632.691,616.096,599.77,583.719,567.946,552.458,537.256,522.344,507.724,12968.6
