"year","month","fleet","sex","partition","InputN","F.999","F6","F8","F10","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","M.999","M6","M8","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72"
2003,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,1.69492264375844,0,1.69492264375844,0,3.38984528751688,25.4236652636774,22.0338199761605,16.9491392412348,8.47461321879221,3.38984528751688,1.69492264375844,1.69492264375844,0,6.77969057503377,1.69492264375844,3.38984528751688,0,1.69492264375844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0.0997451011834745,0.255902003147782,0.710432776671619,1.45480161210346,3.01240586374793,4.4274529346818,4.1558685076188,3.00109166332071,3.30649656459832,3.8070975933313,2.6408102729625,1.86272564365926,2.63620433786183,2.32877561661574,2.14916377525383,1.41191102231892,1.39161175910061,1.6569916949887,1.8243493936751,1.14018920230547,1.33681159943692,0.602851915631743,0.487864920310671,0.306951117180245,0.177838818049011,0.221015097936857,0.0992893055224704,0.241028671051857,0.0257055667763433,0.0360274847836762,0,0.0586079071474888,0.13675178334414,0.17582590228295,0.138143159572469,0.496655888298746,0.359653308299029,1.31215937861399,2.07083670845659,2.61509816366471,3.70283379066649,3.3572425418036,3.73663463731674,3.88313913930208,4.37789551553989,5.38404590006242,3.26214481168999,2.9032155424314,3.00510004812897,1.84738343085943,2.23265507231547,2.00739605879816,1.99875120712247,1.62759614611465,0.793184768809427,0.617352324005028,0.587315608028904,0.300759711048232,0.166182225665915,0,0,0.0360274847836762,0,0,0
2005,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0.00781180324808862,0.159733092736891,0.728529416736698,2.0375645714135,5.18093523090014,5.68842229580284,6.47198779079123,4.82654414961784,3.82778533702276,2.94246130833749,2.67446522769661,2.08105007252427,1.93695280449889,1.61141416600308,1.13697911904381,1.10485743092526,0.974373872973272,0.922383621258923,0.835026872524628,0.739408864763809,0.411627311024158,0.376232013925205,0.36784595455632,0.221976172577544,0.181039042094012,0.142224390160291,0.131701015837259,0.0620990794456201,0,0.0273705478121501,0,0,0,0,0,0.0278121490235826,0.353608242771121,0.829321838692346,2.74919183269207,5.62595405170813,7.2386589848885,6.82244635219465,5.25516263452615,4.17776826075773,3.24815669239785,3.23005278818845,2.22477904863023,1.94553086439449,1.68948768927096,1.63912769657431,1.00461221047073,1.02527583079304,1.00204638525016,0.688496434188036,0.470729436793771,0.362388775949428,0.139296382127966,0.247747006910335,0.0791399989207825,0.0484783875348929,0.0475978033010284,0.0163296447966692,0,0,0,0
2006,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0.168057567476687,0.80618068248454,1.95592346453569,4.00424986866927,6.11893050308039,6.09226841378552,6.17548869435312,3.89550690433223,2.88165722127971,3.07544256552042,2.12434659128512,1.7050852371233,1.84777583958568,1.29424314028974,1.11640757439573,0.914718553827008,0.872508326633154,0.811271926173966,0.758144295037363,0.730611510020151,0.719916290154858,0.571857188658532,0.482340743058376,0.383684366135128,0.330123760898865,0.101304545265249,0.0740566116293919,0.121504306221768,0.0300670128066712,0.0219098187492559,0,0,0,0,0.00949029852215875,0.130881613695989,0.432692096792727,1.73180809471286,3.84480525746017,5.01247848446304,6.12041742729107,5.87997247727973,4.72966379048429,3.5393325351038,3.10380331855277,2.58256137184729,2.21760123651326,1.96763275531861,1.47187456269379,1.37970615073321,0.938206449228973,1.54639358306558,0.95073516248559,0.807975246187079,0.407812227640539,0.468232054139841,0.277213566316696,0.0539973773543418,0.0922358267874961,0.107251292603346,0.00964221925888165,0,0,0,0
2007,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0.0577930735971679,0,0.0730899332841417,0.325921736762238,1.3463759685168,3.11632316400154,4.34138906054668,8.93237186842838,6.80491502804311,6.60795139637263,3.70343249185344,3.55924417660081,2.15396113526486,1.87863829051456,2.13691631241121,1.53408325052659,1.20309376944044,1.22829046409366,0.697262745222253,0.907494393267306,0.774632530218181,0.739066280129037,0.530307269232125,0.362622615688581,0.434583474262698,0.349825113230404,0.282282166100712,0.307656592823541,0.0837752805223012,0.0631702621494072,0.0540464180941911,0.0269843301568698,0.163239764909983,0,0,0,0.0168607432101351,0.00557634368380373,0.234140578640395,1.01374325923355,2.81073429338061,4.11972701877527,6.3820936082438,6.44128790878257,4.99793767323521,2.5342442884768,2.83838273845828,1.89832291066986,2.39591161016019,1.37705061945815,1.36909948968362,1.08779246962551,1.21258577278269,0.899628955740621,0.630603697760141,0.64513488134369,0.812992506276402,0.51104238240191,0.382548443652634,0.343645750024732,0.0868681359120945,0.054957294950908,0.116346269170586,0,0,0,0,0
2008,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0.0371548092641139,0.257903271156442,1.10660022108624,1.67511902922881,4.09216327344081,5.56696218132107,6.81428640159437,4.53413211000487,3.58668790052251,2.90702677932706,2.09717843349199,2.47797875801133,1.50390868123504,1.3652603150196,1.14590996816664,0.870844541180255,0.963385462333244,1.10086481639391,0.768097771868707,0.685581570525338,0.587465812513674,0.558834805443383,0.429272228839553,0.317836194139748,0.227884918840499,0.254384485826256,0.196759235915641,0.0981265278053849,0.0402379074846914,0.0185113172614984,0.0135337144182415,0,0,0,0,0.0627320902785204,0.275944633782857,0.896175096011242,2.04821699309357,4.24380490624415,5.9176423300202,7.48299072628728,6.59919110233323,4.54366925188059,3.90428030569531,3.66584490529719,2.33311719989123,2.01054327558655,2.01932751097398,1.59846844917457,1.26189379303304,1.03321484667368,0.98908316922289,0.829322091026336,0.69911528494358,0.524256914094975,0.295547616498768,0.222580305896997,0.0904887859131255,0.0398315925397756,0.032177206420857,0,0.0403230867623002,0.0403230867623002,0,0
2009,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0.00798572767903698,0.00798572767903698,0.154291295990282,1.05253352650023,1.39598695936449,3.01585731282643,4.55987260231629,4.38886363248111,4.37710176728845,3.85474202725465,2.68655738390417,2.55589860641573,2.72237247164306,3.05710585704171,2.06576819581113,2.11525489013208,1.40180627369169,1.22189962579438,1.09100882365115,0.95125518963936,0.63788337080999,0.433788365127935,0.525641231580068,0.504837204108009,0.558282765982058,0.278872387374765,0.143967473713009,0.045136869474063,0.0725863210332219,0,0,0.0101631898239596,0,0,0,0,0.0229372944446413,0.125678321528548,0.872863152793505,2.79680904056445,4.89621061243375,6.09400262162363,6.87901002134032,4.46198964456118,5.47178558950113,2.9806482088929,2.63901867679484,3.23193006011988,2.99898920541415,2.45586113400903,1.43772250038267,1.37532996583118,1.09447559495838,1.33622063793861,1.14165139171023,0.809352990326102,0.586570226001363,0.202447035698056,0.137067927384952,0.0200680078711602,0.0119649930039892,0.0132126567154437,0.0108754120243675,0,0,0,0
2010,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0.00760076356253946,0.481172226576267,1.45816243851694,2.91482598667063,5.21743736209274,6.10128795838533,4.67934519500853,3.08790993033075,3.59263389277627,2.8104952176924,2.52221670769511,2.21021278422327,1.90006563224074,1.80769335583058,1.13884405638341,1.05639561308053,0.843839486399322,0.861387240083174,0.639425155335934,0.922451233512561,0.521220177173683,0.584133573951551,0.439207506771348,0.359914732927052,0.340512312936983,0.0380375007422086,0.0265916202576422,0,0.00677868956415373,0,0.0093722751365256,0.0518043455884146,0.0207297379311248,0,0,0.0838010234410769,0.273431706223636,2.50776462575165,5.17085281798704,6.20047681765535,7.90432254402788,5.35721941438164,3.87916825857981,2.96441041668594,2.82259265234471,2.71374100267113,2.84444024249899,1.85303057895282,1.90809059019682,1.61442070629461,1.45768350936295,1.1723901489936,0.947555541913969,0.423182853056336,0.403326766109411,0.307994602268442,0.169776701018729,0.255458705554703,0.0764655129484391,0.0307261998551571,0,0.00597135184742921,0,0,0
2011,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0.120763195548779,0.241166961246474,1.46307840169187,3.42119726903454,5.07415757559959,5.74466436636796,5.12480665051309,4.0209007411522,3.79652578421072,2.814634095657,2.18484931117232,1.76942255753654,1.99257702330893,1.40317662532063,1.3939038586042,1.31075517145183,1.36474729294143,0.729037150329171,0.447809463932798,0.550880335743773,0.590242266450182,0.659369699800088,0.633130448268435,0.425539644008985,0.313255328855064,0.0869061249402764,0.0650707614869484,0.00760298823347932,0,0.0111903075239058,0,0,0,0,0.0134114444191942,0.0538185133819092,0.467295447315815,2.01194610475009,4.68492819817301,6.53075751594645,6.46142070598426,6.41942324717076,4.24381704102812,2.86050502179772,2.76708030499507,2.98200626990479,2.59834194835215,2.12298201185328,1.47570032180226,1.39461137707321,1.2152968843024,1.10200930621463,0.950477345088504,0.527700599959086,0.475075533267183,0.32683165735643,0.183342375349575,0.220381970464759,0.0560536087180164,0.0143902800816112,0.0701359306990632,0.00889763361942117,0,0,0
2012,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0.134745294144033,0,0,0.514244878468281,1.9691456638328,5.25326254445853,6.69305363594125,6.03139352787269,4.77987979953709,4.21979394856378,3.02819691801295,1.69816694175212,2.49474212534436,1.02770451805569,1.40381951057665,1.59110874609422,1.39695609830437,1.06145366070217,0.897386273385984,1.1888627014316,0.771820209532634,0.994462172827461,0.71249689766974,0.390577819346296,0.342550911578299,0.288466204184452,0.14357477479264,0.0484878642137423,0.0418256428763451,0.0697241191801447,0.01027601800321,0.0314868057626653,0,0,0.00671655137888457,0,0.0077819295361773,0.125824131550416,0.25792423179953,2.00243045440594,4.53386063807849,5.87624730315012,7.15097863515262,5.24830917270729,4.63374641935315,2.22182959334949,2.50103761890172,2.41944068784277,2.53869258218701,2.32847861588243,1.5746110894338,1.58654587151618,1.1518410226924,1.32387370343478,1.10915289040744,1.05392979886306,0.421816744294675,0.283300605708654,0.242538643175806,0.0881717149858248,0.0479326791022925,0.0253144037055533,0,0,0.00800604095731299,0,0
