"Year","Season","Fleet","Value","seLogB"
"1980",NA,5,253.159560289136,0.17219416682633
"1983",NA,5,330.879563056831,0.134972220695245
"1986",NA,5,157.313175919174,0.182538591736433
"1989",NA,5,195.862055320942,0.145991672196109
"1992",NA,5,199.34085557108,0.1827126077579
"1995",NA,5,326.225471191699,0.178536992877962
"1998",NA,5,281.134457307025,0.211171001450359
"2001",NA,5,326.179820996625,0.15587726538046
"2004",NA,5,369.463963138201,0.20039867952836
