Version,Param,Value
WCBTS_Base_2023,Wtlen_1_Fem,6.485079293785355e-6
WCBTS_Base_2023,Wtlen_2_Fem,3.179747821038068
WCBTS_Base_2023,Wtlen_1_Mal,6.708350472317192e-6
WCBTS_Base_2023,Wtlen_2_Mal,3.1732494265308033
2013_assessment,Wtlen_1_Fem,4.77065e-6
2013_assessment,Wtlen_2_Fem,3.26298
2013_assessment,Wtlen_1_Mal,4.77065e-6
2013_assessment,Wtlen_2_Mal,3.26298
