Version,Param,Value
WCBTS_Base_2023,Wtlen_1_Fem,4.955487245561772e-6
WCBTS_Base_2023,Wtlen_2_Fem,3.2546796183874336
WCBTS_Base_2023,Wtlen_1_Mal,4.861439427532776e-6
WCBTS_Base_2023,Wtlen_2_Mal,3.2612072562399064
2013_assessment,Wtlen_1_Fem,4.77065e-6
2013_assessment,Wtlen_2_Fem,3.26298
2013_assessment,Wtlen_1_Mal,4.77065e-6
2013_assessment,Wtlen_2_Mal,3.26298
