year,month,fleet,sex,partition,InputN,F6,F8,F10,F12,F14,F16,F18,F20,F22,F24,F26,F28,F30,F32,F34,F36,F38,F40,F42,F44,F46,F48,F50,F52,F54,F56,F58,F60,F62,F64,F66,F68,F70,F72,M6,M8,M10,M12,M14,M16,M18,M20,M22,M24,M26,M28,M30,M32,M34,M36,M38,M40,M42,M44,M46,M48,M50,M52,M54,M56,M58,M60,M62,M64,M66,M68,M70,M72
2004,7,6,3,0,442,0.451576389630081,1.10019836099503,1.550525940533,2.34379342216758,2.41562830882641,2.37260596861291,3.15383825111972,5.54538950137011,7.74969583148856,8.12443210361061,4.83551589260699,2.72047117771284,1.28999418387513,1.04558706312668,0.474487892120125,0.516990727335304,0.349280527204329,0.229531294931146,0.132796800115623,0.0985394416686634,0.117927634618814,0.100694055347596,0.0883824529194433,0.0171503252650766,0.0490299492966452,0.050498549964975,0,0,0.0465356592726564,0,0,0,0,0.0171503252650766,0.451576389630081,1.10019836099503,1.550525940533,2.34379342216758,2.3479461319939,2.57967200252693,4.41403749127706,6.93408963492619,8.69642708772325,9.09158723263184,5.9090396700344,3.53499507219538,1.83981363091201,0.822289828175387,0.641522069721234,0.10037769012426,0.152478047167391,0.0931645630321908,0.107524214011416,0.0430523116557107,0.0438781913966309,0.0585775187209121,0.0568724766751414,0,0.00303377598378345,0.0823681835158067,0,0.0129110312723693,0,0,0,0,0,0
1997,7,7,3,0,1181,0.0264399528403598,0.321562978808571,1.58969803779761,2.49665816194241,3.76646248282062,4.15542784257748,4.60219216900862,7.29720517225439,5.85884357281325,4.7824146788329,2.74362432359494,1.64122489220042,1.28635559930095,0.981012213070014,0.765837340116397,0.441724558613704,0.371706863148076,0.308384785519733,0.247327766283032,0.181162888200045,0.246082009959685,0.27509755755055,0.295613590880635,0.249039327144674,0.257567728508605,0.275296156384707,0.292683097434285,0.163437555370709,0.110904810768918,0.0755846529155493,0.05429382621169,0.0323535555280819,0.00457447912026515,0.00447027921247381,0.0264399528403598,0.284043790227903,1.47878497357065,2.31552931925679,4.8343903150168,6.48189866799349,8.50502705491284,7.55939174222024,6.89284453404192,5.17768413301114,3.00187863664449,2.15464982003825,0.916775549122295,0.673295441810627,0.381861711587582,0.468126855051743,0.394198052156046,0.365169092695861,0.300329926311012,0.316824978050831,0.390932777817833,0.256357049381941,0.276766303598595,0.147835940464031,0.0890991746196344,0.0637744702973185,0.0264229300831463,0.00841594799809719,0,0.00898595244418345,0,0,0,0
1999,7,7,3,0,1299,0.0172679345217548,0.176929660654058,1.10110036464686,2.53314114550382,3.48065593567442,4.16120934538642,5.97343927190975,7.76078189933263,7.67596450458748,4.83309264993804,3.15822512250549,1.87389862897495,1.22754712426957,0.956288075264767,0.605494743196709,0.57817399271113,0.401495054311624,0.434088947403376,0.439763843761375,0.297493668689851,0.202300459927296,0.284798050750611,0.216516860368799,0.27238655146961,0.201609602979366,0.208905471050691,0.225520929566067,0.187741123280761,0.115376599480878,0.0603089205223612,0.045442536343412,0.0310347296479375,0.00363522346410986,0.00776590999188697,0.0210965580549823,0.176929660654058,1.15887215539652,2.73874535712728,4.92406893966777,5.89799779288651,6.06755532203993,6.95602826121315,6.9776860782316,4.17441438309535,2.98596198619957,1.89975392532855,1.5708506897434,0.794126104939954,0.738297785503413,0.521618429200252,0.471977416614115,0.34126788021023,0.351746375707627,0.367013516730831,0.308833990783908,0.265671382059424,0.217552647336908,0.111761314168224,0.102593752129021,0.0523366506629106,0.0373635973736749,0.0075126954684031,0.0109704693845597,0,0,0,0,0
2000,7,7,3,0,1354,0.112382589692048,0.397517735409437,0.313154391982316,1.48753115028821,2.30827917485143,3.68788169205374,5.7342247671873,7.68916876543961,8.12940769926898,5.72154478523444,3.19668629804965,2.12727730166771,1.43773928069665,0.790761021795714,0.634223180934608,0.590793590173747,0.314218185242589,0.365542896991361,0.333809008349111,0.266731803422732,0.307730210945505,0.185373103700165,0.233946972174919,0.158799957673156,0.246135015002135,0.232055918017642,0.212275146171178,0.201119974716337,0.10071098255102,0.0606611139790827,0.0726447510798064,0.049191101483829,0.00872639771451106,0.0168082547786866,0.112382589692048,0.397517735409437,0.322021745315685,1.7100257796181,4.009379371607,5.36005225397472,7.46942016038822,7.72358763775048,7.6904317438479,6.39368623239084,3.09982729924818,1.99184224375644,1.17854197676401,1.04572564133301,0.627925958543386,0.486888416761189,0.427865761257726,0.473071151866427,0.283046111160974,0.280279606151528,0.326487749410627,0.265820210104189,0.202328739425066,0.165557394136206,0.116476727966298,0.0623859127910397,0.0288115694444361,0.0114816584010854,0.00638677539123718,0.00274361478074273,0,0,0,0.00294601259243687
2001,7,7,3,0,1354,0.0511849645043483,0.325515376443807,1.07093351172855,1.25309812972509,2.24200626091743,4.32525239238851,4.68033765300871,7.24949307903022,6.95659668982367,5.78406007639872,4.0343170697511,2.80931629035285,1.61198154801081,0.975655326546367,0.845912826897746,0.776927845477248,0.603224336756363,0.398999020298998,0.270578203225381,0.147035777656873,0.243921742658892,0.256402518224481,0.222144540558862,0.270876437929087,0.200065202429059,0.225289876329351,0.204438155468295,0.188344751965653,0.138757163744966,0.0690131576643076,0.050858120076158,0.0308603561428668,0.0139949235598446,0.00636046192949045,0.0511849645043483,0.325515376443807,1.0490366689625,1.36648236917926,2.9002163207277,5.31617664219558,6.85137142361538,7.11840418840818,7.8279192868695,5.95374261838765,4.26334051512555,2.45780421092837,1.42690697424976,0.833561662053681,0.546737036647739,0.437439219507296,0.517396030267216,0.338951109934201,0.36836537454863,0.30231288988769,0.324045443478299,0.267305424136738,0.250313848677584,0.148490538798792,0.109897754393249,0.0476585992214202,0.0213450218680597,0.0221981118344767,0.00989983163263838,0.00909702542440446,0,0.00312973046622511,0,0
1998,7,8,3,0,1865,0.0438294307066628,0.338257448920185,0.853997403991138,1.64364714825687,2.75673396901665,4.80883621187294,9.59159447858899,10.1277315712044,8.8051962808428,7.02199492424758,4.94835588509767,2.04659979380526,2.12604017248567,1.8720457778581,0.864041439058775,0.524755805490301,0.36684596569065,0.359823534487372,0.290106320325349,0.2357222594536,0.28670089583123,0.258361556462773,0.308126218023949,0.245841484895176,0.239591940791462,0.203978807051035,0.241795193609224,0.141283586938953,0.0471684078935799,0.02651378703374,0.0192670961686544,0.0202703630767422,0.0131351463125552,0.00623555519693439,0.0438294307066628,0.338257448920185,0.853997403991138,1.64364714825687,2.75673396901665,4.80883621187294,4.79579811360117,5.63396881818472,4.80283409655789,3.3583461398132,1.50193908542783,1.67246517052919,0.981248805970305,0.468011990906196,0.539125472826142,0.419804906684243,0.458555927076633,0.404802241316633,0.435159043334687,0.660021976747412,0.409572458528421,0.215301952782316,0.269610823280125,0.147504716075771,0.367373609768237,0.146864723590612,0.0690846532835903,0.0706413563161396,0.0157226569134143,0.02651378703374,0,0,0,0
1999,7,8,3,0,2086,0.0375383921163225,0.17638615041943,1.04506982502117,1.99347320525653,3.44802383319682,4.22907103567852,7.17761735341223,8.53621059719664,8.66578619965903,6.81334268244031,5.25943231990054,2.75329573281762,2.69007299758275,2.08372920967699,1.26817679776297,0.790648605778456,0.539241179358,0.495294247843159,0.351035957730588,0.231464003147514,0.367589957134414,0.386726990275399,0.376024166793689,0.397245039780621,0.172558743791233,0.198987505522879,0.327131299764175,0.129295780144091,0.0755607703891658,0.0585984433089032,0.0905723253020222,0.0454829127185677,0.03389347830441,0,0.0375383921163225,0.17638615041943,1.04506982502117,1.99347320525653,3.44802383319682,4.22907103567852,3.58880829651275,4.7486204797727,4.72679243797826,3.25855522901001,1.59635933218761,2.24996875951101,1.24157124611555,0.520931827177539,0.791291512762491,0.632519340854805,0.674051664294184,0.557205696154358,0.526554506885933,0.648100045238448,0.525129542145446,0.322272808723972,0.32902124099282,0.238347023868372,0.264588730463327,0.143270927937799,0.0934659770202308,0.0646476999753619,0.0251870501941777,0.0585984433089032,0,0,0,0
2000,7,8,3,0,2038,0.0289818748598154,0.0691600095547154,0.166030030680368,0.546290206328609,1.00224029980565,1.93054159006024,4.71446944424723,7.32499249621478,5.15442600432736,7.9298460102597,7.69918029665894,4.92847857159711,6.69163268263457,9.50213134193661,2.04206388800727,1.74865704386722,0.700677662685234,4.14082035637815,0.117436687768494,0.0596681644953149,0.371530615842727,0.129818531906051,0.115876379718094,0.0972535346898902,0.0486773087887243,0.360005547484384,0.101452406809807,0.0699905315404782,0.0641513177795544,0.0216897969873261,0.0177076632327237,0.0133968366103399,0.00913308176740269,0,0.0289818748598154,0.0691600095547154,0.166030030680368,0.547039075547076,1.00368448975638,1.90393146208276,2.38507074033757,2.46332659059585,3.61852125973325,4.94266244373358,2.31483467221782,2.40457349224054,3.0967184407434,2.37404680716434,1.26385530359832,1.18697147427266,0.876367701489659,0.152594333829502,0.183716181994229,0.169843538748403,0.417692417990268,0.110791933605003,0.104859038907097,0.0509973576725012,0.0758520668086088,0.0747354131708787,0.0235404002868931,0.0270421011868988,0.01894818388713,0.0252029477796296,0,0,0,0
2001,7,8,3,0,2052,0.123225362716856,0.359011778852317,1.19097125715401,1.36032985839785,2.4096084113052,4.03519179103823,8.03278955766565,8.85924832789009,7.98687609958907,6.95509074854602,5.50081383626669,2.72811614038461,2.80675127205992,2.3906771347269,1.47107524437376,0.889010269390269,0.68647886625478,0.546981900906399,0.389529038008658,0.229430547283149,0.418236000297216,0.36666732683426,0.358002523889288,0.37274847012357,0.183309289269435,0.202586348248089,0.182851137917,0.183940951503766,0.206829515552743,0.0485999848979433,0.090702400390026,0.0326811877262732,0.0241332980660072,0.021627305186051,0.123225362716856,0.359011778852317,1.19097125715401,1.36032985839785,2.4096084113052,4.03519179103823,4.01639395259053,4.92832335699468,4.35647899919717,3.32634819834934,1.66962292028514,2.22939257318728,1.2954243949343,0.597668973840863,0.917892395045313,0.711207885015297,0.858097240174746,0.6153534507964,0.584293350452413,0.642409167858914,0.597481003718809,0.305555967988168,0.313252001842553,0.223649329946831,0.281074408794926,0.145862335987083,0.0522433002966135,0.0919702691913095,0.0689428964368161,0.0485999848979433,0,0,0,0
2002,7,8,3,0,2584,0.0822803552820369,0.0856804431053024,1.154257673419,0.230332349479741,2.41471914699987,6.41032049859941,5.65434765921862,12.1865872400644,10.1298305888542,10.1336979943168,4.98161166772292,3.00324624310175,1.12940093420055,1.01988165953835,0.508555303367774,0.402901959134063,0.23979482768358,0.251832983711575,0.198865714020863,0.117538633085553,0.13266993573838,0.186445524146502,0.141224329278268,0.144427567088734,0.0776091902984649,0.627971654933733,0.0824282609796651,0.0397639707736035,0.0299734986111072,0.0151193682855666,0.0215923545375255,0.00804590903815955,0.00963934820852804,0.00402831827964653,0.0822803552820369,0.0856804431053024,1.154257673419,0.230332349479741,2.41471914699987,6.41032049859941,2.82717382960931,6.77929372208044,5.52536195651953,4.84655123799395,1.51203418081094,2.45422619364233,0.5212619180564,0.254970113173055,0.317317527342906,0.322322050045702,0.299743568127978,0.28331208991377,0.298298705125309,0.329108011726731,0.189528345532244,0.155371381867096,0.123571388688995,0.0866563793404233,0.119000391934007,0.452139537914682,0.0235509317084758,0.0198822535748301,0.00999134499572128,0.0151193682855666,0,0,0,0
2003,7,9,3,0,2024,0.0716343744778273,0.150751238228149,0.507894555439029,0.772933252930276,1.38715644746668,1.32311640515452,2.0585872818593,3.90049193996701,4.45590874043323,4.60294319965801,4.3834185681032,3.3569724272617,2.90377004517984,2.81729651541184,2.45065054667059,2.3685868224047,2.17171237391124,2.00465104662829,1.42082615129701,1.61318694017327,0.943608503698769,0.781725901808471,0.918850281820624,0.567947198890247,0.598622109536513,0.444146103526915,0.387039321994002,0.421442994810759,0.190509389555398,0.0489102952192026,0.0558595335546205,0.0553891942449522,0.00698219204501245,0.00698219204501245,0.0716343744778273,0.150751238228149,0.49453731848335297,0.772933252930276,1.373799210511,1.38119482182184,2.55519469246355,4.60513611924194,4.59980960145474,5.15584353502791,4.60720820855736,3.42211292375487,2.57665954057676,2.46624264429513,2.29697042267756,2.40713667104681,2.09942691401961,2.12267525683996,1.38714346570229,1.50801867109253,1.04183452462491,0.753694278110595,0.833272493795241,0.461664495266854,0.316077003472452,0.170446571995852,0.0960261111613905,0.0860191680144984,0.0265906478510571,0.0037667088663883,0.00268422943606886,0.00299079879502464,0,0
2004,7,9,3,0,1478,0.129330406086577,0.603621560472182,1.11745463688725,1.27601826205051,1.56028990749461,1.37857312669637,2.01246196315657,3.55421452837851,4.85242199470598,6.32636655679586,4.58160424226548,3.15811018563106,3.25444477572859,2.55188914310827,1.7545492091034,1.33805291353661,1.38233333364668,1.05213936416781,1.15133473883283,0.741480944442257,0.696772721126179,0.825275403691277,0.876360842396614,0.428364847080748,0.449454668817144,0.309966127386602,0.162507062537006,0.160408675861764,0.0599681309714496,0.0849519975326669,0.0371248737482634,0.0812722526378529,0.00845966898420224,0.0398215475886932,0.150904593464031,0.653961331019574,1.18217799567363,1.3278390124116,1.69760677008054,1.45570198180273,2.72057186756876,4.5168537972426,5.25774282775179,5.00324851607655,4.29169626966598,3.84572138558591,3.13800502825708,2.87868617986762,2.91344977111573,1.91227555089701,1.57730404729078,1.76576370767112,1.17040822925752,1.04514713187905,1.01784579878849,0.778419401151034,0.760537705132633,0.280093195135956,0.243364258433097,0.232165692945675,0.104608638696261,0.0453790059966219,0.00119179440628746,0.00177175852913323,0.0306138204845017,0.0015423221728426,0,0
2005,7,9,3,0,2176,0.164583483304855,0.389466062305563,1.04364809278759,1.74433386444995,2.87365641303483,2.03808670199454,2.4185112240414,5.01833292383811,5.16007236377588,5.53967479764299,4.07534845637217,3.08365490682631,2.26492227656662,2.05204361470886,1.69061647820712,1.44396071505087,1.27298638972255,0.829476965339404,0.838128907286825,0.656022078286099,0.668028140006907,0.610847260519816,0.57877724319806,0.289731039197379,0.276160150497896,0.272563693426304,0.173058140149164,0.125299106061313,0.0987849751161057,0.0969856742913797,0.0439173802809068,0,0.0209382285086312,0,0.164583483304855,0.389466062305563,1.04364809278759,1.7558152194543,3.04644576609218,2.04829560746848,3.15712385516179,5.52116637584999,6.60610974505473,5.80455375373684,4.38448506576741,3.24635187647346,2.47095616075384,2.46556183257609,1.79414382983146,1.5211197670245,1.37473302686363,1.38961854179142,0.771320302925912,0.800094104076506,0.809889106023426,0.538169661414762,0.33716981632477,0.28442106441547,0.0973166541411405,0.162741290922924,0.0696301539656783,0.044738038742085,0.0336684426869073,0.0140455552658787,0,0,0,0
2006,7,9,3,0,2294,0.088608329179301,0.273635791315317,0.489992961900403,1.29008548610172,2.2029926385883,2.61193132643718,2.25177943430024,3.72372399494671,5.55806927455496,5.36785403296636,5.38126414240074,3.25315652662306,2.43598384402749,2.42440375156392,1.64864954261821,1.37544348663137,1.4876690497524,1.13711336600967,0.975215133289832,0.86411489403742,0.721238822795788,0.802528905004247,0.590241473652759,0.608088236171101,0.632146130915754,0.41630245762994,0.360057204691686,0.287146050932176,0.230614004289542,0.0705011761865045,0.0732798885222856,0.114007325913012,0.0230891693431879,0.0160249396533695,0.088608329179301,0.273635791315317,0.489992961900403,1.29881949247038,2.15927344210997,2.1239786968908,2.58523219824361,3.7161207751839,4.53646730810795,5.22974419995468,4.93345261644947,3.96924945095166,2.91049449817234,2.54811471970327,2.27112025544997,1.82401888533812,1.82210965867753,1.25103055675845,1.33727169980635,0.896340491391605,1.27215223024396,0.910861357395331,0.619316892539774,0.33361664606016,0.424711431133634,0.196342611844105,0.0383520571534876,0.0596112095258629,0.0846405610405939,0.00836618206208807,0,0,0,0
2007,7,9,3,0,2535,0.0421239296339402,0.347883103984508,0.801454112917105,1.1615278119337,2.03585488501853,3.08983222186193,3.51544534937382,4.07937189959678,7.57366946211719,5.8349026330827,5.75418043585239,3.4016863071428,3.11694657317673,1.90427423972481,1.72602109686578,1.76126070746847,1.36845788570795,1.05535048942645,1.06766479189846,0.632136513077411,0.734117833857058,0.626507051389795,0.609505010116524,0.481475541519847,0.300134351691948,0.309938166305185,0.242615031160628,0.218982271107932,0.252679404569185,0.0648118741142886,0.0529947209164408,0.0447697225051149,0.0188816211884742,0.0881500558256884,0.0421239296339402,0.300487691067204,0.815281512013566,1.09746823368839,1.96376746709427,3.31498517470711,3.52002561733666,3.78460799714013,5.37456328084378,5.63997991269517,4.05358663008957,2.10541480531105,2.27767045684871,1.52859484716298,1.87738874717386,1.15315436459448,1.21533436292458,1.00960425131751,1.14763623960279,0.809039698498372,0.557131145914155,0.402842453681093,0.637900506605935,0.377077286632868,0.295198424839353,0.202887160003535,0.0503110426417922,0.0617508881479002,0.0685787656596899,0,0,0,0,0
2008,7,9,3,0,2501,0.16828987781963,0.377324106535278,0.407756912253846,1.19659396376796,2.18077548049532,2.99931758836204,2.38515288235663,3.50222893191542,4.53989185548286,5.34050748722391,3.64177895861815,3.07639172596847,2.46298168740333,1.968777379527,2.45323061498725,1.4385124656833,1.12439295897009,1.03477980553768,0.975614839580583,0.982820231255484,0.907446739129097,0.701074515690007,0.556481195494745,0.52639255658333,0.589611576802342,0.367288471619428,0.271854284619105,0.267865602823352,0.194632097604015,0.158490737413724,0.091593554613235,0.0221728023468869,0.010200027441054,0.0132859923878762,0.16828987781963,0.377324106535278,0.407756912253846,1.21669503575336,2.1662858656422,2.89123286779934,2.81353576904477,4.28057658668973,4.83254708201922,6.03262405232997,5.64472883347218,3.80777791604268,3.31861978573828,3.43217175946378,1.9426351225803,1.51218627368944,1.72921901591212,1.34902428902444,0.99688204099915,0.936885498818066,0.836285925631052,0.745303795848402,0.567610857859032,0.453424386667832,0.244185388315525,0.160405766128387,0.0966560753016978,0.0348944765342072,0.0242849098198366,0,0.0222199089769163,0.0222199089769163,0,0
