Version,Param,Value
Butler_Base_2023,L_at_Amin_Fem_Growth,11.383213736604688
Butler_Base_2023,L_at_Amax_Fem_Growth,73.60789120941972
Butler_Base_2023,VonBert_K_Fem_Growth,0.009898557783902515
Butler_Base_2023,CV_young_Fem_Growth,0.10903430698604531
Butler_Base_2023,CV_old_Fem_Growth,0.10903430698604531
Butler_Base_2023,L_at_Amin_Mal_Growth,9.173302220555183
Butler_Base_2023,L_at_Amax_Mal_Growth,66.07283405498553
Butler_Base_2023,VonBert_K_Mal_Growth,0.016785374453140215
Butler_Base_2023,CV_young_Mal_Growth,0.10903430698604531
Butler_Base_2023,CV_old_Mal_Growth,0.10903430698604531
Increase_L_at_Amin_and_Amax_25perc,L_at_Amin_Fem_Growth,14.22901717075586
Increase_L_at_Amin_and_Amax_25perc,L_at_Amax_Fem_Growth,92.00986401177465
Increase_L_at_Amin_and_Amax_25perc,VonBert_K_Fem_Growth,0.009898557783902515
Increase_L_at_Amin_and_Amax_25perc,CV_young_Fem_Growth,0.10903430698604531
Increase_L_at_Amin_and_Amax_25perc,CV_old_Fem_Growth,0.10903430698604531
Increase_L_at_Amin_and_Amax_25perc,L_at_Amin_Mal_Growth,11.46662777569398
Increase_L_at_Amin_and_Amax_25perc,L_at_Amax_Mal_Growth,82.59104256873192
Increase_L_at_Amin_and_Amax_25perc,VonBert_K_Mal_Growth,0.016785374453140215
Increase_L_at_Amin_and_Amax_25perc,CV_young_Mal_Growth,0.10903430698604531
Increase_L_at_Amin_and_Amax_25perc,CV_old_Mal_Growth,0.10903430698604531
Decrease_L_at_Amin_and_Amax_10perc,L_at_Amin_Fem_Growth,10.244892362944219
Decrease_L_at_Amin_and_Amax_10perc,L_at_Amax_Fem_Growth,66.24710208847775
Decrease_L_at_Amin_and_Amax_10perc,VonBert_K_Fem_Growth,0.009898557783902515
Decrease_L_at_Amin_and_Amax_10perc,CV_young_Fem_Growth,0.10903430698604531
Decrease_L_at_Amin_and_Amax_10perc,CV_old_Fem_Growth,0.10903430698604531
Decrease_L_at_Amin_and_Amax_10perc,L_at_Amin_Mal_Growth,8.255971998499664
Decrease_L_at_Amin_and_Amax_10perc,L_at_Amax_Mal_Growth,59.465550649486985
Decrease_L_at_Amin_and_Amax_10perc,VonBert_K_Mal_Growth,0.016785374453140215
Decrease_L_at_Amin_and_Amax_10perc,CV_young_Mal_Growth,0.10903430698604531
Decrease_L_at_Amin_and_Amax_10perc,CV_old_Mal_Growth,0.10903430698604531
2013_assessment,L_at_Amin_Fem_Growth,7
2013_assessment,L_at_Amax_Fem_Growth,75
2013_assessment,VonBert_K_Fem_Growth,0.018
2013_assessment,CV_young_Fem_Growth,0.125
2013_assessment,CV_old_Fem_Growth,0.125
2013_assessment,L_at_Amin_Mal_Growth,7
2013_assessment,L_at_Amax_Mal_Growth,67.5
2013_assessment,VonBert_K_Mal_Growth,0.018
2013_assessment,CV_young_Mal_Growth,0.125
2013_assessment,CV_old_Mal_Growth,0.125
