Model,Label,Value,Phase,Min,Max,Init,Gradient,Pr_type,Prior,Pr_SD,Pr_Like,LCI95,UCI95
23.STAR.base,NatM_break_1_Fem_GP_1,0.04,-3,0.01,0.15,0.04,NA,Log_Norm,-3.129,0.5361,0.0140528,0.04,0.04
23.STAR.base,NatM_break_2_Fem_GP_1,0.04,-3,-3,3,0.04,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,L_at_Amin_Fem_GP_1,11.3832,-2,3,25,11.3832,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,L_at_Amax_Fem_GP_1,73.6079,-2,55,95,73.6079,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,VonBert_K_Fem_GP_1,0.00989856,-3,0.001,0.03,0.00989856,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,CV_young_Fem_GP_1,0.109034,-3,0.05,0.25,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,CV_old_Fem_GP_1,0.109034,-3,-3,3,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Wtlen_1_Fem_GP_1,4.86e-6,-3,0,100,4.86e-6,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Wtlen_2_Fem_GP_1,3.26,-3,0,100,3.26,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Mat50%_Fem_GP_1,31.4247,-3,0,100,31.4247,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Mat_slope_Fem_GP_1,-0.177291,-3,-3,100,-0.177291,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Eggs_scalar_Fem_GP_1,5.44e-8,-3,0,100,5.44e-8,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Eggs_exp_len_Fem_GP_1,3.978,-3,0,100,3.978,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,NatM_break_1_Mal_GP_1,0.04,-3,-3,3,0.04,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,NatM_break_2_Mal_GP_1,0.04,-3,-3,3,0.04,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,L_at_Amin_Mal_GP_1,9.1733,-3,-3,25,9.1733,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,L_at_Amax_Mal_GP_1,66.0728,-2,-3,75,66.0728,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,VonBert_K_Mal_GP_1,0.0167854,-3,-3,3,0.0167854,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,CV_young_Mal_GP_1,0.109034,-3,-3,3,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,CV_old_Mal_GP_1,0.109034,-3,-3,3,0.109034,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Wtlen_1_Mal_GP_1,4.96e-6,-3,0,100,4.96e-6,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Wtlen_2_Mal_GP_1,3.25,-3,0,100,3.25,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,CohortGrowDev,1,-1,0.1,10,1,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,FracFemale_GP_1,0.5,-99,1e-8,1,0.5,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,SR_LN(R0),9.46106,4,7,13,9.33,-4.4904e-5,No_prior,NA,NA,NA,NA,NA
23.STAR.base,SR_BH_steep,0.72,-2,0.2,1,0.72,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,SR_sigmaR,0.5,-4,0,2,0.5,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,SR_regime,0,-4,-5,5,0,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,SR_autocorr,0,-1,-1,1,0,NA,No_prior,NA,NA,NA,NA,NA
23.STAR.base,Early_InitAge_1,0.0128184,6,-5,5,0,-5.65189e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1901,0.0125506,6,-5,5,0,1.33442e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1902,0.0128621,6,-5,5,0,2.81223e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1903,0.0128163,6,-5,5,0,-1.5935e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1904,0.0115839,6,-5,5,0,-2.19692e-9,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1905,0.0102121,6,-5,5,0,-2.72792e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1906,0.00975559,6,-5,5,0,4.22393e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1907,0.00928789,6,-5,5,0,-4.34614e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1908,0.00807878,6,-5,5,0,-9.70156e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1909,0.00727155,6,-5,5,0,-1.65414e-9,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1910,0.00548395,6,-5,5,0,-4.95111e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1911,0.00499251,6,-5,5,0,-3.52122e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1912,0.00789365,6,-5,5,0,-8.0272e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1913,0.0113052,6,-5,5,0,-1.87089e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1914,0.0117252,6,-5,5,0,2.62585e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1915,0.00745512,6,-5,5,0,-6.43607e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1916,0.00626609,6,-5,5,0,1.86513e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1917,0.00560641,6,-5,5,0,-2.86943e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1918,0.00438625,6,-5,5,0,4.17205e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1919,0.00465749,6,-5,5,0,-9.80787e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1920,0.00363903,6,-5,5,0,1.96734e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1921,-0.0023567,6,-5,5,0,-6.26712e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1922,1.07585e-4,6,-5,5,0,-1.70858e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1923,-4.62775e-4,6,-5,5,0,-1.81735e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1924,-0.00179163,6,-5,5,0,-5.45519e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1925,-0.00316755,6,-5,5,0,-1.32363e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1926,-0.00455363,6,-5,5,0,-7.87975e-8,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1927,-0.00590512,6,-5,5,0,-8.00891e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1928,-0.00716947,6,-5,5,0,-3.64179e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1929,-0.00828812,6,-5,5,0,-1.07293e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1930,-0.00919854,6,-5,5,0,-5.00966e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1931,-0.00983824,6,-5,5,0,-4.65673e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1932,-0.0101498,6,-5,5,0,-1.01508e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1933,-0.0100875,6,-5,5,0,1.79079e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1934,-0.00962694,6,-5,5,0,-1.0617e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1935,-0.00877434,6,-5,5,0,1.14965e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1936,-0.00757995,6,-5,5,0,-1.69546e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1937,-0.00615036,6,-5,5,0,-9.42935e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1938,-0.00466211,6,-5,5,0,-6.54755e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1939,-0.00337272,6,-5,5,0,-1.19577e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1940,-0.00262746,6,-5,5,0,-1.10785e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1941,-0.0028586,6,-5,5,0,-1.14212e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1942,-0.0045728,6,-5,5,0,-1.52328e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1943,-0.00832384,6,-5,5,0,-1.25716e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1944,-0.0146689,6,-5,5,0,-5.34648e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1945,-0.0241115,6,-5,5,0,-6.55412e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1946,-0.0370364,6,-5,5,0,-1.21746e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1947,-0.0536503,6,-5,5,0,-1.32024e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1948,-0.0739389,6,-5,5,0,-4.35554e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1949,-0.097650700000000007,6,-5,5,0,-6.40624e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1950,-0.124311,6,-5,5,0,-1.27771e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1951,-0.153105,6,-5,5,0,-4.54716e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1952,-0.183333,6,-5,5,0,-1.11257e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1953,-0.214113,6,-5,5,0,-1.39219e-6,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1954,-0.244509,6,-5,5,0,-5.41944e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1955,-0.273559,6,-5,5,0,-6.94896e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1956,-0.300314,6,-5,5,0,-6.1893e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1957,-0.323809,6,-5,5,0,-8.10489e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1958,-0.343112,6,-5,5,0,-8.47837e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1959,-0.357258,6,-5,5,0,-8.40707e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1960,-0.365184,6,-5,5,0,-5.44858e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1961,-0.365777,6,-5,5,0,-4.89066e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1962,-0.357977,6,-5,5,0,-6.07874e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1963,-0.340724,6,-5,5,0,-6.48437e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1964,-0.313341,6,-5,5,0,-9.21358e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1965,-0.275949,6,-5,5,0,-8.41198e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1966,-0.229648,6,-5,5,0,-8.64379e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1967,-0.176952,6,-5,5,0,-8.19442e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1968,-0.121479,6,-5,5,0,-8.74859e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1969,-0.0671647,6,-5,5,0,-8.72854e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1970,-0.0167152,6,-5,5,0,-3.94966e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1971,0.0296921,6,-5,5,0,-5.14817e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1972,0.0727051,6,-5,5,0,-4.91493e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1973,0.110411,6,-5,5,0,-2.64163e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1974,0.136758,6,-5,5,0,-8.76003e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1975,0.144531,6,-5,5,0,-8.89211e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1976,0.130594,6,-5,5,0,-2.25165e-7,dev,NA,NA,NA,NA,NA
23.STAR.base,Main_RecrDev_1977,0.10125,6,-5,5,0,-7.1068e-7,dev,NA,NA,NA,NA,NA
