year,fleet,unid_catch
1981,CA_NONTWL,5.7569943648677615
1981,CA_TWL,5.396842022785742
1982,CA_NONTWL,4.130412124683724
1982,CA_TWL,1.4424237378096025
1983,CA_NONTWL,6.763062242371443
1983,CA_TWL,9.296375630945853
1984,CA_NONTWL,1.6987034270745158
1984,CA_TWL,6.100817381616084
1984,OR_NONTWL,0.03492661251928908
1984,OR_TWL,809.7499244564586
1985,CA_NONTWL,9.94138398162675
1985,CA_TWL,0.0263083574820619
1985,OR_NONTWL,0.6735846700148621
1985,OR_TWL,1070.602278407177
1986,CA_NONTWL,16.286234058507482
1986,CA_TWL,3.108014921846353
1986,OR_NONTWL,1.3231289443995642
1986,OR_TWL,633.3659953103448
1987,CA_NONTWL,30.725439984826064
1987,CA_TWL,756.3566593542436
1987,OR_NONTWL,3.7239933608229046
1987,OR_TWL,43.13903991423257
1988,CA_NONTWL,48.28626860410242
1988,CA_TWL,1.831605991595967
1988,OR_TWL,24.757067039437345
1989,CA_NONTWL,27.697710912537037
1989,CA_TWL,10.55826960534407
1989,OR_NONTWL,0.5842269730499277
1989,OR_TWL,106.81448074772997
1990,CA_NONTWL,32.08530991122644
1990,CA_TWL,5.2131371127816895
1990,OR_NONTWL,0.46357140252874657
1990,OR_TWL,340.7012199666173
1991,CA_NONTWL,21.93527343922472
1991,CA_TWL,0.053070307334504255
1991,OR_NONTWL,1.9672301103396996
1991,OR_TWL,96.47307283819845
1992,CA_NONTWL,34.89082408126613
1992,CA_TWL,0.30934999659941764
1992,OR_NONTWL,1.6887243949261481
1992,OR_TWL,149.9194108332246
1993,CA_NONTWL,28.128623664398397
1993,CA_TWL,0.5016731616406984
1993,OR_NONTWL,4.079609779201123
1993,OR_TWL,548.7897647153779
1994,CA_NONTWL,68.62707414296601
1994,CA_TWL,14.93770394136663
1994,OR_NONTWL,2.5410244588708797
1994,OR_TWL,259.44715377183235
1995,CA_NONTWL,96.41518601491985
1995,CA_TWL,5.878557120129704
1996,CA_NONTWL,65.77452244411789
1996,CA_TWL,44.04422739706808
1997,CA_NONTWL,79.4081029614039
1997,CA_TWL,38.2321215591991
1998,CA_NONTWL,31.74479811878189
1998,CA_TWL,17.1317302368965
1999,CA_NONTWL,22.32680530148965
1999,CA_TWL,37.30792710454909
2000,CA_NONTWL,11.277236192015486
2000,CA_TWL,58.86947671796999
2001,CA_NONTWL,26.090918907472698
2001,CA_TWL,21.57933950618724
2002,CA_NONTWL,3.2860816151836447
2002,CA_TWL,53.134068814008614
2003,CA_NONTWL,2.4803791589510222
2003,CA_TWL,37.18445926133156
2004,CA_NONTWL,25.08891521760763
2004,CA_TWL,16.35835524539796
2005,CA_NONTWL,1.9490864155244862
2005,CA_TWL,7.9160940478783655
2006,CA_NONTWL,4.316112841117452
2006,CA_TWL,0.00725747792608605
2007,CA_NONTWL,3.807000764602516
2007,CA_TWL,0.44678848482467254
2008,CA_NONTWL,1.962195235028479
2009,CA_NONTWL,1.2243909572151617
2009,CA_TWL,0.9520903854284146
2009,OR_TWL,0.003175146592662648
2010,CA_NONTWL,4.186993236964972
2010,CA_TWL,4.924652365219766
2011,CA_NONTWL,0.8912636485604046
2012,CA_NONTWL,0.7560250833314955
2012,CA_TWL,0.00226796185190189
2013,CA_NONTWL,0.051255937852982714
2013,CA_TWL,5.72025338286695
2014,CA_NONTWL,1.0364812459376835
2014,CA_TWL,0.00907184740760757
2015,CA_NONTWL,3.2083041949374542
2016,CA_NONTWL,2.0962771397129183
2016,CA_TWL,0.0063502931853253
2017,CA_NONTWL,1.2770893188059549
2017,CA_TWL,0.0140613634817917
2018,CA_NONTWL,1.3318107023686434
2019,CA_NONTWL,3.617126998361289
2019,CA_TWL,0.00190508795559759
2020,CA_NONTWL,0.07529633348314277
