fleet,state,gear,variable,year,prop_sspn,cv,ratio_pred,logit_ratio_pred,sd_logit_ratio_pred,pred_uci,pred_lci
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1981,0.8885739031403925,0.2999615866586391,0.8885724199731639,2.0762412790090328,0.2908039448143375,0.9337774448440919,0.8185071015564552
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1982,0.8885587881270073,0.2999636824303319,0.8884950335626123,2.075459925943976,0.28823146525829363,0.9334164307824913,0.8191391845731555
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1983,0.8841489784749894,0.3,0.8851013649931744,2.041651870216564,0.2867022465611093,0.9310921581015476,0.8145295998252442
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1984,0.9301312185669702,0.29998133838236485,0.929342194404603,2.576628432411866,0.2929967812641375,0.9589442532731988,0.881044089088556
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1985,0.8734987308940624,0.29593410955045363,0.8735115071436883,1.9323699646248162,0.28316812604665,0.9232523258869779,0.7985667403759417
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1986,0.8221045220906398,0.2949060634348472,0.8215340356836128,1.5267754608216124,0.2768634283645751,0.8878960172465015,0.7279255711561117
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1987,0.7445246954276411,0.27729576145921847,0.7614421972722372,1.1606026226390769,0.24764046040869733,0.8383467142848199,0.6626726536711981
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1988,0.9419598794961654,0.29831239500445916,0.940692036257468,2.763872220366189,0.29369774366220813,0.9657599667034755,0.8991870849047131
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1989,0.9021780572277144,0.2891780497230795,0.9019807804767341,2.2194296351337734,0.2798981237374041,0.9409235740452272,0.8416863587347203
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1990,0.8518498891676414,0.2955895632157846,0.8512747693002634,1.744634440347045,0.28108719656151404,0.9085090962674448,0.7674027840737765
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1991,0.7701392414044559,0.2983144788325246,0.7872071525213749,1.3081722862949503,0.265971429082569,0.8616993259223541,0.6871584954727322
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1992,0.987544737959719,0.2914346464902181,0.9874080065408511,4.3620221622725595,0.28703760057589006,0.9927868902457864,0.9781064934568283
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1993,0.5934721004898765,0.2969534413415304,0.6788948322578724,0.7486975345070028,0.24183880377512823,0.7725386295936099,0.5682447824040421
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1994,1,0.2977456222248611,0.9998999821562845,9.210061927893731,0.29147179888624597,0.9999435075268787,0.999822928028559
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1995,0.37429935773042994,0.22018634306273788,0.4559953901756047,-0.17647502056267958,0.1797633526305072,0.5438523269244511,0.370794201344756
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1996,0.43436214893321434,0.12532939253864184,0.4319896221877862,-0.2737381241082908,0.11658630622783175,0.4886946861937703,0.3770126941631001
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1997,0.32715309517743896,0.18365682421920498,0.38505882443270045,-0.46813050039699294,0.15397671880349598,0.4585115804917551,0.3164953587773361
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1998,0.748615931948947,0.24129254384419865,0.6857584408269009,0.7803634517592876,0.2546206116220893,0.7823510059676081,0.5698666362195117
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,1999,0.4245084692763611,0.19374313655408826,0.4602967860676416,-0.15914791609881837,0.1636953886211091,0.5403359168251116,0.3822542793086563
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2000,0.4532315019951011,0.18883977481228809,0.4643241987443719,-0.14294611723595524,0.162759171184452,0.54390211744294,0.38652236124129075
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2001,0.5022990225629526,0.2139919517888094,0.534938333532771,0.13998146297464387,0.18148251551734162,0.6214452716411154,0.4462771133760872
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2002,0.87894446688258,0.18719248142500314,0.8750595737258032,1.94645493440719,0.18707578933909857,0.90995810365144425,0.829174263083171
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2003,0.8971101332370167,0.13400934519207644,0.8971636688746749,2.16609960172763,0.13293415208790765,0.9188370953220412,0.8705182369532943
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2004,0.9363990615027052,0.16842857939593392,0.9362432079528995,2.6867995600035277,0.16711905180878134,0.9532183472166222,0.9136663656491032
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2005,0.9001710108355441,0.15249050007637815,0.9002792436045086,2.200331142051951,0.1509190562332609,0.9238702481728385,0.8704033501978533
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2006,0.8914863480057658,0.14594214732286168,0.8914738594457614,2.105885044153627,0.1445437757124968,0.9159993289473436,0.8608753281060536
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2007,0.8796152829262891,0.14523062925356037,0.8799780783176337,1.9922225893749324,0.1434925296429228,0.9066556983169465,0.8469629926620966
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2008,0.937738791203025,0.11940171565120919,0.9376274509951595,2.7102274375446225,0.11896997720281696,0.9499510339506022,0.9225169310764566
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2009,0.8855181768874899,0.11430577522723082,0.8856796336715083,2.0473505599089736,0.11351197030490978,0.9063477002181956,0.8611491159616885
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2010,0.8882711185508487,0.07899110525025099,0.8882895482318441,2.073387485982062,0.0787525766484105,0.9027132841605804,0.8720304988467714
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2011,0.904300636808985,0.04999999999999999,0.9042971314280117,2.2459097189564,0.0499492876832107,0.9124409799336471,0.895482589610389
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2012,0.9119999284491834,0.13709551164163208,0.911924299320572,2.337360301816622,0.13616530231211454,0.9311342362048639,0.8880003418882764
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2013,0.8906361154684737,0.1421537255437152,0.8906011062124258,2.096895856678961,0.1408661015873973,0.9147445978496406,0.8606618888453248
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2014,0.8610967760559873,0.15850846156578022,0.8618413854590893,1.8306688402880436,0.15580926279461585,0.894358460351582,0.8213150660378125
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2015,0.9234622063165504,0.18419104877007775,0.9231849873394892,2.4864295356734476,0.18235058926385087,0.9449992176862556,0.8936921638992723
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2016,0.908021151402489,0.15031100024153968,0.9080565408518055,2.2901328326786086,0.1489419138576877,0.929697962714011,0.8806086624239537
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2017,0.9035106066982256,0.1044176159557843,0.9035209444268558,2.236973347103572,0.1039419272390872,0.9198786592646213,0.8842438622832667
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2018,0.9047468099694008,0.1402675675557246,0.9047137447065785,2.2507330148873312,0.13917034239561088,0.9257733976775607,0.8784634374685711
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2019,0.8955613377302339,0.17826267318479405,0.8955199814765756,2.1484086916388185,0.17584048264343421,0.923653586412565,0.8586061847149378
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2020,0.8797192920447381,0.21891398760510875,0.8797526379646347,1.9900898033267367,0.2137789090875684,0.9175183295492583,0.8279379638357015
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2021,0.867009069383975,0.22876694461359653,0.8669682733264328,1.8744147362933012,0.2223827654214351,0.90972526014386,0.8082291602198783
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2022,0.8624962909865036,0.2391385371817692,0.8518872574757843,1.7494804335930012,0.24092196394200197,0.9021802189807484,0.7819852886730888
CA_Non-trawl,CA,Non-trawl,pred_prop_sspn,2023,0.3459870212837497,0.29921978895389645,0.46516269701969226,-0.1395753636120045,0.24169680218809259,0.5827688814685016,0.35130654157247143
CA_Trawl,CA,Trawl,pred_prop_sspn,1981,0.9366435179679498,0.2198544971418635,0.9361458809829056,2.685170228847122,0.21771673295486463,0.9573807452817392,0.9053765353434362
CA_Trawl,CA,Trawl,pred_prop_sspn,1982,0.8124988269811609,0.20494894774253103,0.8172590012142779,1.497886216405175,0.19529915991952057,0.8676883601174235,0.7530786605275972
CA_Trawl,CA,Trawl,pred_prop_sspn,1983,0.8774038208740393,0.22464816756574585,0.876354700953613,1.9583539437279813,0.21955008151420033,0.9159594060317323,0.8217187441742343
CA_Trawl,CA,Trawl,pred_prop_sspn,1984,0.86963017110865,0.20114771134480905,0.8690282253739456,1.8923937659138363,0.19693909047074293,0.9070717937746204,0.8185260563884239
CA_Trawl,CA,Trawl,pred_prop_sspn,1985,0.819388786883526,0.16341758949240934,0.8197519031307248,1.5146675194958632,0.15947188041682628,0.8614316973118977,0.7688986191679592
CA_Trawl,CA,Trawl,pred_prop_sspn,1986,0.7971952356239823,0.16350539687537438,0.7931039522093886,1.3437378177770172,0.16075811934702888,0.8400800398323361,0.7366544558165415
CA_Trawl,CA,Trawl,pred_prop_sspn,1987,0.6161750349082288,0.1998360486556771,0.6124386196502286,0.4575744874293496,0.17899798950708204,0.6917706980902127,0.52665930081481
CA_Trawl,CA,Trawl,pred_prop_sspn,1988,0.4368393125783789,0.08997366285078462,0.4494525154792369,-0.2028829997214462,0.08621962497559879,0.4915276773080077,0.4080884041387754
CA_Trawl,CA,Trawl,pred_prop_sspn,1989,0.5837266908937991,0.0502438580721718,0.5798822038981657,0.32228984732317933,0.05024477787263968,0.6036673965708166,0.5557201251045674
CA_Trawl,CA,Trawl,pred_prop_sspn,1990,0.3568886043416595,0.04999999999999999,0.36022649326733147,-0.5743812364032836,0.04912987089249701,0.38270402732491254,0.33834553811794815
CA_Trawl,CA,Trawl,pred_prop_sspn,1991,0.349027282790888,0.16682730057930975,0.34924477440620044,-0.6223605382569989,0.13746310432485548,0.412671392817906,0.29074093892946806
CA_Trawl,CA,Trawl,pred_prop_sspn,1992,0.33579720372565053,0.09776221191998294,0.3394878392883249,-0.6655774082831275,0.09086259264088267,0.3804858090802395,0.3007628047345868
CA_Trawl,CA,Trawl,pred_prop_sspn,1993,0.3808171335123404,0.10736475704067297,0.37532639258938927,-0.5094332575372209,0.09991112228621331,0.42223444443943,0.33064726025464153
CA_Trawl,CA,Trawl,pred_prop_sspn,1994,0.36622280722128026,0.14925124284371097,0.353664370730174,-0.6029705607008655,0.13012270050683902,0.4138844641047888,0.2977550609700738
CA_Trawl,CA,Trawl,pred_prop_sspn,1995,0.2692598577708307,0.1389299202717109,0.2762559491768271,-0.9631100208381767,0.11930360069109032,0.3253538518510343,0.23201911585683754
CA_Trawl,CA,Trawl,pred_prop_sspn,1996,0.23142571227024084,0.15891792817370284,0.24449741983941398,-1.128178440821288,0.1304715604929856,0.29474389445114163,0.20038294045384852
CA_Trawl,CA,Trawl,pred_prop_sspn,1997,0.2543790606204091,0.17998058950358825,0.26100853812936176,-1.040733247328852,0.1431115620610269,0.31859533728576556,0.2106134089432995
CA_Trawl,CA,Trawl,pred_prop_sspn,1998,0.33078863098674954,0.21628568413586252,0.29946025387548136,-0.8498694033301736,0.1679049306145697,0.3726708577863084,0.23523869070850126
CA_Trawl,CA,Trawl,pred_prop_sspn,1999,0.233367206175244,0.23819097522545463,0.27512059547843726,-0.9687957718746045,0.17084969390604426,0.3466198728882103,0.21354949254514663
CA_Trawl,CA,Trawl,pred_prop_sspn,2000,0.3911348465290267,0.24965881281179847,0.3311708048333728,-0.7028944449098687,0.19250806113925215,0.41931679418777756,0.25346623185859385
CA_Trawl,CA,Trawl,pred_prop_sspn,2001,0.27444381315130467,0.2664176915884871,0.2907987800295816,-0.8915077439759861,0.18429936306025677,0.3704513534064067,0.22222714350679815
CA_Trawl,CA,Trawl,pred_prop_sspn,2002,0.25942335812357536,0.2343801640351571,0.27697196738506347,-0.959531693751642,0.17251167170038126,0.34946110579254636,0.21456001356483204
CA_Trawl,CA,Trawl,pred_prop_sspn,2003,0.2792791081775111,0.24946793822767677,0.2954585761739633,-0.8690184836442395,0.17933514304771223,0.3734319481177651,0.22784576879559923
CA_Trawl,CA,Trawl,pred_prop_sspn,2004,0.39761990586301704,0.2663640078107083,0.3452131682695841,-0.6401476296608495,0.19996506083246998,0.4382626237269136,0.2626812163872329
CA_Trawl,CA,Trawl,pred_prop_sspn,2005,0.304509654871665,0.2671872938433594,0.3155908729730085,-0.7741092087874746,0.1892562928555849,0.400551702547515,0.2413940993265548
CA_Trawl,CA,Trawl,pred_prop_sspn,2006,0.29001009745773726,0.2661214811290167,0.30445205748368653,-0.8261863133674187,0.1875385673826637,0.38731545108645665,0.23258679722921052
CA_Trawl,CA,Trawl,pred_prop_sspn,2007,0.3277612178772713,0.26831192711526186,0.3153763544659597,-0.7751025629651883,0.1909056689702809,0.4010895300397412,0.24062104354836622
CA_Trawl,CA,Trawl,pred_prop_sspn,2008,0.28033368233591105,0.25672673366937343,0.3081458830582944,-0.8088018025935498,0.18358399422684477,0.3896039796203456,0.2371033530096226
CA_Trawl,CA,Trawl,pred_prop_sspn,2009,0.3711931215961016,0.2612285085809384,0.34934514889790425,-0.6219189201512771,0.1934081313651651,0.4395868471348464,0.2687450793719195
CA_Trawl,CA,Trawl,pred_prop_sspn,2010,0.361025481855884,0.26326029999049483,0.3554512765703704,-0.5951622345370845,0.1935735933480526,0.4462687796901626,0.2739712426834296
CA_Trawl,CA,Trawl,pred_prop_sspn,2011,0.3530005529373654,0.2691984101656527,0.3518522749523003,-0.6109072270439228,0.19474619902361665,0.4429483785606806,0.2703969060996454
CA_Trawl,CA,Trawl,pred_prop_sspn,2012,0.3557325026121973,0.2654207635270991,0.3464014297873994,-0.6348950517446414,0.19342694114185888,0.4364017902974836,0.2661954583438855
CA_Trawl,CA,Trawl,pred_prop_sspn,2013,0.3223580842318456,0.2573167055920612,0.32599516825640273,-0.7263547196881648,0.18682809359415153,0.41091801344047424,0.25114069857523175
CA_Trawl,CA,Trawl,pred_prop_sspn,2014,0.3002705001789501,0.2605158294083846,0.3126205160958275,-0.7878964716965016,0.18607568212775505,0.39575410975188596,0.2400136257765567
CA_Trawl,CA,Trawl,pred_prop_sspn,2015,0.3345657294036487,0.2659245546893473,0.31931545446839327,-0.7569194767677584,0.19167142104534565,0.4058270170754365,0.24368243569596126
CA_Trawl,CA,Trawl,pred_prop_sspn,2016,0.32725884601914873,0.27351510915533406,0.30318742964419765,-0.832165271544201,0.19226437559797804,0.3880949504428635,0.2298774268931453
CA_Trawl,CA,Trawl,pred_prop_sspn,2017,0.17848143079494955,0.258608650531964,0.25821634412578987,-1.0552598550862544,0.18574336063764119,0.33376554266071007,0.19476870356383263
