"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U23","U24","U25","U26","U27","U28","U29","U30","U31","U32","U33","U34","U35","U36","U37","U38","U39","U40","U41","U42","U43","U44","U45","U46","U47","U48","U49","U50","U51","U52","U53","U54","U55","U56","U57","U58","U59","U60","U1.1","U2.1","U3.1","U4.1","U5.1","U6.1","U7.1","U8.1","U9.1","U10.1","U11.1","U12.1","U13.1","U14.1","U15.1","U16.1","U17.1","U18.1","U19.1","U20.1","U21.1","U22.1","U23.1","U24.1","U25.1","U26.1","U27.1","U28.1","U29.1","U30.1","U31.1","U32.1","U33.1","U34.1","U35.1","U36.1","U37.1","U38.1","U39.1","U40.1","U41.1","U42.1","U43.1","U44.1","U45.1","U46.1","U47.1","U48.1","U49.1","U50.1","U51.1","U52.1","U53.1","U54.1","U55.1","U56.1","U57.1","U58.1","U59.1","U60.1"
1999,"Enter Month","Enter Fleet",0,0,"Enter","Enter","Enter",434,0.651630983220142,4.71033458732349,1.49838498354565,4.40396027235614,2.49051927203863,4.3877223219413,8.83518580358716,8.48106805610883,5.37309485741142,4.52765098733059,5.61388796258502,6.95203433900087,3.17851497600659,1.84097917094919,5.6189056899723,1.23948648896195,1.78769772630826,0.791466763817663,0.791117958690548,0.323617759491642,2.16614024698092,1.41004570068159,0.174291491534178,1.0869995399085,1.1492109154388,9.38370427524469,0.135240256809171,0.0673895402851702,0.344816277421905,0.869380865508154,0,0.191886988905574,0.158293222854733,0.096285154595921,0.13330006888609,0.211328490320291,0.707454093526632,0.0655305453618827,0.107906795814461,0.0888433290067857,0.137492875395461,1.07101166393303,0.136074920847056,0.691892967958079,0.0619931287468499,0.0488444095881814,0.525916938690822,0.0408517706884424,0.105587923740339,0.313871351796349,0.13541043733674,0.157689796480263,0.219514693331539,0.0527754498662163,0.0261525900057042,3.08301317147268,0.109432574666593,0.0154416094728561,0.00696246211835044,1.01476050413162,0.255066834537416,4.71033458732349,1.49838498354565,4.40396027235614,2.49051927203863,4.3877223219413,8.83518580358716,8.48106805610883,5.37309485741142,4.52765098733059,5.61388796258502,6.95203433900087,3.17851497600659,1.84097917094919,5.6189056899723,1.23948648896195,1.78769772630826,0.791466763817663,0.791117958690548,0.323617759491642,2.16614024698092,1.41004570068159,0.174291491534178,1.0869995399085,1.1492109154388,9.38370427524469,0.135240256809171,0.0673895402851702,0.344816277421905,0.869380865508154,0,0.191886988905574,0.158293222854733,0.096285154595921,0.13330006888609,0.211328490320291,0.707454093526632,0.0655305453618827,0.107906795814461,0.0888433290067857,0.137492875395461,1.07101166393303,0.136074920847056,0.691892967958079,0.0619931287468499,0.0488444095881814,0.525916938690822,0.0408517706884424,0.105587923740339,0.313871351796349,0.13541043733674,0.157689796480263,0.219514693331539,0.0527754498662163,0.0261525900057042,3.08301317147268,0.109432574666593,0.0154416094728561,0.00696246211835044,1.01476050413162
2000,"Enter Month","Enter Fleet",0,0,"Enter","Enter","Enter",386,0,6.55927075786039,5.34492708838402,2.62984487508265,5.8739591435911,1.16501787508234,6.88425502860003,5.26386478468743,6.07163089029956,2.54397034955034,9.09057648897505,5.90420888249527,5.97391634167858,4.11847477763777,6.37429069963688,5.86478447919984,0.957403091045634,0.848606480715557,0.364194195952382,0.463643310038168,1.52332121185114,0.73070183996166,0.560168858802727,0.613717580882965,0.0590168720329014,3.90791144054204,0.0200360010832184,2.53547660101381,0.562351121236235,0.0643246840014239,1.21052471021773,0.0885981889512344,0.038470704636506,0.58616859997141,0.0571677794365702,0.707078016194345,0.0493320413284689,0.576758634382648,0.0649910236757774,0.220435575833568,0.0200360010832184,0.100950460664563,0.226555489280208,0.247682621580181,0.03073699979104,0.100950460664563,0.117163337866178,0,0.0367694561554221,0,0.0392078429012596,0.0129665536006237,0.247682621580181,0.325182090330464,0.0146324027865076,0.296127598217167,0.048082654439056,0.0881109280643634,0.0192780397036413,1.55449341474199,0,6.55927075786039,5.34492708838402,2.62984487508265,5.8739591435911,1.16501787508234,6.88425502860003,5.26386478468743,6.07163089029956,2.54397034955034,9.09057648897505,5.90420888249527,5.97391634167858,4.11847477763777,6.37429069963688,5.86478447919984,0.957403091045634,0.848606480715557,0.364194195952382,0.463643310038168,1.52332121185114,0.73070183996166,0.560168858802727,0.613717580882965,0.0590168720329014,3.90791144054204,0.0200360010832184,2.53547660101381,0.562351121236235,0.0643246840014239,1.21052471021773,0.0885981889512344,0.038470704636506,0.58616859997141,0.0571677794365702,0.707078016194345,0.0493320413284689,0.576758634382648,0.0649910236757774,0.220435575833568,0.0200360010832184,0.100950460664563,0.226555489280208,0.247682621580181,0.03073699979104,0.100950460664563,0.117163337866178,0,0.0367694561554221,0,0.0392078429012596,0.0129665536006237,0.247682621580181,0.325182090330464,0.0146324027865076,0.296127598217167,0.048082654439056,0.0881109280643634,0.0192780397036413,1.55449341474199
