"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","U.999","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U.999.1","U1.1","U2.1","U3.1","U4.1","U5.1","U6.1","U7.1","U8.1","U9.1","U10.1","U11.1","U12.1","U13.1","U14.1","U15.1","U16.1","U17.1","U18.1","U19.1","U20.1","U21.1","U22.1"
1999,"Enter Month","Enter Fleet",0,0,"Enter","Enter","Enter",434,0.396564148682726,0.255066834537416,4.71033458732349,1.49838498354565,4.40396027235614,2.49051927203863,4.3877223219413,8.83518580358716,8.48106805610883,5.37309485741142,4.52765098733059,5.61388796258502,6.95203433900087,3.17851497600659,1.84097917094919,5.6189056899723,1.23948648896195,1.78769772630826,0.791466763817663,0.791117958690548,0.323617759491642,2.16614024698092,24.3365987923717,0.396564148682726,0.255066834537416,4.71033458732349,1.49838498354565,4.40396027235614,2.49051927203863,4.3877223219413,8.83518580358716,8.48106805610883,5.37309485741142,4.52765098733059,5.61388796258502,6.95203433900087,3.17851497600659,1.84097917094919,5.6189056899723,1.23948648896195,1.78769772630826,0.791466763817663,0.791117958690548,0.323617759491642,2.16614024698092,24.3365987923717
2000,"Enter Month","Enter Fleet",0,0,"Enter","Enter","Enter",386,0,0,6.55927075786039,5.34492708838402,2.62984487508265,5.8739591435911,1.16501787508234,6.88425502860003,5.26386478468743,6.07163089029956,2.54397034955034,9.09057648897505,5.90420888249527,5.97391634167858,4.11847477763777,6.37429069963688,5.86478447919984,0.957403091045634,0.848606480715557,0.364194195952382,0.463643310038168,1.52332121185114,16.1798392476359,0,0,6.55927075786039,5.34492708838402,2.62984487508265,5.8739591435911,1.16501787508234,6.88425502860003,5.26386478468743,6.07163089029956,2.54397034955034,9.09057648897505,5.90420888249527,5.97391634167858,4.11847477763777,6.37429069963688,5.86478447919984,0.957403091045634,0.848606480715557,0.364194195952382,0.463643310038168,1.52332121185114,16.1798392476359
