"year","month","fleet","sex","partition","InputN","F.999","F6","F8","F10","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","F68","F70","F72","M.999","M6","M8","M10","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66","M68","M70","M72"
1998,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0.0695439037130169,0.102437958026381,0.298884441188075,9.19904184580249,2.8022831380917,11.857853611598,9.11180132835437,9.61981428470011,0.202364836917262,0.196669449671139,0.253977254407071,2.63299743933788,0.101061193948641,18.9136320500806,0.114889446981037,0.0610278818862408,2.61650982361758,0.172055462334749,0.183015456871853,0.13166713563595,0.0761235804650469,2.56234195016272,0.20558594532556,0.0569646960781934,0.046138914391435,0.00787634606424118,0.0289001396538826,0.0525172718679464,0.00962544256552106,0,0,0,0,0,0.00700829198377925,0.0830593542151716,0.0313928186405457,0.162169170600411,0.190391751832387,8.84552736271522,11.5017760960138,2.61182536219584,0.230732454616547,0.133220324670193,0.0352611793432526,0.0781075494544318,0.0826058446644066,0.131195225936348,0.181056382201484,0.279095622293954,0.196831803925589,2.67974355864096,0.167803945591539,0.169159062435353,0.0795319374468107,0.128081271335987,0.118538088259388,0.0660208163914414,0.0407541649521606,0.0407541649521606,0.0407541649521606,0,0,0,0
2001,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,"Enter Month","Enter Fleet",3,0,"Enter Samps",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
