"year","month","fleet","sex","partition","ageErr","agelow","agehigh","InputN","U1","U2","U3","U4","U5","U6","U7","U8","U9","U10","U11","U12","U13","U14","U15","U16","U17","U18","U19","U20","U21","U22","U23","U24","U25","U26","U27","U28","U29","U30","U31","U32","U33","U34","U35","U36","U37","U38","U39","U40","U1.1","U2.1","U3.1","U4.1","U5.1","U6.1","U7.1","U8.1","U9.1","U10.1","U11.1","U12.1","U13.1","U14.1","U15.1","U16.1","U17.1","U18.1","U19.1","U20.1","U21.1","U22.1","U23.1","U24.1","U25.1","U26.1","U27.1","U28.1","U29.1","U30.1","U31.1","U32.1","U33.1","U34.1","U35.1","U36.1","U37.1","U38.1","U39.1","U40.1"
1999,"Enter Month","Enter Fleet",0,0,"Enter","Enter","Enter",434,0.651630983220142,4.71033458732349,1.49838498354565,4.40396027235614,2.49051927203863,4.3877223219413,8.83518580358716,8.48106805610883,5.37309485741142,4.52765098733059,5.61388796258502,6.95203433900087,3.17851497600659,1.84097917094919,5.6189056899723,1.23948648896195,1.78769772630826,0.791466763817663,0.791117958690548,0.323617759491642,2.16614024698092,1.41004570068159,0.174291491534178,1.0869995399085,1.1492109154388,9.38370427524469,0.135240256809171,0.0673895402851702,0.344816277421905,0.869380865508154,0,0.191886988905574,0.158293222854733,0.096285154595921,0.13330006888609,0.211328490320291,0.707454093526632,0.0655305453618827,0.107906795814461,8.04353456927396,0.255066834537416,4.71033458732349,1.49838498354565,4.40396027235614,2.49051927203863,4.3877223219413,8.83518580358716,8.48106805610883,5.37309485741142,4.52765098733059,5.61388796258502,6.95203433900087,3.17851497600659,1.84097917094919,5.6189056899723,1.23948648896195,1.78769772630826,0.791466763817663,0.791117958690548,0.323617759491642,2.16614024698092,1.41004570068159,0.174291491534178,1.0869995399085,1.1492109154388,9.38370427524469,0.135240256809171,0.0673895402851702,0.344816277421905,0.869380865508154,0,0.191886988905574,0.158293222854733,0.096285154595921,0.13330006888609,0.211328490320291,0.707454093526632,0.0655305453618827,0.107906795814461,8.04353456927396
2000,"Enter Month","Enter Fleet",0,0,"Enter","Enter","Enter",386,0,6.55927075786039,5.34492708838402,2.62984487508265,5.8739591435911,1.16501787508234,6.88425502860003,5.26386478468743,6.07163089029956,2.54397034955034,9.09057648897505,5.90420888249527,5.97391634167858,4.11847477763777,6.37429069963688,5.86478447919984,0.957403091045634,0.848606480715557,0.364194195952382,0.463643310038168,1.52332121185114,0.73070183996166,0.560168858802727,0.613717580882965,0.0590168720329014,3.90791144054204,0.0200360010832184,2.53547660101381,0.562351121236235,0.0643246840014239,1.21052471021773,0.0885981889512344,0.038470704636506,0.58616859997141,0.0571677794365702,0.707078016194345,0.0493320413284689,0.576758634382648,0.0649910236757774,3.7470445492842,0,6.55927075786039,5.34492708838402,2.62984487508265,5.8739591435911,1.16501787508234,6.88425502860003,5.26386478468743,6.07163089029956,2.54397034955034,9.09057648897505,5.90420888249527,5.97391634167858,4.11847477763777,6.37429069963688,5.86478447919984,0.957403091045634,0.848606480715557,0.364194195952382,0.463643310038168,1.52332121185114,0.73070183996166,0.560168858802727,0.613717580882965,0.0590168720329014,3.90791144054204,0.0200360010832184,2.53547660101381,0.562351121236235,0.0643246840014239,1.21052471021773,0.0885981889512344,0.038470704636506,0.58616859997141,0.0571677794365702,0.707078016194345,0.0493320413284689,0.576758634382648,0.0649910236757774,3.7470445492842
